ballotID,rank1,rank2,rank3,rank4,rank5
321,Alan Webber,Kate I. Noble,skipped,skipped,skipped
322,Ronald S. Trujillo,Alan Webber,Joseph M. Maestas,Peter N. Ives,skipped
323,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Peter N. Ives
324,Alan Webber,Kate I. Noble,Peter N. Ives,skipped,skipped
325,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas,Alan Webber,Kate I. Noble
326,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
327,Joseph M. Maestas,Alan Webber,Kate I. Noble,skipped,skipped
328,Kate I. Noble,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
329,Joseph M. Maestas,Kate I. Noble,Alan Webber,skipped,skipped
330,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo,Alan Webber
331,Kate I. Noble,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives
332,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
333,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Alan Webber
334,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
335,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
336,Alan Webber,Peter N. Ives,skipped,skipped,skipped
337,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
338,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo,Peter N. Ives,Alan Webber
339,Kate I. Noble,Alan Webber,skipped,skipped,skipped
340,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
341,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,skipped
342,Alan Webber,Kate I. Noble,skipped,skipped,skipped
343,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,skipped,skipped
344,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,Alan Webber,Joseph M. Maestas
345,Alan Webber,Kate I. Noble,Joseph M. Maestas,skipped,skipped
346,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
347,Alan Webber,Peter N. Ives,Kate I. Noble,skipped,skipped
348,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
349,Peter N. Ives,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble
350,Kate I. Noble,Alan Webber,skipped,skipped,skipped
351,Alan Webber,Alan Webber,Alan Webber,Ronald S. Trujillo,Ronald S. Trujillo
352,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,skipped
353,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
354,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Alan Webber,skipped
355,Joseph M. Maestas,Alan Webber,skipped,skipped,skipped
356,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,skipped
357,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
358,Ronald S. Trujillo,Alan Webber,Joseph M. Maestas,Peter N. Ives,skipped
359,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble
360,Alan Webber,Ronald S. Trujillo,Kate I. Noble,skipped,skipped
361,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Alan Webber
362,Kate I. Noble,Joseph M. Maestas,Alan Webber,Ronald S. Trujillo,Peter N. Ives
363,Joseph M. Maestas,Kate I. Noble,skipped,skipped,skipped
364,Alan Webber,Kate I. Noble,skipped,skipped,skipped
365,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
366,Alan Webber,Joseph M. Maestas,skipped,skipped,skipped
367,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble,Alan Webber,Peter N. Ives
368,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble
369,Ronald S. Trujillo,Joseph M. Maestas,skipped,skipped,skipped
370,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber
371,Peter N. Ives,Alan Webber,Kate I. Noble,Joseph M. Maestas,skipped
372,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
373,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,Alan Webber
374,Kate I. Noble,Joseph M. Maestas,Alan Webber,Peter N. Ives,Ronald S. Trujillo
375,Alan Webber,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
376,Ronald S. Trujillo,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives
377,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
378,Alan Webber,Kate I. Noble,Joseph M. Maestas,skipped,skipped
379,Kate I. Noble,Alan Webber,Peter N. Ives,skipped,skipped
380,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas,Alan Webber,Peter N. Ives
381,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Alan Webber,Kate I. Noble
382,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
383,Alan Webber,Peter N. Ives,Kate I. Noble,skipped,skipped
384,Ronald S. Trujillo,Alan Webber,Peter N. Ives,Kate I. Noble,skipped
385,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
386,Alan Webber,Peter N. Ives,Ronald S. Trujillo,skipped,skipped
387,Alan Webber,Kate I. Noble,skipped,skipped,skipped
388,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Kate I. Noble,Joseph M. Maestas
389,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
390,Kate I. Noble,Alan Webber,Joseph M. Maestas,skipped,skipped
391,Joseph M. Maestas,Kate I. Noble,Alan Webber,skipped,skipped
392,Kate I. Noble,Alan Webber,Peter N. Ives,skipped,skipped
393,Kate I. Noble,Alan Webber,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas
394,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
395,Alan Webber,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas,Kate I. Noble
396,Alan Webber,Kate I. Noble,Joseph M. Maestas,skipped,skipped
397,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber,Peter N. Ives
398,Alan Webber,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives,Joseph M. Maestas
399,Ronald S. Trujillo,Peter N. Ives,skipped,skipped,skipped
400,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives
401,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Alan Webber,Ronald S. Trujillo
402,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
403,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo,skipped
404,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
405,Alan Webber,Peter N. Ives,overvote,Alan Webber,Kate I. Noble
406,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
407,Kate I. Noble,Alan Webber,Ronald S. Trujillo,skipped,skipped
408,Kate I. Noble,Alan Webber,Peter N. Ives,skipped,skipped
409,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
410,Alan Webber,Kate I. Noble,skipped,skipped,skipped
411,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
412,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,skipped
413,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
414,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
415,Alan Webber,Peter N. Ives,Joseph M. Maestas,skipped,skipped
416,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,skipped,skipped
417,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
418,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber
419,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
420,Kate I. Noble,Peter N. Ives,skipped,skipped,skipped
421,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo,Kate I. Noble
422,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,skipped
423,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
424,Alan Webber,Kate I. Noble,Joseph M. Maestas,skipped,skipped
425,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas,skipped,skipped
426,Alan Webber,Joseph M. Maestas,Peter N. Ives,skipped,skipped
427,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble,skipped,skipped
428,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Peter N. Ives
429,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble,Alan Webber
430,Alan Webber,Alan Webber,Alan Webber,Alan Webber,Alan Webber
431,Joseph M. Maestas,Alan Webber,Kate I. Noble,skipped,skipped
432,Alan Webber,Joseph M. Maestas,Kate I. Noble,skipped,skipped
433,Kate I. Noble,Joseph M. Maestas,Alan Webber,Peter N. Ives,Ronald S. Trujillo
434,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Alan Webber,Ronald S. Trujillo
435,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,skipped
436,Alan Webber,Joseph M. Maestas,Kate I. Noble,skipped,skipped
437,Alan Webber,Kate I. Noble,Peter N. Ives,skipped,skipped
438,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives,Alan Webber
439,Alan Webber,Kate I. Noble,skipped,skipped,skipped
440,Alan Webber,Kate I. Noble,Peter N. Ives,skipped,skipped
441,Alan Webber,Kate I. Noble,Peter N. Ives,skipped,skipped
442,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
443,Alan Webber,Peter N. Ives,Kate I. Noble,skipped,skipped
444,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
445,Alan Webber,Ronald S. Trujillo,skipped,skipped,skipped
446,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives,Alan Webber
447,Kate I. Noble,Joseph M. Maestas,Alan Webber,Peter N. Ives,Ronald S. Trujillo
448,Peter N. Ives,Alan Webber,skipped,skipped,skipped
449,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber
450,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
451,Joseph M. Maestas,Ronald S. Trujillo,Joseph M. Maestas,Ronald S. Trujillo,Joseph M. Maestas
452,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
453,Kate I. Noble,Alan Webber,skipped,skipped,skipped
454,Ronald S. Trujillo,Peter N. Ives,skipped,skipped,skipped
455,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
456,Joseph M. Maestas,Alan Webber,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
457,Joseph M. Maestas,Kate I. Noble,Alan Webber,Peter N. Ives,skipped
458,Kate I. Noble,Joseph M. Maestas,Alan Webber,Peter N. Ives,Ronald S. Trujillo
459,Kate I. Noble,Joseph M. Maestas,Alan Webber,Peter N. Ives,Ronald S. Trujillo
460,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
461,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
462,Joseph M. Maestas,Alan Webber,Kate I. Noble,Ronald S. Trujillo,Peter N. Ives
463,Kate I. Noble,Alan Webber,skipped,skipped,skipped
464,Kate I. Noble,Peter N. Ives,skipped,skipped,skipped
465,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
466,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
467,Alan Webber,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo,Peter N. Ives
468,Kate I. Noble,Alan Webber,skipped,skipped,skipped
469,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
470,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
471,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble
472,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo,Kate I. Noble
473,Alan Webber,Kate I. Noble,Peter N. Ives,skipped,skipped
474,Kate I. Noble,Joseph M. Maestas,skipped,skipped,skipped
475,Joseph M. Maestas,Alan Webber,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives
476,Kate I. Noble,Joseph M. Maestas,Alan Webber,skipped,skipped
477,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,skipped
478,Alan Webber,Joseph M. Maestas,Kate I. Noble,skipped,skipped
479,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas,skipped
480,Kate I. Noble,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives
481,Ronald S. Trujillo,Joseph M. Maestas,Alan Webber,Kate I. Noble,Peter N. Ives
482,Alan Webber,overvote,skipped,Peter N. Ives,Kate I. Noble
483,Alan Webber,Joseph M. Maestas,Kate I. Noble,skipped,skipped
484,Alan Webber,Kate I. Noble,skipped,skipped,skipped
485,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Alan Webber
486,Kate I. Noble,Joseph M. Maestas,Alan Webber,skipped,skipped
487,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
488,Ronald S. Trujillo,Peter N. Ives,skipped,skipped,skipped
489,Alan Webber,Peter N. Ives,skipped,Joseph M. Maestas,Ronald S. Trujillo
490,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
491,Peter N. Ives,Alan Webber,Ronald S. Trujillo,Kate I. Noble,Joseph M. Maestas
492,Alan Webber,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas,Kate I. Noble
493,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,skipped,skipped
494,Alan Webber,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo,Peter N. Ives
495,Kate I. Noble,Alan Webber,Ronald S. Trujillo,Peter N. Ives,skipped
496,Alan Webber,Joseph M. Maestas,Kate I. Noble,skipped,skipped
497,Joseph M. Maestas,Kate I. Noble,Alan Webber,Ronald S. Trujillo,Peter N. Ives
498,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Alan Webber,Ronald S. Trujillo
499,Kate I. Noble,Joseph M. Maestas,skipped,skipped,skipped
500,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
501,Alan Webber,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
502,Ronald S. Trujillo,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas
503,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
504,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,skipped,Ronald S. Trujillo
505,Alan Webber,Joseph M. Maestas,Peter N. Ives,skipped,skipped
506,Alan Webber,Kate I. Noble,Peter N. Ives,skipped,skipped
507,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
508,Alan Webber,Joseph M. Maestas,Peter N. Ives,skipped,skipped
509,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
510,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
511,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
512,Alan Webber,Peter N. Ives,Kate I. Noble,skipped,skipped
513,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
514,Alan Webber,Peter N. Ives,Joseph M. Maestas,skipped,skipped
515,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
516,Kate I. Noble,Joseph M. Maestas,Alan Webber,skipped,skipped
517,Alan Webber,Alan Webber,Alan Webber,Alan Webber,Alan Webber
518,Alan Webber,Joseph M. Maestas,Kate I. Noble,skipped,skipped
519,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
520,Ronald S. Trujillo,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas
521,Alan Webber,Kate I. Noble,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas
522,Joseph M. Maestas,Alan Webber,skipped,skipped,skipped
523,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,skipped,skipped
524,Alan Webber,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
525,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,skipped
526,Alan Webber,Joseph M. Maestas,Peter N. Ives,skipped,skipped
527,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
528,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber,Peter N. Ives
529,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Alan Webber,Ronald S. Trujillo
530,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble
531,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
532,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber,Peter N. Ives
533,Alan Webber,Peter N. Ives,skipped,skipped,skipped
534,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Alan Webber,Ronald S. Trujillo
535,Alan Webber,Joseph M. Maestas,skipped,skipped,skipped
536,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Alan Webber,Ronald S. Trujillo
537,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,skipped,skipped
538,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,skipped
539,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
540,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
541,Joseph M. Maestas,Kate I. Noble,skipped,skipped,skipped
542,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
543,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
544,Joseph M. Maestas,Alan Webber,Kate I. Noble,Ronald S. Trujillo,Peter N. Ives
545,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
546,Ronald S. Trujillo,Alan Webber,Joseph M. Maestas,skipped,skipped
547,Kate I. Noble,Peter N. Ives,Alan Webber,skipped,skipped
548,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble
549,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
550,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas,Alan Webber,Peter N. Ives
551,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Alan Webber,Ronald S. Trujillo
552,Alan Webber,Kate I. Noble,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas
553,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,skipped
554,Peter N. Ives,Alan Webber,skipped,skipped,skipped
555,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
556,Kate I. Noble,Alan Webber,Peter N. Ives,skipped,skipped
557,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
558,Alan Webber,Joseph M. Maestas,Peter N. Ives,skipped,skipped
559,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
560,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
561,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
562,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
563,Peter N. Ives,Ronald S. Trujillo,Kate I. Noble,Alan Webber,Joseph M. Maestas
564,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Alan Webber
565,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
566,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble
567,Alan Webber,Peter N. Ives,skipped,skipped,skipped
568,Alan Webber,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives
569,Alan Webber,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas
570,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Alan Webber
571,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
572,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
573,Alan Webber,Kate I. Noble,skipped,skipped,skipped
574,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
575,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
576,Joseph M. Maestas,Kate I. Noble,Alan Webber,Peter N. Ives,skipped
577,Alan Webber,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble,Joseph M. Maestas
578,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,skipped
579,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
580,Joseph M. Maestas,Kate I. Noble,Alan Webber,Ronald S. Trujillo,Peter N. Ives
581,Peter N. Ives,Ronald S. Trujillo,Alan Webber,Joseph M. Maestas,Kate I. Noble
582,Kate I. Noble,Peter N. Ives,Alan Webber,skipped,skipped
583,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
584,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives
585,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
586,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo,Kate I. Noble
587,Alan Webber,Joseph M. Maestas,Kate I. Noble,skipped,skipped
588,Joseph M. Maestas,Alan Webber,Kate I. Noble,skipped,skipped
589,Kate I. Noble,Peter N. Ives,skipped,skipped,skipped
590,Alan Webber,Joseph M. Maestas,Kate I. Noble,skipped,skipped
591,Ronald S. Trujillo,Alan Webber,skipped,skipped,skipped
592,Alan Webber,Kate I. Noble,Joseph M. Maestas,skipped,skipped
593,Kate I. Noble,Alan Webber,skipped,skipped,skipped
594,Alan Webber,Peter N. Ives,skipped,skipped,skipped
595,Alan Webber,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
596,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo,Kate I. Noble
597,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives
598,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
599,Kate I. Noble,Peter N. Ives,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo
600,Alan Webber,Peter N. Ives,Joseph M. Maestas,skipped,skipped
601,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
602,Kate I. Noble,Joseph M. Maestas,Alan Webber,skipped,skipped
603,Alan Webber,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
604,Ronald S. Trujillo,Joseph M. Maestas,Alan Webber,Peter N. Ives,Kate I. Noble
605,Joseph M. Maestas,Alan Webber,skipped,skipped,skipped
606,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives,Alan Webber
607,Alan Webber,Kate I. Noble,skipped,skipped,skipped
608,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber,Peter N. Ives
609,Ronald S. Trujillo,Alan Webber,Peter N. Ives,skipped,skipped
610,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,skipped,skipped
611,Alan Webber,Ronald S. Trujillo,Kate I. Noble,Joseph M. Maestas,Peter N. Ives
612,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
613,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble
614,Kate I. Noble,Alan Webber,Joseph M. Maestas,skipped,skipped
615,Joseph M. Maestas,Peter N. Ives,skipped,skipped,skipped
616,Kate I. Noble,Alan Webber,skipped,skipped,skipped
617,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo,Kate I. Noble
618,Joseph M. Maestas,Kate I. Noble,skipped,skipped,skipped
619,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
