raceID,candidate,round_elected,round_eliminated,round_1_vote,round_2_vote,round_3_vote,round_4_vote,round_5_vote,round_6_vote,round_7_vote,round_8_vote,round_9_vote,round_10_vote
Hawaii_05232020_PresidentoftheUnitedStateCD1_tab1,Deval Patrick,,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hawaii_05232020_PresidentoftheUnitedStateCD2_tab1,Bernie Sanders,10.0,,6723.0,6724.0,6729.0,6730.0,6773.0,6798.0,6808.0,6837.0,7138.0,7621.0
Hawaii_05232020_PresidentoftheUnitedStateCD2_tab1,Joseph R. Biden,10.0,,11008.0,11010.0,11015.0,11028.0,11058.0,11137.0,11150.0,11247.0,11459.0,11900.0
Hawaii_05232020_PresidentoftheUnitedStateCD2_tab1,Elizabeth Warren,,9.0,951.0,952.0,955.0,974.0,997.0,1024.0,1028.0,1040.0,1098.0,0.0
Hawaii_05232020_PresidentoftheUnitedStateCD2_tab1,Tulsi Gabbard,,8.0,931.0,931.0,931.0,937.0,962.0,971.0,973.0,990.0,0.0,0.0
Hawaii_05232020_PresidentoftheUnitedStateCD2_tab1,Michael R.,,7.0,198.0,198.0,201.0,203.0,205.0,217.0,219.0,0.0,0.0,0.0
Hawaii_05232020_PresidentoftheUnitedStateCD2_tab1,Uncommitted,,6.0,185.0,185.0,186.0,186.0,191.0,192.0,0.0,0.0,0.0,0.0
Hawaii_05232020_PresidentoftheUnitedStateCD2_tab1,Pete Buttigieg,,5.0,158.0,159.0,159.0,170.0,186.0,0.0,0.0,0.0,0.0,0.0
Hawaii_05232020_PresidentoftheUnitedStateCD2_tab1,Andrew Yang,,4.0,154.0,155.0,155.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0
Hawaii_05232020_PresidentoftheUnitedStateCD2_tab1,Amy Klobuchar,,3.0,59.0,60.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hawaii_05232020_PresidentoftheUnitedStateCD2_tab1,Tom Steyer,,2.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hawaii_05232020_PresidentoftheUnitedStateCD2_tab1,Deval Patrick,,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hawaii_05232020_PresidentoftheUnitedStateCD1CD2_tab1,Bernie Sanders,10.0,,10777.0,10779.0,10786.0,10791.0,10806.0,10845.0,10949.0,11011.0,11460.0,12337.0
Hawaii_05232020_PresidentoftheUnitedStateCD1CD2_tab1,Joseph R. Biden,10.0,,19593.0,19596.0,19603.0,19629.0,19652.0,19800.0,19879.0,20132.0,20450.0,21215.0
Hawaii_05232020_PresidentoftheUnitedStateCD1CD2_tab1,Elizabeth Warren,,9.0,1689.0,1690.0,1695.0,1720.0,1725.0,1771.0,1841.0,1872.0,1951.0,0.0
Hawaii_05232020_PresidentoftheUnitedStateCD1CD2_tab1,Tulsi Gabbard,,8.0,1377.0,1377.0,1377.0,1384.0,1388.0,1403.0,1448.0,1475.0,0.0,0.0
Hawaii_05232020_PresidentoftheUnitedStateCD1CD2_tab1,Michael R.,,7.0,460.0,460.0,467.0,470.0,475.0,493.0,505.0,0.0,0.0,0.0
Hawaii_05232020_PresidentoftheUnitedStateCD1CD2_tab1,Andrew Yang,,6.0,340.0,342.0,346.0,351.0,353.0,380.0,0.0,0.0,0.0,0.0
Hawaii_05232020_PresidentoftheUnitedStateCD1CD2_tab1,Pete Buttigieg,,5.0,311.0,312.0,312.0,329.0,329.0,0.0,0.0,0.0,0.0,0.0
Hawaii_05232020_PresidentoftheUnitedStateCD1CD2_tab1,Uncommitted,,4.0,291.0,291.0,292.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0
Hawaii_05232020_PresidentoftheUnitedStateCD1CD2_tab1,Amy Klobuchar,,3.0,93.0,94.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hawaii_05232020_PresidentoftheUnitedStateCD1CD2_tab1,Tom Steyer,,2.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hawaii_05232020_PresidentoftheUnitedStateCD1CD2_tab1,Deval Patrick,,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
