"srprec,C,20","tract,C,20","block,C,20","blkreg,N,7,0","srtotreg,N,7,0","pctsrprec,N,6,2","blktotreg,N,7,0","pctblk,N,6,2"
1109,31202,1005,94,703,13.37,94,100
1111,31201,1006,82,857,9.57,82,100
1111,31201,1007,116,857,13.54,116,100
1111,31201,1008,90,857,10.5,90,100
1111,31201,1009,91,857,10.62,91,100
1111,31201,1010,98,857,11.44,98,100
1111,31202,1001,95,857,11.09,95,100
1111,31202,1002,99,857,11.55,99,100
1111,31202,1003,83,857,9.68,83,100
1111,31202,1004,103,857,12.02,103,100
1112,31201,1003,171,638,26.8,171,100
1112,31201,1005,123,638,19.28,123,100
1112,31201,1013,57,638,8.93,57,100
1112,31202,2004,66,638,10.34,66,100
1112,31202,2005,67,638,10.5,67,100
1112,31202,2007,16,638,2.51,16,100
1112,31202,2011,50,638,7.84,50,100
1112,31202,2012,54,638,8.46,54,100
1112,31202,2013,34,638,5.33,34,100
1113,26100,2000,88,625,14.08,88,100
1113,26100,2002,44,625,7.04,44,100
1113,26100,2020,40,625,6.4,40,100
1113,26100,2021,41,625,6.56,41,100
1113,26100,4002,38,625,6.08,38,100
1113,26100,4009,71,625,11.36,71,100
1113,26100,4020,141,625,22.56,141,100
1113,26100,4023,72,625,11.52,72,100
1113,26100,4024,90,625,14.4,90,100
1114,25500,4005,39,808,4.83,82,47.56
1114,26100,1000,4,808,0.5,4,100
1114,26100,1004,72,808,8.91,72,100
1114,26100,1006,54,808,6.68,54,100
1114,26100,1007,99,808,12.25,99,100
1114,26100,1008,158,808,19.55,158,100
1114,26100,1010,89,808,11.01,89,100
1114,26100,1011,134,808,16.58,134,100
1114,26100,1012,23,808,2.85,23,100
1114,26100,4000,63,808,7.8,63,100
1114,26100,4005,46,808,5.69,46,100
1114,26100,4007,27,808,3.34,27,100
1115,31302,2000,78,762,10.24,78,100
1115,31302,2001,101,762,13.25,101,100
1115,31302,2002,86,762,11.29,86,100
1115,31302,2003,86,762,11.29,86,100
1115,31302,2004,37,762,4.86,37,100
1115,31302,2006,54,762,7.09,54,100
1115,31302,2007,24,762,3.15,24,100
1115,31302,2010,52,762,6.82,52,100
1115,31302,2011,19,762,2.49,19,100
1115,31302,2012,63,762,8.27,63,100
1115,31302,2013,98,762,12.86,98,100
1115,31302,3004,64,762,8.4,64,100
1116,31302,1001,97,748,12.97,97,100
1116,31302,1002,77,748,10.29,77,100
1116,31302,1003,108,748,14.44,108,100
1116,31302,1004,61,748,8.16,61,100
1116,31302,1005,96,748,12.83,96,100
1116,31302,1006,88,748,11.76,88,100
1116,31302,3001,95,748,12.7,95,100
1116,31302,3002,73,748,9.76,73,100
1116,31302,3003,53,748,7.09,53,100
1117,31302,1000,89,735,12.11,89,100
1117,31302,1007,110,735,14.97,110,100
1117,31400,4001,132,735,17.96,132,100
1117,31400,5001,124,735,16.87,124,100
1117,31400,5003,50,735,6.8,50,100
1117,31400,5004,109,735,14.83,109,100
1117,31400,5005,121,735,16.46,121,100
1118,31400,1000,67,868,7.72,67,100
1118,31400,1001,84,868,9.68,84,100
1118,31400,1002,34,868,3.92,34,100
1118,31400,1003,49,868,5.65,49,100
1118,31400,1004,68,868,7.83,68,100
1118,31400,1005,98,868,11.29,98,100
1118,31400,2003,169,868,19.47,169,100
1118,31400,2004,61,868,7.03,61,100
1118,31400,5000,112,868,12.9,112,100
1118,31400,5002,126,868,14.52,126,100
1119,31202,1000,191,684,27.92,191,100
1119,31202,2009,17,684,2.49,17,100
1119,31202,2010,26,684,3.8,26,100
1119,31202,2014,49,684,7.16,49,100
1119,31202,2015,30,684,4.39,30,100
1119,31202,2016,60,684,8.77,60,100
1119,31202,2017,73,684,10.67,73,100
1119,31202,2018,97,684,14.18,97,100
1119,31202,2019,98,684,14.33,98,100
1119,31400,2000,43,684,6.29,43,100
1121,26100,2010,56,609,9.2,56,100
1121,26100,2011,53,609,8.7,53,100
1121,26100,3007,3,609,0.49,56,5.36
1121,26100,3008,7,609,1.15,7,100
1121,26100,3009,3,609,0.49,3,100
1121,26100,3010,46,609,7.55,46,100
1121,26100,3011,23,609,3.78,23,100
1121,26100,3012,29,609,4.76,29,100
1121,26100,3013,23,609,3.78,23,100
1121,26100,3014,71,609,11.66,71,100
1121,26200,1001,115,609,18.88,117,98.29
1121,26200,1002,93,609,15.27,93,100
1121,26200,1003,35,609,5.75,35,100
1121,26200,1004,52,609,8.54,52,100
1122,26100,2005,40,541,7.39,40,100
1122,26100,2007,78,541,14.42,78,100
1122,26100,2008,120,541,22.18,120,100
1122,26100,3001,53,541,9.8,53,100
1122,26100,3003,55,541,10.17,55,100
1122,26100,3005,60,541,11.09,60,100
1122,26100,3006,43,541,7.95,43,100
1122,26100,3007,53,541,9.8,56,94.64
1122,26100,3015,39,541,7.21,39,100
1123,31302,3000,97,807,12.02,97,100
1123,31400,3001,121,807,14.99,121,100
1123,31400,3002,143,807,17.72,143,100
1123,31400,4002,88,807,10.9,88,100
1123,31400,4003,132,807,16.36,132,100
1123,31400,4004,107,807,13.26,107,100
1123,31400,4005,119,807,14.75,119,100
1124,31400,2001,27,683,3.95,27,100
1124,31400,2002,240,683,35.14,240,100
1124,31400,2006,96,683,14.06,96,100
1124,31400,2007,67,683,9.81,67,100
1124,31400,3000,126,683,18.45,126,100
1124,31400,3003,112,683,16.4,112,100
1124,31400,3004,15,683,2.2,15,100
1125,26200,4006,38,865,4.39,38,100
1125,26200,4009,38,865,4.39,38,100
1125,26200,4013,91,865,10.52,91,100
1125,26200,4014,34,865,3.93,34,100
1125,26200,4015,76,865,8.79,76,100
1125,26200,4016,25,865,2.89,25,100
1125,26200,5003,31,865,3.58,31,100
1125,26200,5004,34,865,3.93,34,100
1125,26200,5005,2,865,0.23,2,100
1125,26200,5011,45,865,5.2,45,100
1125,26200,5012,71,865,8.21,71,100
1125,26200,5013,10,865,1.16,10,100
1125,26200,5014,63,865,7.28,63,100
1125,26200,5015,36,865,4.16,36,100
1125,26200,5016,47,865,5.43,47,100
1125,26200,5017,72,865,8.32,72,100
1125,26200,5018,38,865,4.39,38,100
1125,26200,5020,7,865,0.81,7,100
1125,31400,3006,107,865,12.37,107,100
1126,26200,1001,2,803,0.25,117,1.71
1126,26200,3002,13,803,1.62,13,100
1126,26200,3004,7,803,0.87,7,100
1126,26200,3006,65,803,8.09,65,100
1126,26200,3007,64,803,7.97,64,100
1126,26200,3008,42,803,5.23,42,100
1126,26200,3009,55,803,6.85,55,100
1126,26200,3010,42,803,5.23,42,100
1126,26200,3011,95,803,11.83,95,100
1126,26200,3012,75,803,9.34,75,100
1126,26200,3013,18,803,2.24,18,100
1126,26200,4005,1,803,0.12,1,100
1126,26200,4007,72,803,8.97,72,100
1126,26200,4008,153,803,19.05,153,100
1126,26200,4011,99,803,12.33,99,100
1127,26200,1006,11,785,1.4,11,100
1127,26200,1010,62,785,7.9,62,100
1127,26200,1011,93,785,11.85,93,100
1127,26200,1013,62,785,7.9,62,100
1127,26200,2000,99,785,12.61,99,100
1127,26200,2001,39,785,4.97,39,100
1127,26200,2003,30,785,3.82,30,100
1127,26200,2004,66,785,8.41,66,100
1127,26200,2005,82,785,10.45,82,100
1127,26200,2006,64,785,8.15,64,100
1127,26200,2007,37,785,4.71,37,100
1127,26200,2008,11,785,1.4,11,100
1127,26200,2009,70,785,8.92,70,100
1127,26200,2010,59,785,7.52,59,100
1128,26100,2009,13,733,1.77,13,100
1128,26100,2014,57,733,7.78,57,100
1128,26100,2015,46,733,6.28,46,100
1128,26100,2016,118,733,16.1,118,100
1128,26100,2022,76,733,10.37,76,100
1128,26100,2023,61,733,8.32,61,100
1128,26100,2024,32,733,4.37,32,100
1128,26100,2025,54,733,7.37,54,100
1128,26200,1007,82,733,11.19,82,100
1128,26200,1008,33,733,4.5,33,100
1128,26200,1009,80,733,10.91,80,100
1128,26200,1014,81,733,11.05,81,100
1129,26303,1001,94,793,11.85,94,100
1129,26303,1002,67,793,8.45,67,100
1129,26303,1003,9,793,1.13,9,100
1129,26303,1004,90,793,11.35,90,100
1129,26303,1005,86,793,10.84,86,100
1129,26303,1006,79,793,9.96,79,100
1129,26303,1007,95,793,11.98,95,100
1129,26303,1008,77,793,9.71,77,100
1129,26303,1009,79,793,9.96,79,100
1129,26303,1010,13,793,1.64,13,100
1129,26303,1011,51,793,6.43,51,100
1129,26303,1012,53,793,6.68,53,100
1131,26301,2015,83,716,11.59,83,100
1131,26301,2016,71,716,9.92,71,100
1131,26301,2017,87,716,12.15,87,100
1131,26301,2018,75,716,10.47,75,100
1131,26301,3005,30,716,4.19,30,100
1131,26301,3006,33,716,4.61,33,100
1131,26301,3007,19,716,2.65,19,100
1131,26301,3008,25,716,3.49,25,100
1131,26301,3009,42,716,5.87,42,100
1131,26301,3010,43,716,6.01,43,100
1131,26303,1000,120,716,16.76,120,100
1131,26303,2007,31,716,4.33,31,100
1131,26303,2008,57,716,7.96,57,100
1132,26301,2000,32,837,3.82,32,100
1132,26301,2003,82,837,9.8,82,100
1132,26301,2006,65,837,7.77,65,100
1132,26301,2009,76,837,9.08,76,100
1132,26301,2010,96,837,11.47,96,100
1132,26301,2011,64,837,7.65,64,100
1132,26301,2012,59,837,7.05,59,100
1132,26301,2013,43,837,5.14,43,100
1132,26301,2014,125,837,14.93,125,100
1132,26301,3000,80,837,9.56,80,100
1132,26301,3001,29,837,3.46,29,100
1132,26301,3002,17,837,2.03,17,100
1132,26301,3003,29,837,3.46,29,100
1132,26301,3004,40,837,4.78,40,100
1133,26303,2000,32,768,4.17,32,100
1133,26303,2001,65,768,8.46,65,100
1133,26303,2003,33,768,4.3,33,100
1133,26303,2004,33,768,4.3,33,100
1133,26303,2005,33,768,4.3,33,100
1133,26303,2006,23,768,2.99,23,100
1133,26303,2009,89,768,11.59,89,100
1133,26303,2010,102,768,13.28,102,100
1133,26303,2011,129,768,16.8,129,100
1133,26303,2012,1,768,0.13,1,100
1133,26303,2013,38,768,4.95,38,100
1133,26303,2014,27,768,3.52,27,100
1133,26303,2015,73,768,9.51,73,100
1133,26303,2016,23,768,2.99,23,100
1133,26303,2017,61,768,7.94,61,100
1133,26303,2019,6,768,0.78,6,100
1134,26302,1001,19,693,2.74,19,100
1134,26302,1002,54,693,7.79,54,100
1134,26302,1004,47,693,6.78,47,100
1134,26302,1007,28,693,4.04,28,100
1134,26302,1008,65,693,9.38,65,100
1134,26302,1009,63,693,9.09,63,100
1134,26302,1010,51,693,7.36,51,100
1134,26302,1011,79,693,11.4,79,100
1134,26302,1012,95,693,13.71,95,100
1134,26302,2000,31,693,4.47,31,100
1134,26302,2001,47,693,6.78,47,100
1134,26302,2004,44,693,6.35,44,100
1134,26302,2005,67,693,9.67,67,100
1134,26302,3010,3,693,0.43,3,100
1135,26302,2002,48,454,10.57,48,100
1135,26302,2003,4,454,0.88,4,100
1135,26302,2006,45,454,9.91,45,100
1135,26302,2008,61,454,13.44,61,100
1135,26302,2009,40,454,8.81,40,100
1135,26302,2010,45,454,9.91,45,100
1135,26302,2011,64,454,14.1,64,100
1135,26302,2012,45,454,9.91,45,100
1135,26302,3012,9,454,1.98,9,100
1135,26302,3013,63,454,13.88,63,100
1135,26302,3022,30,454,6.61,30,100
1136,26302,3005,259,713,36.33,259,100
1136,26302,3006,24,713,3.37,24,100
1136,26302,3008,64,713,8.98,64,100
1136,26302,3009,141,713,19.78,141,100
1136,26302,3011,69,713,9.68,69,100
1136,26302,3015,10,713,1.4,10,100
1136,26302,3016,30,713,4.21,30,100
1136,26302,3021,116,713,16.27,116,100
1141,25500,1025,8,867,0.92,31,25.81
1141,25600,1002,82,867,9.46,82,100
1141,25600,1003,60,867,6.92,60,100
1141,25600,1004,33,867,3.81,33,100
1141,25600,1010,157,867,18.11,157,100
1141,25600,1011,117,867,13.49,117,100
1141,25600,1013,54,867,6.23,54,100
1141,25600,4000,170,867,19.61,170,100
1141,25600,4002,86,867,9.92,86,100
1141,25600,4003,85,867,9.8,85,100
1141,25600,4004,15,867,1.73,15,100
1142,25600,4001,89,800,11.12,89,100
1142,25600,4006,105,800,13.12,105,100
1142,25600,4008,85,800,10.62,85,100
1142,26002,1000,94,800,11.75,94,100
1142,26002,1001,75,800,9.38,75,100
1142,26002,1002,45,800,5.62,45,100
1142,26002,1003,30,800,3.75,30,100
1142,26002,1004,89,800,11.12,89,100
1142,26002,1005,78,800,9.75,78,100
1142,26002,2000,110,800,13.75,110,100
1143,26001,1001,92,849,10.84,92,100
1143,26001,1002,28,849,3.3,28,100
1143,26001,1003,97,849,11.43,97,100
1143,26001,1004,84,849,9.89,84,100
1143,26001,1005,113,849,13.31,113,100
1143,26001,1006,105,849,12.37,105,100
1143,26001,2000,61,849,7.18,61,100
1143,26001,2001,95,849,11.19,95,100
1143,26001,2002,80,849,9.42,80,100
1143,26001,2003,94,849,11.07,94,100
1144,26001,1000,41,776,5.28,41,100
1144,26001,1007,99,776,12.76,99,100
1144,26001,1008,96,776,12.37,96,100
1144,26001,1009,89,776,11.47,89,100
1144,26001,1010,82,776,10.57,82,100
1144,26001,1011,88,776,11.34,88,100
1144,26001,1012,94,776,12.11,94,100
1144,26002,1006,89,776,11.47,89,100
1144,26003,1000,98,776,12.63,98,100
1145,26002,1007,74,811,9.12,74,100
1145,26002,1008,72,811,8.88,72,100
1145,26002,2001,135,811,16.65,135,100
1145,26002,2004,159,811,19.61,159,100
1145,26002,2006,41,811,5.06,41,100
1145,26002,2007,109,811,13.44,109,100
1145,26002,2008,97,811,11.96,97,100
1145,26002,2009,89,811,10.97,89,100
1145,26002,2010,35,811,4.32,35,100
1146,26001,2010,113,844,13.39,113,100
1146,26001,2011,84,844,9.95,84,100
1146,26004,1000,62,844,7.35,62,100
1146,26004,1003,92,844,10.9,92,100
1146,26004,1004,99,844,11.73,99,100
1146,26004,1007,75,844,8.89,75,100
1146,26004,1008,98,844,11.61,98,100
1146,26004,1009,19,844,2.25,19,100
1146,26004,1011,39,844,4.62,39,100
1146,26004,1013,45,844,5.33,45,100
1146,26004,1016,60,844,7.11,60,100
1146,26004,1017,58,844,6.87,58,100
1147,26001,2006,107,776,13.79,107,100
1147,26001,2007,44,776,5.67,44,100
1147,26001,2008,78,776,10.05,78,100
1147,26001,2009,84,776,10.82,84,100
1147,26003,2013,84,776,10.82,84,100
1147,26004,1005,106,776,13.66,106,100
1147,26004,2000,93,776,11.98,93,100
1147,26004,2001,95,776,12.24,95,100
1147,26004,2002,85,776,10.95,85,100
1148,26001,2004,77,798,9.65,77,100
1148,26001,2005,83,798,10.4,83,100
1148,26003,1009,47,798,5.89,47,100
1148,26003,1010,84,798,10.53,84,100
1148,26003,1011,97,798,12.16,97,100
1148,26003,2000,84,798,10.53,84,100
1148,26003,2001,76,798,9.52,76,100
1148,26003,2002,92,798,11.53,92,100
1148,26003,2003,88,798,11.03,88,100
1148,26003,2004,70,798,8.77,70,100
1149,26003,1001,109,804,13.56,109,100
1149,26003,1002,83,804,10.32,83,100
1149,26003,1003,90,804,11.19,90,100
1149,26003,1004,79,804,9.83,79,100
1149,26003,1005,47,804,5.85,47,100
1149,26003,1006,76,804,9.45,76,100
1149,26003,1007,98,804,12.19,98,100
1149,26003,1008,89,804,11.07,89,100
1149,26003,2005,86,804,10.7,86,100
1149,26003,2006,47,804,5.85,47,100
1152,26004,1006,89,773,11.51,89,100
1152,26004,1018,63,773,8.15,63,100
1152,26004,2003,96,773,12.42,96,100
1152,26004,2004,44,773,5.69,44,100
1152,26004,2005,37,773,4.79,37,100
1152,26004,2011,38,773,4.92,38,100
1152,26301,1001,50,773,6.47,50,100
1152,26301,1002,77,773,9.96,77,100
1152,26301,1003,60,773,7.76,60,100
1152,26301,1004,47,773,6.08,47,100
1152,26301,1005,55,773,7.12,55,100
1152,26301,1006,44,773,5.69,44,100
1152,26301,1007,44,773,5.69,44,100
1152,26301,1008,29,773,3.75,29,100
1153,26003,2007,46,798,5.76,46,100
1153,26003,2008,69,798,8.65,69,100
1153,26003,2009,74,798,9.27,74,100
1153,26003,2010,99,798,12.41,99,100
1153,26003,2011,81,798,10.15,81,100
1153,26003,2012,85,798,10.65,85,100
1153,26004,2007,70,798,8.77,70,100
1153,26004,2008,91,798,11.4,91,100
1153,26004,2009,75,798,9.4,75,100
1153,26004,2010,38,798,4.76,38,100
1153,26301,1000,70,798,8.77,70,100
7001,17700,1029,5,625,0.8,5,100
7001,17700,1038,9,625,1.44,9,100
7001,22801,1015,49,625,7.84,49,100
7001,22801,1016,100,625,16,100,100
7001,22801,1017,28,625,4.48,28,100
7001,22801,2000,82,625,13.12,82,100
7001,22801,2001,136,625,21.76,136,100
7001,22802,1003,10,625,1.6,10,100
7001,22802,1004,80,625,12.8,80,100
7001,22802,1009,28,625,4.48,28,100
7001,22802,2003,98,625,15.68,98,100
7002,17700,1007,3,819,0.37,3,100
7002,17700,1027,1,819,0.12,1,100
7002,17700,1037,2,819,0.24,2,100
7002,17700,1051,51,819,6.23,51,100
7002,17700,1052,36,819,4.4,36,100
7002,17700,1053,1,819,0.12,1,100
7002,17700,1054,1,819,0.12,1,100
7002,17700,1061,2,819,0.24,2,100
7002,22704,1004,61,819,7.45,61,100
7002,22704,1005,4,819,0.49,4,100
7002,22802,1001,71,819,8.67,71,100
7002,22802,1002,66,819,8.06,66,100
7002,22802,1006,104,819,12.7,104,100
7002,22802,1007,30,819,3.66,30,100
7002,60700,1042,219,819,26.74,219,100
7002,60700,1070,29,819,3.54,29,100
7002,60700,1071,34,819,4.15,34,100
7002,60700,2000,85,819,10.38,85,100
7002,60700,2015,1,819,0.12,1,100
7002,60700,2016,15,819,1.83,15,100
7002,60700,2017,1,819,0.12,1,100
7002,60700,2021,2,819,0.24,2,100
7003,22704,1008,52,787,6.61,52,100
7003,22704,1009,68,787,8.64,68,100
7003,22704,1010,45,787,5.72,45,100
7003,22704,1011,26,787,3.3,26,100
7003,22704,1017,13,787,1.65,13,100
7003,22704,1018,92,787,11.69,92,100
7003,22704,1019,35,787,4.45,35,100
7003,22704,2005,77,787,9.78,77,100
7003,22704,2006,63,787,8.01,63,100
7003,22704,2007,30,787,3.81,30,100
7003,22704,2010,29,787,3.68,29,100
7003,22704,2011,105,787,13.34,105,100
7003,22704,2012,152,787,19.31,152,100
7004,22702,1003,55,784,7.02,55,100
7004,22702,1004,78,784,9.95,78,100
7004,22702,1005,100,784,12.76,100,100
7004,22704,1001,12,784,1.53,12,100
7004,22704,1003,174,784,22.19,174,100
7004,22704,1012,13,784,1.66,13,100
7004,22704,1013,5,784,0.64,5,100
7004,22704,1014,82,784,10.46,82,100
7004,22704,1015,89,784,11.35,89,100
7004,22704,1016,88,784,11.22,88,100
7004,22704,2004,88,784,11.22,88,100
7005,22702,1000,22,767,2.87,22,100
7005,22702,1001,29,767,3.78,29,100
7005,22702,1002,36,767,4.69,36,100
7005,22702,1006,106,767,13.82,106,100
7005,22702,1007,91,767,11.86,91,100
7005,22702,1008,79,767,10.3,79,100
7005,22702,1009,114,767,14.86,114,100
7005,22702,2002,81,767,10.56,81,100
7005,22702,2003,76,767,9.91,76,100
7005,22702,2004,79,767,10.3,79,100
7005,22702,2005,54,767,7.04,54,100
7006,22802,2000,8,825,0.97,8,100
7006,22802,2008,118,825,14.3,118,100
7006,22802,2010,18,825,2.18,18,100
7006,22903,2001,96,825,11.64,96,100
7006,22903,2003,74,825,8.97,74,100
7006,22903,2004,123,825,14.91,123,100
7006,22903,2005,100,825,12.12,100,100
7006,22903,2006,106,825,12.85,106,100
7006,22903,2008,33,825,4,33,100
7006,22903,2009,14,825,1.7,14,100
7006,61400,1007,32,825,3.88,32,100
7006,61400,1012,103,825,12.48,103,100
7007,22704,2003,65,871,7.46,65,100
7007,22704,2013,80,871,9.18,80,100
7007,22704,2014,69,871,7.92,69,100
7007,22704,2018,37,871,4.25,37,100
7007,22704,2019,61,871,7,61,100
7007,61400,3001,120,871,13.78,120,100
7007,61400,3003,137,871,15.73,137,100
7007,61400,3004,151,871,17.34,151,100
7007,61400,3005,151,871,17.34,151,100
7008,22702,2006,71,784,9.06,71,100
7008,22702,2007,50,784,6.38,50,100
7008,22702,2008,78,784,9.95,78,100
7008,22702,2009,21,784,2.68,21,100
7008,22704,2000,69,784,8.8,69,100
7008,22704,2001,105,784,13.39,105,100
7008,22704,2002,61,784,7.78,61,100
7008,22704,2015,105,784,13.39,105,100
7008,22704,2016,122,784,15.56,122,100
7008,61400,2005,102,784,13.01,102,100
7009,61400,1001,36,807,4.46,36,100
7009,61400,1003,82,807,10.16,82,100
7009,61400,1006,84,807,10.41,84,100
7009,61400,1013,101,807,12.52,101,100
7009,61400,1014,56,807,6.94,56,100
7009,61400,1015,36,807,4.46,36,100
7009,61400,1016,84,807,10.41,84,100
7009,61400,1017,96,807,11.9,96,100
7009,61400,1023,27,807,3.35,27,100
7009,61400,1024,69,807,8.55,69,100
7009,61400,1028,31,807,3.84,31,100
7009,980900,1018,10,807,1.24,10,100
7009,980900,1057,95,807,11.77,95,100
7011,61400,1000,189,903,20.93,189,100
7011,61400,1018,142,903,15.73,142,100
7011,61400,2004,176,903,19.49,176,100
7011,61400,2006,33,903,3.65,33,100
7011,61400,2010,97,903,10.74,97,100
7011,61400,2011,108,903,11.96,108,100
7011,61400,3000,70,903,7.75,70,100
7011,61400,3008,88,903,9.75,88,100
7012,22702,2001,49,903,5.43,49,100
7012,22702,2010,61,903,6.76,61,100
7012,22702,2011,84,903,9.3,84,100
7012,61400,2000,95,903,10.52,95,100
7012,61400,2001,148,903,16.39,148,100
7012,61400,2002,104,903,11.52,104,100
7012,61400,2003,83,903,9.19,83,100
7012,61400,2007,109,903,12.07,109,100
7012,61400,2008,17,903,1.88,17,100
7012,61400,2009,151,903,16.72,151,100
7012,980900,1016,2,903,0.22,2,100
7013,22600,1003,1,592,0.17,1,100
7013,22600,1004,73,592,12.33,73,100
7013,22600,1011,155,592,26.18,155,100
7013,22600,1012,13,592,2.2,13,100
7013,22600,1016,2,592,0.34,2,100
7013,22600,1017,51,592,8.61,51,100
7013,22600,1018,44,592,7.43,44,100
7013,22600,1020,44,592,7.43,44,100
7013,22600,1021,142,592,23.99,142,100
7013,22600,1023,6,592,1.01,6,100
7013,22600,1024,61,592,10.3,61,100
7014,22600,2000,1,933,0.11,1,100
7014,22600,2001,6,933,0.64,6,100
7014,22600,2003,95,933,10.18,95,100
7014,22600,2004,115,933,12.33,115,100
7014,22600,2005,216,933,23.15,216,100
7014,22600,2006,3,933,0.32,3,100
7014,22600,2011,55,933,5.89,55,100
7014,22600,2012,114,933,12.22,114,100
7014,22600,2014,2,933,0.21,2,100
7014,22600,2015,1,933,0.11,1,100
7014,22600,2017,1,933,0.11,1,100
7014,22600,2019,1,933,0.11,1,100
7014,22600,2020,198,933,21.22,198,100
7014,22600,2021,6,933,0.64,6,100
7014,22600,2027,4,933,0.43,4,100
7014,980900,1002,1,933,0.11,1,100
7014,980900,1008,1,933,0.11,1,100
7014,980900,1009,22,933,2.36,22,100
7014,980900,1010,1,933,0.11,1,100
7014,980900,1029,46,933,4.93,46,100
7014,980900,1031,1,933,0.11,1,100
7014,980900,1032,1,933,0.11,1,100
7014,980900,1033,2,933,0.21,2,100
7014,980900,1034,2,933,0.21,2,100
7014,980900,1035,37,933,3.97,37,100
7014,980900,1113,1,933,0.11,1,100
7015,23001,1006,12,69,17.39,12,100
7015,23001,1008,1,69,1.45,1,100
7015,23001,1010,1,69,1.45,1,100
7015,23001,1015,2,69,2.9,2,100
7015,23001,1016,3,69,4.35,3,100
7015,980900,1024,1,69,1.45,1,100
7015,980900,1054,3,69,4.35,3,100
7015,980900,1055,22,69,31.88,22,100
7015,980900,1056,3,69,4.35,3,100
7015,980900,1058,6,69,8.7,6,100
7015,980900,1065,3,69,4.35,3,100
7015,980900,1066,1,69,1.45,1,100
7015,980900,1068,1,69,1.45,1,100
7015,980900,1083,1,69,1.45,1,100
7015,980900,1086,4,69,5.8,4,100
7015,980900,1088,2,69,2.9,2,100
