# Final piles of ballots, sorted by candidate.
# Created Wednesday, November 5, 2003 5:51 PM


# This file can be used for auditing, or for filling mid-term vacancies
# in Cambridge.  To fill a vacancy, edit the line below that says,
# "# CAMBRIDGE-VACANCY-RECOUNT candidate-code".  Remove the '#', so
# that ChoicePlusr will process the line, and replace "candidate-code"
# with the candidate code for whom the ballots are to be recounted.
# Be sure to rename the file when saving it!  E.g. to "<Your Election
# Title> Recount Input.txt".



# The following lines are the configuration lines necessary for a Cambridge
# style recount.
.COMPLY-WITH CAMBRIDGE
.ELECT 1


# The Candidates:
.CANDIDATE C01, "Yes"
.CANDIDATE C02, "No"

# The following lines exclude those candidates who
# were elected or excluded in the original election
# from participating in a future runoff.
.EXCLUDE-CANDIDATE C02

# ******* The following line must be edited for a Cambridge recount! *******
#.CAMBRIDGE-VACANCY-RECOUNT candidate-code

# Suppose that Joe Smith resigned mid-term, and Karen Jones was elected
# to fill that seat.  But then Karen Jones also resigned!  You can rerun
000501-00-0009, 1) C01
000501-00-0016, 1) C01
000501-00-0021, 1) C01
000501-00-0028, 1) C01
000501-00-0038, 1) C01
000501-00-0045, 1) C01
000501-00-0051, 1) C01
000501-00-0052, 1) C01
000501-00-0061, 1) C01
000501-00-0067, 1) C01
000501-00-0075, 1) C01
000501-00-0080, 1) C01
000501-00-0083, 1) C01
000501-00-0088, 1) C01
000501-00-0097, 1) C01
000501-00-0103, 1) C01
000501-00-0111, 1) C01
000501-00-0115, 1) C01
000501-00-0119, 1) C01
000501-00-0121, 1) C01
000501-00-0128, 1) C01
000501-00-0131, 1) C01
000501-00-0132, 1) C01
000501-00-0143, 1) C01
000501-00-0144, 1) C01
000501-00-0149, 1) C01
000501-00-0151, 1) C01
000501-00-0155, 1) C01
000501-00-0156, 1) C01
000501-00-0171, 1) C01
000501-00-0173, 1) C01
000501-00-0177, 1) C01
000501-00-0178, 1) C01
000501-00-0183, 1) C01
000501-00-0186, 1) C01
000501-00-0188, 1) C01
000501-00-0190, 1) C01
000501-00-0198, 1) C01
000501-00-0199, 1) C01
000501-00-0209, 1) C01
000501-00-0218, 1) C01
000501-00-0225, 1) C01
000501-00-0236, 1) C01
000501-00-0244, 1) C01
000501-00-0246, 1) C01
000501-00-0267, 1) C01
000501-00-0286, 1) C01
000501-00-0296, 1) C01
000501-00-0300, 1) C01
000501-00-0302, 1) C01
000501-00-0303, 1) C01
000501-00-0311, 1) C01
000501-00-0318, 1) C01
000501-00-0323, 1) C01
000501-00-0326, 1) C01
000501-00-0355, 1) C01
000501-00-0356, 1) C01
000501-00-0369, 1) C01
000501-00-0373, 1) C01
000501-00-0394, 1) C01
000501-00-0395, 1) C01
000501-00-0398, 1) C01
000501-00-0407, 1) C01
000501-00-0425, 1) C01
000501-00-0427, 1) C01
000501-00-0430, 1) C01
000501-00-0437, 1) C01
000501-00-0457, 1) C01
000501-00-0469, 1) C01
000501-00-0476, 1) C01
000501-00-0477, 1) C01
000501-00-0482, 1) C01
000501-00-0483, 1) C01
000501-00-0488, 1) C01
000501-00-0492, 1) C01
000501-00-0499, 1) C01
000501-00-0503, 1) C01
000501-00-0506, 1) C01
000501-00-0515, 1) C01
000501-00-0516, 1) C01
000501-00-0521, 1) C01
000501-00-0527, 1) C01
000501-00-0541, 1) C01
000501-00-0544, 1) C01
000501-00-0553, 1) C01
000501-00-0559, 1) C01
000501-00-0562, 1) C01
000501-00-0567, 1) C01
000501-00-0569, 1) C01
000501-00-0572, 1) C01
000501-00-0576, 1) C01
000501-00-0578, 1) C01
000501-00-0585, 1) C01
000501-00-0595, 1) C01
000501-00-0598, 1) C01
000501-00-0601, 1) C01
000501-00-0603, 1) C01
000501-00-0607, 1) C01
000501-00-0610, 1) C01
000501-00-0613, 1) C01
000501-00-0616, 1) C01
000501-00-0620, 1) C01
000501-00-0636, 1) C01
000501-00-0640, 1) C01
000501-00-0641, 1) C01
000501-00-0646, 1) C01
000501-00-0654, 1) C01
000501-00-0659, 1) C01
000501-00-0666, 1) C01
000501-00-0668, 1) C01
000501-00-0676, 1) C01
000501-00-0680, 1) C01
000501-00-0702, 1) C01
000501-00-0709, 1) C01
000501-00-0712, 1) C01
000501-00-0728, 1) C01
000501-00-0730, 1) C01
000501-00-0744, 1) C01
000501-00-0753, 1) C01
000501-00-0760, 1) C01
000501-00-0772, 1) C01
000501-00-0778, 1) C01
000501-00-0785, 1) C01
000501-00-0788, 1) C01
000501-00-0802, 1) C01
000501-00-0811, 1) C01
000501-00-0812, 1) C01
000501-00-0816, 1) C01
000501-00-0818, 1) C01
000501-00-0822, 1) C01
000501-00-0838, 1) C01
000501-00-0844, 1) C01
000501-00-0850, 1) C01
000501-00-0876, 1) C01
000501-00-0879, 1) C01
000501-00-0881, 1) C01
000501-00-0885, 1) C01
000501-00-0890, 1) C01
000501-00-0893, 1) C01
000501-00-0895, 1) C01
000501-00-0902, 1) C01
000501-00-0920, 1) C01
000501-00-0927, 1) C01
000501-00-0933, 1) C01
000501-00-0936, 1) C01
000501-00-0939, 1) C01
000501-00-0944, 1) C01
000501-00-0947, 1) C01
000501-00-0953, 1) C01
000501-00-0963, 1) C01
000501-00-0966, 1) C01
000501-00-0970, 1) C01
000501-00-0972, 1) C01
000501-00-0974, 1) C01
000501-00-0980, 1) C01
000501-00-0986, 1) C01
000501-00-0998, 1) C01
000501-00-1001, 1) C01
000501-00-1004, 1) C01
000501-00-1008, 1) C01
000501-00-1013, 1) C01
000501-00-1016, 1) C01
000501-00-1023, 1) C01
000501-00-1027, 1) C01
000501-00-1040, 1) C01
000501-00-1050, 1) C01
000501-00-1061, 1) C01
000501-00-1067, 1) C01
000501-00-1076, 1) C01
000501-00-1080, 1) C01
000501-00-1082, 1) C01
000501-00-1089, 1) C01
000501-00-1094, 1) C01
000501-00-1106, 1) C01
000501-00-1107, 1) C01
000501-00-1136, 1) C01
000501-00-1137, 1) C01
000501-00-1168, 1) C01
000501-00-1170, 1) C01
000501-00-1181, 1) C01
000501-00-1184, 1) C01
000501-00-1187, 1) C01
000501-00-1189, 1) C01
000501-00-1191, 1) C01
000501-00-1194, 1) C01
000501-00-1202, 1) C01
000501-00-1205, 1) C01
000501-00-1207, 1) C01
000501-00-1210, 1) C01
000501-00-1216, 1) C01
000501-00-1220, 1) C01
000501-00-1225, 1) C01
000501-00-1231, 1) C01
000501-00-1232, 1) C01
000501-00-1235, 1) C01
000501-00-1239, 1) C01
000501-00-1243, 1) C01
000501-00-1248, 1) C01
000501-00-1263, 1) C01
000501-00-1270, 1) C01
000501-00-1273, 1) C01
000501-00-1275, 1) C01
000501-00-1278, 1) C01
000501-00-1284, 1) C01
000501-00-1286, 1) C01
000501-00-1291, 1) C01
000501-00-1294, 1) C01
000501-00-1296, 1) C01
000501-00-1304, 1) C01
000501-00-1314, 1) C01
000501-00-1324, 1) C01
000501-00-1328, 1) C01
000501-00-1332, 1) C01
000501-00-1335, 1) C01
000501-00-1340, 1) C01
000501-00-1344, 1) C01
000501-00-1351, 1) C01
000501-00-1360, 1) C01
000501-00-1367, 1) C01
000501-00-1372, 1) C01
000501-00-1392, 1) C01
000501-00-1395, 1) C01
000501-00-1402, 1) C01
000501-00-1406, 1) C01
000501-00-1413, 1) C01
000501-00-1417, 1) C01
000501-00-1419, 1) C01
000501-00-1429, 1) C01
000501-00-1431, 1) C01
000501-00-1435, 1) C01
000501-00-1438, 1) C01
000501-00-1444, 1) C01
000501-00-1446, 1) C01
000501-00-1449, 1) C01
000501-00-1467, 1) C01
000501-00-1473, 1) C01
000501-00-1474, 1) C01
000501-00-1476, 1) C01
000501-00-1479, 1) C01
000501-00-1484, 1) C01
000501-00-1487, 1) C01
000501-00-1492, 1) C01
000501-00-1494, 1) C01
000501-00-1497, 1) C01
000501-00-1504, 1) C01
000501-00-1510, 1) C01
000501-00-1512, 1) C01
000501-00-1524, 1) C01
000501-00-1546, 1) C01
000501-00-1552, 1) C01
000501-00-1562, 1) C01
000501-00-1565, 1) C01
000501-00-1577, 1) C01
000501-00-1582, 1) C01
000501-00-1587, 1) C01
000501-00-1604, 1) C01
000501-00-1606, 1) C01
000501-00-1608, 1) C01
000501-00-1611, 1) C01
000501-00-1614, 1) C01
000501-00-1618, 1) C01
000501-00-1620, 1) C01
000501-00-1623, 1) C01
000501-00-1628, 1) C01
000501-00-1631, 1) C01
000501-00-1636, 1) C01
000501-00-1639, 1) C01
000501-00-1644, 1) C01
000501-00-1648, 1) C01
000501-00-1653, 1) C01
000501-00-1654, 1) C01
000501-00-1657, 1) C01
000501-00-1669, 1) C01
000501-00-1675, 1) C01
000501-00-1679, 1) C01
000501-00-1683, 1) C01
000501-00-1708, 1) C01
000501-00-1713, 1) C01
000501-00-1719, 1) C01
000501-00-1722, 1) C01
000501-00-1724, 1) C01
000501-00-1726, 1) C01
000501-00-1732, 1) C01
000501-00-1738, 1) C01
000501-00-1745, 1) C01
000501-00-1747, 1) C01
000501-00-1750, 1) C01
000501-00-1753, 1) C01
000501-00-1761, 1) C01
000501-00-1769, 1) C01
000501-00-1779, 1) C01
000501-00-1780, 1) C01
000501-00-1784, 1) C01
000501-00-1799, 1) C01
000501-00-1809, 1) C01
000501-00-1814, 1) C01
000501-00-1820, 1) C01
000501-00-1845, 1) C01
000501-00-1846, 1) C01
000501-00-1877, 1) C01
000501-00-1884, 1) C01
000501-00-1886, 1) C01
000501-00-1889, 1) C01
000501-00-1892, 1) C01
000501-00-1899, 1) C01
000501-00-1904, 1) C01
000501-00-1907, 1) C01
000501-00-1913, 1) C01
000501-00-1917, 1) C01
000501-00-1924, 1) C01
000501-00-1928, 1) C01
000501-00-1935, 1) C01
000501-00-1937, 1) C01
000501-00-1953, 1) C01
000501-00-1955, 1) C01
000501-00-1958, 1) C01
000501-00-1960, 1) C01
000501-00-1963, 1) C01
000501-00-1973, 1) C01
000501-00-1990, 1) C01
000501-00-1991, 1) C01
000501-00-2001, 1) C01
000501-00-2007, 1) C01
000501-00-2010, 1) C01
000501-00-2014, 1) C01
000501-00-2018, 1) C01
000501-00-2023, 1) C01
000501-00-2034, 1) C01
000501-00-2035, 1) C01
000501-00-2041, 1) C01
000501-00-2043, 1) C01
000501-00-2048, 1) C01
000501-00-2057, 1) C01
000501-00-2060, 1) C01
000501-00-2063, 1) C01
000501-00-2069, 1) C01
000501-00-2083, 1) C01
000501-00-2087, 1) C01
000501-00-2090, 1) C01
000501-00-2110, 1) C01
000501-00-2113, 1) C01
000501-00-2117, 1) C01
000501-00-2122, 1) C01
000501-00-2126, 1) C01
000501-00-2133, 1) C01
000501-00-2137, 1) C01
000501-00-2138, 1) C01
000501-00-2144, 1) C01
000501-00-2147, 1) C01
000501-00-2157, 1) C01
000501-00-2158, 1) C01
000501-00-2161, 1) C01
000501-00-2168, 1) C01
000501-00-2177, 1) C01
000501-00-2179, 1) C01
001001-00-0001, 1) C01
001001-00-0012, 1) C01
001001-00-0015, 1) C01
001001-00-0021, 1) C01
001001-00-0030, 1) C01
001001-00-0050, 1) C01
001001-00-0053, 1) C01
001001-00-0066, 1) C01
001001-00-0074, 1) C01
001001-00-0095, 1) C01
001001-00-0104, 1) C01
001001-00-0132, 1) C01
001001-00-0137, 1) C01
001001-00-0141, 1) C01
001001-00-0146, 1) C01
001001-00-0187, 1) C01
001001-00-0191, 1) C01
001001-00-0202, 1) C01
001001-00-0204, 1) C01
001001-00-0222, 1) C01
001001-00-0227, 1) C01
001001-00-0254, 1) C01
001001-00-0259, 1) C01
001001-00-0276, 1) C01
001001-00-0282, 1) C01
001001-00-0284, 1) C01
001001-00-0287, 1) C01
001001-00-0312, 1) C01
001001-00-0326, 1) C01
001001-00-0356, 1) C01
001001-00-0368, 1) C01
001001-00-0390, 1) C01
001001-00-0403, 1) C01
001001-00-0407, 1) C01
001001-00-0413, 1) C01
001001-00-0414, 1) C01
001001-00-0417, 1) C01
001001-00-0422, 1) C01
001001-00-0432, 1) C01
001001-00-0444, 1) C01
001001-00-0450, 1) C01
001001-00-0455, 1) C01
001001-00-0463, 1) C01
001001-00-0472, 1) C01
001001-00-0475, 1) C01
001001-00-0480, 1) C01
001001-00-0483, 1) C01
001001-00-0506, 1) C01
001001-00-0511, 1) C01
001001-00-0517, 1) C01
001001-00-0528, 1) C01
001001-00-0542, 1) C01
001001-00-0545, 1) C01
001001-00-0552, 1) C01
001001-00-0563, 1) C01
001001-00-0565, 1) C01
001001-00-0568, 1) C01
001001-00-0579, 1) C01
001001-00-0613, 1) C01
001001-00-0638, 1) C01
001001-00-0647, 1) C01
001001-00-0652, 1) C01
001001-00-0659, 1) C01
001001-00-0668, 1) C01
001001-00-0676, 1) C01
001001-00-0685, 1) C01
001001-00-0701, 1) C01
001001-00-0722, 1) C01
001001-00-0727, 1) C01
001001-00-0734, 1) C01
001001-00-0749, 1) C01
001001-00-0758, 1) C01
001001-00-0764, 1) C01
001001-00-0777, 1) C01
001001-00-0778, 1) C01
001001-00-0780, 1) C01
001001-00-0805, 1) C01
001001-00-0811, 1) C01
001001-00-0812, 1) C01
001001-00-0817, 1) C01
001001-00-0818, 1) C01
001001-00-0825, 1) C01
001001-00-0838, 1) C01
001001-00-0868, 1) C01
001001-00-0872, 1) C01
001001-00-0903, 1) C01
001001-00-0910, 1) C01
001001-00-0936, 1) C01
001001-00-0940, 1) C01
001001-00-0943, 1) C01
001001-00-0955, 1) C01
001001-00-0965, 1) C01
001001-00-0973, 1) C01
001001-00-0986, 1) C01
001001-00-0996, 1) C01
001001-00-0999, 1) C01
001001-00-1014, 1) C01
001001-00-1036, 1) C01
001001-00-1043, 1) C01
001001-00-1066, 1) C01
001001-00-1082, 1) C01
001001-00-1086, 1) C01
001001-00-1097, 1) C01
001001-00-1101, 1) C01
001001-00-1105, 1) C01
001001-00-1118, 1) C01
001001-00-1128, 1) C01
001001-00-1151, 1) C01
001001-00-1154, 1) C01
001001-00-1161, 1) C01
001001-00-1162, 1) C01
001001-00-1187, 1) C01
001001-00-1190, 1) C01
001001-00-1198, 1) C01
001001-00-1203, 1) C01
001001-00-1205, 1) C01
001001-00-1212, 1) C01
001001-00-1219, 1) C01
001001-00-1225, 1) C01
001001-00-1230, 1) C01
001001-00-1240, 1) C01
001001-00-1244, 1) C01
001001-00-1246, 1) C01
001001-00-1272, 1) C01
001001-00-1274, 1) C01
001001-00-1280, 1) C01
001001-00-1308, 1) C01
001001-00-1309, 1) C01
001001-00-1329, 1) C01
001001-00-1335, 1) C01
001001-00-1346, 1) C01
001001-00-1351, 1) C01
001001-00-1360, 1) C01
001001-00-1369, 1) C01
001001-00-1372, 1) C01
001001-00-1391, 1) C01
001001-00-1393, 1) C01
001001-00-1401, 1) C01
001001-00-1405, 1) C01
001001-00-1412, 1) C01
001001-00-1419, 1) C01
001001-00-1428, 1) C01
001001-00-1436, 1) C01
001001-00-1444, 1) C01
001001-00-1447, 1) C01
001001-00-1468, 1) C01
001001-00-1474, 1) C01
001001-00-1497, 1) C01
001001-00-1545, 1) C01
001001-00-1551, 1) C01
001001-00-1556, 1) C01
001001-00-1590, 1) C01
001001-00-1602, 1) C01
001001-00-1609, 1) C01
001001-00-1625, 1) C01
001001-00-1639, 1) C01
001001-00-1642, 1) C01
001001-00-1644, 1) C01
001001-00-1689, 1) C01
001001-00-1700, 1) C01
001001-00-1704, 1) C01
001001-00-1732, 1) C01
001001-00-1738, 1) C01
001001-00-1786, 1) C01
001001-00-1789, 1) C01
001001-00-1810, 1) C01
001001-00-1813, 1) C01
001001-00-1819, 1) C01
001001-00-1833, 1) C01
001001-00-1839, 1) C01
001001-00-1844, 1) C01
001001-00-1846, 1) C01
001001-00-1859, 1) C01
001001-00-1873, 1) C01
001001-00-1881, 1) C01
001001-00-1892, 1) C01
001001-00-1896, 1) C01
001001-00-1906, 1) C01
001001-00-1909, 1) C01
001001-00-1918, 1) C01
001001-00-1933, 1) C01
001001-00-1942, 1) C01
001001-00-1953, 1) C01
001001-00-1964, 1) C01
001001-00-1968, 1) C01
001001-00-1970, 1) C01
001001-00-1976, 1) C01
001001-00-1981, 1) C01
001001-00-2005, 1) C01
001001-00-2011, 1) C01
001001-00-2015, 1) C01
001001-00-2023, 1) C01
001001-00-2027, 1) C01
001001-00-2043, 1) C01
001001-00-2058, 1) C01
001001-00-2063, 1) C01
001001-00-2065, 1) C01
001001-00-2073, 1) C01
001001-00-2075, 1) C01
001001-00-2077, 1) C01
001001-00-2083, 1) C01
001001-00-2088, 1) C01
001001-00-2089, 1) C01
001001-00-2092, 1) C01
001001-00-2103, 1) C01
001001-00-2108, 1) C01
001001-00-2111, 1) C01
001001-00-2126, 1) C01
001001-00-2131, 1) C01
001001-00-2133, 1) C01
001001-00-2141, 1) C01
001001-00-2149, 1) C01
001001-00-2150, 1) C01
001001-00-2154, 1) C01
001001-00-2160, 1) C01
001001-00-2164, 1) C01
001001-00-2166, 1) C01
001001-00-2171, 1) C01
001001-00-2176, 1) C01
001001-00-2182, 1) C01
001001-00-2186, 1) C01
001001-00-2188, 1) C01
001001-00-2194, 1) C01
001001-00-2207, 1) C01
001001-00-2212, 1) C01
001001-00-2215, 1) C01
001001-00-2218, 1) C01
001001-00-2235, 1) C01
001001-00-2266, 1) C01
001001-00-2272, 1) C01
001001-00-2288, 1) C01
001001-00-2290, 1) C01
001001-00-2313, 1) C01
001001-00-2320, 1) C01
001001-00-2323, 1) C01
001001-00-2327, 1) C01
001001-00-2341, 1) C01
001001-00-2360, 1) C01
001001-00-2368, 1) C01
001001-00-2376, 1) C01
001001-00-2378, 1) C01
001001-00-2386, 1) C01
001001-00-2389, 1) C01
001001-00-2391, 1) C01
001001-00-2402, 1) C01
001001-00-2408, 1) C01
001001-00-2412, 1) C01
001001-00-2428, 1) C01
001001-00-2432, 1) C01
001001-00-2437, 1) C01
001001-00-2438, 1) C01
001001-00-2441, 1) C01
001001-00-2454, 1) C01
001001-00-2469, 1) C01
001001-00-2476, 1) C01
001001-00-2478, 1) C01
001001-00-2486, 1) C01
001001-00-2494, 1) C01
001001-00-2501, 1) C01
001001-00-2505, 1) C01
001001-00-2508, 1) C01
001001-00-2511, 1) C01
001001-00-2518, 1) C01
001001-00-2526, 1) C01
001001-00-2538, 1) C01
001001-00-2540, 1) C01
001001-00-2551, 1) C01
001001-00-2555, 1) C01
001001-00-2559, 1) C01
001001-00-2566, 1) C01
001001-00-2567, 1) C01
001001-00-2582, 1) C01
001001-00-2602, 1) C01
001001-00-2605, 1) C01
001001-00-2608, 1) C01
001001-00-2616, 1) C01
001001-00-2628, 1) C01
001001-00-2633, 1) C01
001001-00-2636, 1) C01
001001-00-2647, 1) C01
001001-00-2656, 1) C01
001001-00-2679, 1) C01
001001-00-2704, 1) C01
001001-00-2712, 1) C01
001001-00-2724, 1) C01
001001-00-2742, 1) C01
001001-00-2745, 1) C01
001001-00-2755, 1) C01
001001-00-2760, 1) C01
001001-00-2771, 1) C01
001001-00-2785, 1) C01
001001-00-2793, 1) C01
001001-00-2796, 1) C01
001001-00-2799, 1) C01
000303-00-0001, 1) C01
000303-00-0017, 1) C01
000303-00-0020, 1) C01
000303-00-0030, 1) C01
000303-00-0035, 1) C01
000303-00-0054, 1) C01
000303-00-0059, 1) C01
000303-00-0060, 1) C01
000303-00-0071, 1) C01
000303-00-0079, 1) C01
000303-00-0082, 1) C01
000303-00-0091, 1) C01
000303-00-0093, 1) C01
000303-00-0098, 1) C01
000303-00-0113, 1) C01
000303-00-0114, 1) C01
000303-00-0119, 1) C01
000303-00-0120, 1) C01
000303-00-0123, 1) C01
000303-00-0129, 1) C01
000303-00-0133, 1) C01
000303-00-0136, 1) C01
000303-00-0138, 1) C01
000303-00-0141, 1) C01
000303-00-0146, 1) C01
000303-00-0159, 1) C01
000303-00-0163, 1) C01
000303-00-0165, 1) C01
000303-00-0168, 1) C01
000303-00-0175, 1) C01
000303-00-0181, 1) C01
000303-00-0185, 1) C01
000303-00-0191, 1) C01
000303-00-0193, 1) C01
000303-00-0200, 1) C01
000303-00-0201, 1) C01
000303-00-0210, 1) C01
000303-00-0227, 1) C01
000303-00-0235, 1) C01
000303-00-0240, 1) C01
000303-00-0244, 1) C01
000303-00-0245, 1) C01
000303-00-0248, 1) C01
000303-00-0253, 1) C01
000303-00-0259, 1) C01
000303-00-0269, 1) C01
000303-00-0271, 1) C01
000303-00-0288, 1) C01
000303-00-0289, 1) C01
000303-00-0297, 1) C01
000303-00-0299, 1) C01
000303-00-0302, 1) C01
000303-00-0304, 1) C01
000303-00-0314, 1) C01
000303-00-0316, 1) C01
000303-00-0324, 1) C01
000303-00-0327, 1) C01
000303-00-0331, 1) C01
000303-00-0334, 1) C01
000303-00-0348, 1) C01
000303-00-0357, 1) C01
000303-00-0358, 1) C01
000303-00-0364, 1) C01
000303-00-0369, 1) C01
000303-00-0373, 1) C01
000303-00-0379, 1) C01
000303-00-0384, 1) C01
000303-00-0395, 1) C01
000303-00-0401, 1) C01
000303-00-0405, 1) C01
000303-00-0409, 1) C01
000303-00-0418, 1) C01
000303-00-0430, 1) C01
000303-00-0431, 1) C01
000303-00-0435, 1) C01
000303-00-0437, 1) C01
000303-00-0442, 1) C01
000303-00-0453, 1) C01
000303-00-0460, 1) C01
000303-00-0480, 1) C01
000303-00-0490, 1) C01
000303-00-0493, 1) C01
000303-00-0496, 1) C01
000303-00-0503, 1) C01
000303-00-0515, 1) C01
000303-00-0518, 1) C01
000303-00-0528, 1) C01
000303-00-0536, 1) C01
000303-00-0538, 1) C01
000303-00-0543, 1) C01
000303-00-0546, 1) C01
000303-00-0553, 1) C01
000303-00-0557, 1) C01
000303-00-0558, 1) C01
000303-00-0567, 1) C01
000303-00-0581, 1) C01
000303-00-0582, 1) C01
000303-00-0587, 1) C01
000303-00-0590, 1) C01
000303-00-0592, 1) C01
000303-00-0602, 1) C01
000303-00-0607, 1) C01
000303-00-0613, 1) C01
000303-00-0615, 1) C01
000303-00-0623, 1) C01
000303-00-0635, 1) C01
000303-00-0644, 1) C01
000303-00-0649, 1) C01
000303-00-0652, 1) C01
000303-00-0657, 1) C01
000303-00-0675, 1) C01
000303-00-0679, 1) C01
000303-00-0682, 1) C01
000303-00-0685, 1) C01
000303-00-0701, 1) C01
000303-00-0706, 1) C01
000303-00-0716, 1) C01
000303-00-0724, 1) C01
000303-00-0728, 1) C01
000303-00-0733, 1) C01
000303-00-0737, 1) C01
000303-00-0753, 1) C01
000303-00-0755, 1) C01
000303-00-0758, 1) C01
000303-00-0764, 1) C01
000303-00-0767, 1) C01
000303-00-0772, 1) C01
000303-00-0773, 1) C01
000303-00-0777, 1) C01
000303-00-0785, 1) C01
000303-00-0803, 1) C01
000303-00-0812, 1) C01
000303-00-0816, 1) C01
000303-00-0818, 1) C01
000303-00-0821, 1) C01
000303-00-0824, 1) C01
000303-00-0846, 1) C01
000303-00-0847, 1) C01
000303-00-0850, 1) C01
000303-00-0853, 1) C01
000303-00-0864, 1) C01
000303-00-0873, 1) C01
000303-00-0882, 1) C01
000303-00-0884, 1) C01
000303-00-0894, 1) C01
000303-00-0898, 1) C01
000303-00-0905, 1) C01
000303-00-0914, 1) C01
000303-00-0915, 1) C01
000303-00-0938, 1) C01
000303-00-0939, 1) C01
000303-00-0944, 1) C01
000303-00-0947, 1) C01
000303-00-0954, 1) C01
000303-00-0962, 1) C01
000303-00-0967, 1) C01
000303-00-0969, 1) C01
000303-00-0973, 1) C01
000303-00-0977, 1) C01
000303-00-0978, 1) C01
000303-00-0983, 1) C01
000303-00-0996, 1) C01
000303-00-1001, 1) C01
000303-00-1011, 1) C01
000303-00-1014, 1) C01
000303-00-1028, 1) C01
000303-00-1032, 1) C01
000303-00-1041, 1) C01
000303-00-1044, 1) C01
000303-00-1051, 1) C01
000303-00-1054, 1) C01
000303-00-1063, 1) C01
000303-00-1064, 1) C01
000303-00-1071, 1) C01
000303-00-1076, 1) C01
000303-00-1083, 1) C01
000303-00-1084, 1) C01
000303-00-1090, 1) C01
000303-00-1100, 1) C01
000303-00-1102, 1) C01
000303-00-1112, 1) C01
000303-00-1113, 1) C01
000303-00-1116, 1) C01
000303-00-1126, 1) C01
000303-00-1131, 1) C01
000303-00-1140, 1) C01
000303-00-1144, 1) C01
000303-00-1148, 1) C01
000303-00-1156, 1) C01
000303-00-1158, 1) C01
000303-00-1164, 1) C01
000303-00-1171, 1) C01
000303-00-1178, 1) C01
000303-00-1190, 1) C01
000303-00-1196, 1) C01
000303-00-1200, 1) C01
000303-00-1204, 1) C01
000303-00-1206, 1) C01
000303-00-1208, 1) C01
000303-00-1223, 1) C01
000303-00-1227, 1) C01
000303-00-1229, 1) C01
000303-00-1237, 1) C01
000303-00-1243, 1) C01
000303-00-1248, 1) C01
000303-00-1263, 1) C01
000303-00-1266, 1) C01
000303-00-1268, 1) C01
000303-00-1271, 1) C01
000303-00-1273, 1) C01
000303-00-1276, 1) C01
000303-00-1280, 1) C01
000303-00-1294, 1) C01
000303-00-1299, 1) C01
000303-00-1302, 1) C01
000303-00-1307, 1) C01
000303-00-1310, 1) C01
000303-00-1314, 1) C01
000303-00-1315, 1) C01
000303-00-1328, 1) C01
000303-00-1334, 1) C01
000303-00-1336, 1) C01
000303-00-1344, 1) C01
000303-00-1346, 1) C01
000303-00-1349, 1) C01
000303-00-1353, 1) C01
000303-00-1356, 1) C01
000303-00-1361, 1) C01
000303-00-1364, 1) C01
000303-00-1366, 1) C01
000303-00-1368, 1) C01
000303-00-1374, 1) C01
000303-00-1378, 1) C01
000303-00-1382, 1) C01
000303-00-1383, 1) C01
000303-00-1384, 1) C01
000303-00-1388, 1) C01
000303-00-1390, 1) C01
000201-00-0004, 1) C01
000201-00-0007, 1) C01
000201-00-0011, 1) C01
000201-00-0018, 1) C01
000201-00-0024, 1) C01
000201-00-0025, 1) C01
000201-00-0038, 1) C01
000201-00-0040, 1) C01
000201-00-0045, 1) C01
000201-00-0048, 1) C01
000201-00-0050, 1) C01
000201-00-0052, 1) C01
000201-00-0057, 1) C01
000201-00-0060, 1) C01
000201-00-0062, 1) C01
000201-00-0070, 1) C01
000201-00-0076, 1) C01
000201-00-0085, 1) C01
000201-00-0088, 1) C01
000201-00-0093, 1) C01
000201-00-0094, 1) C01
000201-00-0099, 1) C01
000201-00-0102, 1) C01
000201-00-0103, 1) C01
000201-00-0106, 1) C01
000201-00-0110, 1) C01
000201-00-0118, 1) C01
000201-00-0125, 1) C01
000201-00-0126, 1) C01
000201-00-0135, 1) C01
000201-00-0142, 1) C01
000201-00-0160, 1) C01
000201-00-0164, 1) C01
000201-00-0165, 1) C01
000201-00-0168, 1) C01
000201-00-0171, 1) C01
000201-00-0174, 1) C01
000201-00-0182, 1) C01
000201-00-0191, 1) C01
000201-00-0197, 1) C01
000201-00-0199, 1) C01
000201-00-0203, 1) C01
000201-00-0204, 1) C01
000201-00-0207, 1) C01
000201-00-0211, 1) C01
000201-00-0213, 1) C01
000201-00-0221, 1) C01
000201-00-0228, 1) C01
000201-00-0236, 1) C01
000201-00-0252, 1) C01
000201-00-0259, 1) C01
000201-00-0260, 1) C01
000201-00-0268, 1) C01
000201-00-0275, 1) C01
000201-00-0280, 1) C01
000201-00-0284, 1) C01
000201-00-0290, 1) C01
000201-00-0293, 1) C01
000201-00-0296, 1) C01
000201-00-0297, 1) C01
000201-00-0301, 1) C01
000201-00-0303, 1) C01
000201-00-0308, 1) C01
000201-00-0317, 1) C01
000201-00-0322, 1) C01
000201-00-0328, 1) C01
000201-00-0336, 1) C01
000201-00-0342, 1) C01
000201-00-0344, 1) C01
000201-00-0349, 1) C01
000201-00-0352, 1) C01
000201-00-0353, 1) C01
000201-00-0361, 1) C01
000201-00-0362, 1) C01
000201-00-0370, 1) C01
000201-00-0373, 1) C01
000201-00-0379, 1) C01
