Precinct,rank1,rank2,rank3,weight
MINNEAPOLIS W-7 P-08,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-02D,Teqen Zéa-Aida,Janne Flisrand,Lisa Goodman,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,Teqen Zéa-Aida,undervote,1
MINNEAPOLIS W-7 P-08,Teqen Zéa-Aida,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-09,Lisa Goodman,Lisa Goodman,Lisa Goodman,1
MINNEAPOLIS W-7 P-08,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman,1
MINNEAPOLIS W-7 P-01C,Janne Flisrand,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-10,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-03,Janne Flisrand,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-04D,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman,1
MINNEAPOLIS W-7 P-09,Janne Flisrand,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-06,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,Janne Flisrand,Joe Kovacs,1
MINNEAPOLIS W-7 P-05,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-03,Lisa Goodman,Teqen Zéa-Aida,Janne Flisrand,1
MINNEAPOLIS W-7 P-05,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-03,Teqen Zéa-Aida,Janne Flisrand,Joe Kovacs,1
MINNEAPOLIS W-7 P-07,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-06,Lisa Goodman,Teqen Zéa-Aida,undervote,1
MINNEAPOLIS W-7 P-05,Lisa Goodman,Janne Flisrand,Joe Kovacs,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-02D,Joe Kovacs,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-03,Teqen Zéa-Aida,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-06,Joe Kovacs,Teqen Zéa-Aida,Janne Flisrand,1
MINNEAPOLIS W-7 P-07,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-02D,Lisa Goodman,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-08,Joe Kovacs,Lisa Goodman,Janne Flisrand,1
MINNEAPOLIS W-7 P-04D,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-06,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-07,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-01C,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-06,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-06,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman,1
MINNEAPOLIS W-7 P-03,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman,1
MINNEAPOLIS W-7 P-08,Janne Flisrand,Teqen Zéa-Aida,undervote,1
MINNEAPOLIS W-7 P-03,Teqen Zéa-Aida,Lisa Goodman,Janne Flisrand,1
MINNEAPOLIS W-7 P-06,Joe Kovacs,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-10,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-03,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-06,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-09,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-06,Lisa Goodman,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-08,undervote,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Janne Flisrand,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-09,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-06,Teqen Zéa-Aida,Lisa Goodman,Janne Flisrand,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-07,Lisa Goodman,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-04D,Lisa Goodman,Teqen Zéa-Aida,undervote,1
MINNEAPOLIS W-7 P-06,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-05,Teqen Zéa-Aida,undervote,undervote,1
MINNEAPOLIS W-7 P-02D,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Janne Flisrand,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-07,Lisa Goodman,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-04D,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-02D,Janne Flisrand,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-08,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-06,Lisa Goodman,Teqen Zéa-Aida,undervote,1
MINNEAPOLIS W-7 P-05,Janne Flisrand,Teqen Zéa-Aida,Joe Kovacs,1
MINNEAPOLIS W-7 P-07,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-03,Lisa Goodman,Joe Kovacs,undervote,1
MINNEAPOLIS W-7 P-02D,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-06,Janne Flisrand,undervote,undervote,1
MINNEAPOLIS W-7 P-06,Lisa Goodman,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-01C,Janne Flisrand,Teqen Zéa-Aida,Joe Kovacs,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-09,Lisa Goodman,Joe Kovacs,undervote,1
MINNEAPOLIS W-7 P-07,Janne Flisrand,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-05,Teqen Zéa-Aida,Lisa Goodman,Janne Flisrand,1
MINNEAPOLIS W-7 P-01C,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-05,Lisa Goodman,Teqen Zéa-Aida,undervote,1
MINNEAPOLIS W-7 P-01C,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-05,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-05,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-05,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-03,undervote,undervote,undervote,1
MINNEAPOLIS W-7 P-07,Janne Flisrand,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Janne Flisrand,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-10,Janne Flisrand,undervote,undervote,1
MINNEAPOLIS W-7 P-05,Janne Flisrand,Teqen Zéa-Aida,undervote,1
MINNEAPOLIS W-7 P-06,Janne Flisrand,Teqen Zéa-Aida,undervote,1
MINNEAPOLIS W-7 P-08,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-06,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-06,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman,1
MINNEAPOLIS W-7 P-04D,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman,1
MINNEAPOLIS W-7 P-05,Janne Flisrand,undervote,undervote,1
MINNEAPOLIS W-7 P-05,Teqen Zéa-Aida,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-08,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman,1
MINNEAPOLIS W-7 P-03,Janne Flisrand,Teqen Zéa-Aida,undervote,1
MINNEAPOLIS W-7 P-06,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-05,Janne Flisrand,Teqen Zéa-Aida,undervote,1
MINNEAPOLIS W-7 P-03,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-06,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Janne Flisrand,Teqen Zéa-Aida,undervote,1
MINNEAPOLIS W-7 P-03,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-02D,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-06,Joe Kovacs,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,Joe Kovacs,undervote,1
MINNEAPOLIS W-7 P-08,Teqen Zéa-Aida,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-06,Janne Flisrand,Teqen Zéa-Aida,Joe Kovacs,1
MINNEAPOLIS W-7 P-09,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-03,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-05,Janne Flisrand,Teqen Zéa-Aida,Joe Kovacs,1
MINNEAPOLIS W-7 P-03,Lisa Goodman,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-07,Teqen Zéa-Aida,Lisa Goodman,Janne Flisrand,1
MINNEAPOLIS W-7 P-03,Janne Flisrand,undervote,undervote,1
MINNEAPOLIS W-7 P-05,undervote,undervote,undervote,1
MINNEAPOLIS W-7 P-03,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-10,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-04D,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-03,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-07,Janne Flisrand,Teqen Zéa-Aida,undervote,1
MINNEAPOLIS W-7 P-08,Joe Kovacs,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-02D,Teqen Zéa-Aida,Janne Flisrand,Lisa Goodman,1
MINNEAPOLIS W-7 P-09,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-09,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-08,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman,1
MINNEAPOLIS W-7 P-06,Lisa Goodman,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-01C,Lisa Goodman,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-08,Teqen Zéa-Aida,undervote,undervote,1
MINNEAPOLIS W-7 P-03,Teqen Zéa-Aida,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-04D,Lisa Goodman,Teqen Zéa-Aida,Joe Kovacs,1
MINNEAPOLIS W-7 P-06,undervote,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-04D,Joe Kovacs,undervote,undervote,1
MINNEAPOLIS W-7 P-05,Janne Flisrand,Teqen Zéa-Aida,Joe Kovacs,1
MINNEAPOLIS W-7 P-06,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-03,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Teqen Zéa-Aida,Lisa Goodman,Janne Flisrand,1
MINNEAPOLIS W-7 P-05,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-09,Lisa Goodman,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-06,undervote,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Janne Flisrand,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-06,Joe Kovacs,Lisa Goodman,Janne Flisrand,1
MINNEAPOLIS W-7 P-06,Teqen Zéa-Aida,Lisa Goodman,Janne Flisrand,1
MINNEAPOLIS W-7 P-03,Lisa Goodman,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-08,Janne Flisrand,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-02D,Joe Kovacs,Lisa Goodman,Janne Flisrand,1
MINNEAPOLIS W-7 P-07,Lisa Goodman,Teqen Zéa-Aida,Janne Flisrand,1
MINNEAPOLIS W-7 P-09,Janne Flisrand,undervote,undervote,1
MINNEAPOLIS W-7 P-04D,Joe Kovacs,undervote,undervote,1
MINNEAPOLIS W-7 P-03,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-02D,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman,1
MINNEAPOLIS W-7 P-01C,Lisa Goodman,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-07,Janne Flisrand,Teqen Zéa-Aida,undervote,1
MINNEAPOLIS W-7 P-08,Janne Flisrand,undervote,undervote,1
MINNEAPOLIS W-7 P-10,undervote,undervote,undervote,1
MINNEAPOLIS W-7 P-07,Lisa Goodman,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-02D,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,Joe Kovacs,Janne Flisrand,1
MINNEAPOLIS W-7 P-02D,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-06,Teqen Zéa-Aida,undervote,undervote,1
MINNEAPOLIS W-7 P-07,Janne Flisrand,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-08,Teqen Zéa-Aida,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-05,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-05,Janne Flisrand,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-07,Teqen Zéa-Aida,Lisa Goodman,Janne Flisrand,1
MINNEAPOLIS W-7 P-09,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-06,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-07,Janne Flisrand,Teqen Zéa-Aida,undervote,1
MINNEAPOLIS W-7 P-04D,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-10,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman,1
MINNEAPOLIS W-7 P-04D,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-01C,Janne Flisrand,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-05,Janne Flisrand,Teqen Zéa-Aida,undervote,1
MINNEAPOLIS W-7 P-07,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-09,Lisa Goodman,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-02D,Lisa Goodman,Joe Kovacs,Janne Flisrand,1
MINNEAPOLIS W-7 P-02D,Lisa Goodman,Joe Kovacs,undervote,1
MINNEAPOLIS W-7 P-06,Janne Flisrand,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-07,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman,1
MINNEAPOLIS W-7 P-02D,Lisa Goodman,Teqen Zéa-Aida,undervote,1
MINNEAPOLIS W-7 P-03,Lisa Goodman,Teqen Zéa-Aida,Janne Flisrand,1
MINNEAPOLIS W-7 P-05,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-09,Lisa Goodman,Teqen Zéa-Aida,Janne Flisrand,1
MINNEAPOLIS W-7 P-03,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-08,Joe Kovacs,undervote,undervote,1
MINNEAPOLIS W-7 P-04D,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman,1
MINNEAPOLIS W-7 P-02D,Janne Flisrand,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-09,Lisa Goodman,Joe Kovacs,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-05,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman,1
MINNEAPOLIS W-7 P-05,Teqen Zéa-Aida,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-09,Janne Flisrand,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-03,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-03,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-06,undervote,undervote,undervote,1
MINNEAPOLIS W-7 P-09,Lisa Goodman,Joe Kovacs,Janne Flisrand,1
MINNEAPOLIS W-7 P-03,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Janne Flisrand,undervote,undervote,1
MINNEAPOLIS W-7 P-05,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-05,Janne Flisrand,undervote,undervote,1
MINNEAPOLIS W-7 P-01C,Janne Flisrand,Teqen Zéa-Aida,UWI,1
MINNEAPOLIS W-7 P-03,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman,1
MINNEAPOLIS W-7 P-05,Teqen Zéa-Aida,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,Teqen Zéa-Aida,undervote,1
MINNEAPOLIS W-7 P-05,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman,1
MINNEAPOLIS W-7 P-03,Lisa Goodman,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-04D,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-08,Janne Flisrand,undervote,undervote,1
MINNEAPOLIS W-7 P-09,Janne Flisrand,undervote,undervote,1
MINNEAPOLIS W-7 P-04D,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-06,Janne Flisrand,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,Lisa Goodman,undervote,1
MINNEAPOLIS W-7 P-06,Janne Flisrand,Lisa Goodman,Joe Kovacs,1
MINNEAPOLIS W-7 P-06,Lisa Goodman,undervote,undervote,1
MINNEAPOLIS W-7 P-03,Lisa Goodman,Lisa Goodman,Lisa Goodman,1
MINNEAPOLIS W-7 P-06,Joe Kovacs,Janne Flisrand,Janne Flisrand,1
MINNEAPOLIS W-7 P-03,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,1
MINNEAPOLIS W-7 P-04D,Lisa Goodman,Janne Flisrand,undervote,1
MINNEAPOLIS W-7 P-09,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman,1
MINNEAPOLIS W-7 P-06,Lisa Goodman,Teqen Zéa-Aida,Janne Flisrand,1
