Precinct,rank1,rank2,rank3,weight
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-02,Blong Yang,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-07,Jeremiah Ellison,Blong Yang,Cathy Spann,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Raeisha (RA) Williams,Blong Yang,1
MINNEAPOLIS W-5 P-07,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-04,Jeremiah Ellison,Raeisha (RA) Williams,Cathy Spann,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-01,Blong Yang,Jeremiah Ellison,Cathy Spann,1
MINNEAPOLIS W-5 P-07,Jeremiah Ellison,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-03,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-08,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-03,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-08,Jeremiah Ellison,Raeisha (RA) Williams,undervote,1
MINNEAPOLIS W-5 P-05,Blong Yang,Jeremiah Ellison,undervote,1
MINNEAPOLIS W-5 P-09,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-04,Jeremiah Ellison,Raeisha (RA) Williams,Cathy Spann,1
MINNEAPOLIS W-5 P-04,Jeremiah Ellison,Raeisha (RA) Williams,Blong Yang,1
MINNEAPOLIS W-5 P-04,Jeremiah Ellison,Raeisha (RA) Williams,undervote,1
MINNEAPOLIS W-5 P-6C,Blong Yang,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-6C,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-03,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-6C,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-07,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-01,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-05,Blong Yang,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-05,Blong Yang,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Raeisha (RA) Williams,Blong Yang,1
MINNEAPOLIS W-5 P-05,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-05,Blong Yang,Blong Yang,Blong Yang,1
MINNEAPOLIS W-5 P-02,Blong Yang,Cathy Spann,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,Blong Yang,undervote,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-04,Raeisha (RA) Williams,Jeremiah Ellison,Cathy Spann,1
MINNEAPOLIS W-5 P-07,Raeisha (RA) Williams,Raeisha (RA) Williams,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-09,Blong Yang,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Blong Yang,undervote,1
MINNEAPOLIS W-5 P-05,undervote,undervote,undervote,1
MINNEAPOLIS W-5 P-02,Jeremiah Ellison,Raeisha (RA) Williams,Blong Yang,1
MINNEAPOLIS W-5 P-01,Jeremiah Ellison,Raeisha (RA) Williams,Blong Yang,1
MINNEAPOLIS W-5 P-01,Jeremiah Ellison,Blong Yang,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-07,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-07,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Raeisha (RA) Williams,Cathy Spann,1
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,Raeisha (RA) Williams,undervote,1
MINNEAPOLIS W-5 P-04,Jeremiah Ellison,Raeisha (RA) Williams,undervote,1
MINNEAPOLIS W-5 P-08,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-01,Cathy Spann,Jeremiah Ellison,Blong Yang,1
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-01,Jeremiah Ellison,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Raeisha (RA) Williams,Cathy Spann,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-04,Blong Yang,Raeisha (RA) Williams,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-07,Blong Yang,UWI,UWI,1
MINNEAPOLIS W-5 P-07,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-01,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-01,Jeremiah Ellison,Blong Yang,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-07,Blong Yang,Blong Yang,Blong Yang,1
MINNEAPOLIS W-5 P-04,Blong Yang,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-07,Blong Yang,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Raeisha (RA) Williams,Blong Yang,1
MINNEAPOLIS W-5 P-04,Jeremiah Ellison,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-03,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-05,Blong Yang,Jeremiah Ellison,undervote,1
MINNEAPOLIS W-5 P-01,Blong Yang,Jeremiah Ellison,undervote,1
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,Raeisha (RA) Williams,Cathy Spann,1
MINNEAPOLIS W-5 P-07,Jeremiah Ellison,Raeisha (RA) Williams,Blong Yang,1
MINNEAPOLIS W-5 P-04,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-04,Blong Yang,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-03,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-04,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-04,Raeisha (RA) Williams,Cathy Spann,Blong Yang,1
MINNEAPOLIS W-5 P-05,Blong Yang,Blong Yang,Blong Yang,1
MINNEAPOLIS W-5 P-01,Blong Yang,Cathy Spann,undervote,1
MINNEAPOLIS W-5 P-07,Jeremiah Ellison,Blong Yang,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-02,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Cathy Spann,undervote,1
MINNEAPOLIS W-5 P-03,Jeremiah Ellison,Raeisha (RA) Williams,Blong Yang,1
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Blong Yang,undervote,1
MINNEAPOLIS W-5 P-07,Cathy Spann,Raeisha (RA) Williams,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-08,Jeremiah Ellison,Raeisha (RA) Williams,undervote,1
MINNEAPOLIS W-5 P-03,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Blong Yang,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-07,Blong Yang,Raeisha (RA) Williams,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-02,Blong Yang,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-08,Blong Yang,Raeisha (RA) Williams,undervote,1
MINNEAPOLIS W-5 P-07,Jeremiah Ellison,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-08,Raeisha (RA) Williams,Blong Yang,Cathy Spann,1
MINNEAPOLIS W-5 P-6C,Jeremiah Ellison,Raeisha (RA) Williams,Cathy Spann,1
MINNEAPOLIS W-5 P-07,Raeisha (RA) Williams,undervote,undervote,1
MINNEAPOLIS W-5 P-04,Jeremiah Ellison,Raeisha (RA) Williams,Blong Yang,1
MINNEAPOLIS W-5 P-6C,Jeremiah Ellison,Blong Yang,undervote,1
MINNEAPOLIS W-5 P-04,Jeremiah Ellison,Raeisha (RA) Williams,Blong Yang,1
MINNEAPOLIS W-5 P-03,Raeisha (RA) Williams,Jeremiah Ellison,Blong Yang,1
MINNEAPOLIS W-5 P-05,Raeisha (RA) Williams,Blong Yang,Cathy Spann,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Blong Yang,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-07,Blong Yang,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-6C,Jeremiah Ellison,Blong Yang,undervote,1
MINNEAPOLIS W-5 P-03,Cathy Spann,Raeisha (RA) Williams,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Raeisha (RA) Williams,Blong Yang,1
MINNEAPOLIS W-5 P-08,Raeisha (RA) Williams,Cathy Spann,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-02,Cathy Spann,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-03,Blong Yang,Cathy Spann,UWI,1
MINNEAPOLIS W-5 P-07,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Blong Yang,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-08,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-08,Raeisha (RA) Williams,Jeremiah Ellison,undervote,1
MINNEAPOLIS W-5 P-09,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-08,Blong Yang,Jeremiah Ellison,undervote,1
MINNEAPOLIS W-5 P-6C,Jeremiah Ellison,Raeisha (RA) Williams,undervote,1
MINNEAPOLIS W-5 P-6C,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-6C,Blong Yang,Cathy Spann,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-6C,Jeremiah Ellison,Raeisha (RA) Williams,Cathy Spann,1
MINNEAPOLIS W-5 P-6C,Blong Yang,Raeisha (RA) Williams,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-6C,Jeremiah Ellison,Blong Yang,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-6C,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-6C,Jeremiah Ellison,Blong Yang,undervote,1
MINNEAPOLIS W-5 P-6C,Jeremiah Ellison,Blong Yang,undervote,1
MINNEAPOLIS W-5 P-6C,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-6C,Blong Yang,Raeisha (RA) Williams,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-6C,Blong Yang,Jeremiah Ellison,Cathy Spann,1
MINNEAPOLIS W-5 P-6C,Blong Yang,Cathy Spann,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-6C,Blong Yang,Blong Yang,Blong Yang,1
MINNEAPOLIS W-5 P-02,Blong Yang,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-02,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-02,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-02,Blong Yang,Cathy Spann,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-02,Blong Yang,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-02,Blong Yang,Blong Yang,Blong Yang,1
MINNEAPOLIS W-5 P-02,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-02,Blong Yang,Blong Yang,undervote,1
MINNEAPOLIS W-5 P-02,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-02,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-07,Blong Yang,Raeisha (RA) Williams,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-07,Blong Yang,Jeremiah Ellison,undervote,1
MINNEAPOLIS W-5 P-07,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-07,Cathy Spann,Jeremiah Ellison,Blong Yang,1
MINNEAPOLIS W-5 P-07,Jeremiah Ellison,Blong Yang,undervote,1
MINNEAPOLIS W-5 P-07,Blong Yang,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-07,Blong Yang,Jeremiah Ellison,Cathy Spann,1
MINNEAPOLIS W-5 P-07,Blong Yang,Jeremiah Ellison,Cathy Spann,1
MINNEAPOLIS W-5 P-07,Blong Yang,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-09,Blong Yang,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-09,Blong Yang,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-09,Blong Yang,Jeremiah Ellison,Cathy Spann,1
MINNEAPOLIS W-5 P-04,Jeremiah Ellison,Blong Yang,undervote,1
MINNEAPOLIS W-5 P-04,Jeremiah Ellison,Raeisha (RA) Williams,Cathy Spann,1
MINNEAPOLIS W-5 P-04,Jeremiah Ellison,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-04,Blong Yang,Cathy Spann,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-04,Jeremiah Ellison,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-04,Blong Yang,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-04,Blong Yang,Jeremiah Ellison,undervote,1
MINNEAPOLIS W-5 P-04,Jeremiah Ellison,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-04,Jeremiah Ellison,Raeisha (RA) Williams,Cathy Spann,1
MINNEAPOLIS W-5 P-04,Blong Yang,Jeremiah Ellison,undervote,1
MINNEAPOLIS W-5 P-04,Jeremiah Ellison,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-04,Blong Yang,Raeisha (RA) Williams,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-04,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-05,Raeisha (RA) Williams,Jeremiah Ellison,Blong Yang,1
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-02,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-01,Jeremiah Ellison,Blong Yang,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-08,Blong Yang,Blong Yang,Blong Yang,1
MINNEAPOLIS W-5 P-01,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-01,Blong Yang,Blong Yang,undervote,1
MINNEAPOLIS W-5 P-01,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-01,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-01,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-01,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-01,Blong Yang,Jeremiah Ellison,undervote,1
MINNEAPOLIS W-5 P-01,Jeremiah Ellison,Raeisha (RA) Williams,Cathy Spann,1
MINNEAPOLIS W-5 P-01,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-01,Jeremiah Ellison,Blong Yang,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-01,Jeremiah Ellison,Raeisha (RA) Williams,Cathy Spann,1
MINNEAPOLIS W-5 P-01,Jeremiah Ellison,Blong Yang,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-01,Blong Yang,Raeisha (RA) Williams,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-01,Jeremiah Ellison,Blong Yang,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-03,Blong Yang,Raeisha (RA) Williams,Cathy Spann,1
MINNEAPOLIS W-5 P-08,Jeremiah Ellison,Raeisha (RA) Williams,undervote,1
MINNEAPOLIS W-5 P-08,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-08,Blong Yang,Jeremiah Ellison,Cathy Spann,1
MINNEAPOLIS W-5 P-08,Blong Yang,Blong Yang,Blong Yang,1
MINNEAPOLIS W-5 P-08,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-08,Blong Yang,Jeremiah Ellison,Cathy Spann,1
MINNEAPOLIS W-5 P-08,Jeremiah Ellison,Raeisha (RA) Williams,Blong Yang,1
MINNEAPOLIS W-5 P-08,Raeisha (RA) Williams,Jeremiah Ellison,Cathy Spann,1
MINNEAPOLIS W-5 P-08,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-08,Jeremiah Ellison,Raeisha (RA) Williams,Blong Yang,1
MINNEAPOLIS W-5 P-08,Raeisha (RA) Williams,Cathy Spann,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-08,Blong Yang,Cathy Spann,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-08,Blong Yang,Blong Yang,undervote,1
MINNEAPOLIS W-5 P-08,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-08,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-08,Blong Yang,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-08,Blong Yang,Cathy Spann,undervote,1
MINNEAPOLIS W-5 P-08,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-03,Jeremiah Ellison,Blong Yang,undervote,1
MINNEAPOLIS W-5 P-03,Blong Yang,Raeisha (RA) Williams,Cathy Spann,1
MINNEAPOLIS W-5 P-03,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-03,Jeremiah Ellison,Blong Yang,Cathy Spann,1
MINNEAPOLIS W-5 P-03,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-03,Jeremiah Ellison,Blong Yang,undervote,1
MINNEAPOLIS W-5 P-03,Jeremiah Ellison,Raeisha (RA) Williams,UWI,1
MINNEAPOLIS W-5 P-03,Raeisha (RA) Williams,Jeremiah Ellison,Cathy Spann,1
MINNEAPOLIS W-5 P-03,Blong Yang,Jeremiah Ellison,Cathy Spann,1
MINNEAPOLIS W-5 P-03,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-03,Jeremiah Ellison,Cathy Spann,UWI,1
MINNEAPOLIS W-5 P-03,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-03,Blong Yang,Jeremiah Ellison,Cathy Spann,1
MINNEAPOLIS W-5 P-03,Jeremiah Ellison,Raeisha (RA) Williams,Cathy Spann,1
MINNEAPOLIS W-5 P-03,Blong Yang,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-03,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-03,Blong Yang,Jeremiah Ellison,undervote,1
MINNEAPOLIS W-5 P-03,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-03,Raeisha (RA) Williams,Cathy Spann,Blong Yang,1
MINNEAPOLIS W-5 P-03,Blong Yang,Raeisha (RA) Williams,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-03,Jeremiah Ellison,Blong Yang,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-03,Blong Yang,Jeremiah Ellison,undervote,1
MINNEAPOLIS W-5 P-03,Jeremiah Ellison,Raeisha (RA) Williams,Blong Yang,1
MINNEAPOLIS W-5 P-03,Blong Yang,Jeremiah Ellison,Cathy Spann,1
MINNEAPOLIS W-5 P-03,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-03,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-05,Raeisha (RA) Williams,Blong Yang,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-04,Jeremiah Ellison,Raeisha (RA) Williams,Cathy Spann,1
MINNEAPOLIS W-5 P-04,Blong Yang,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,Cathy Spann,UWI,1
MINNEAPOLIS W-5 P-05,Blong Yang,Blong Yang,Blong Yang,1
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,Blong Yang,undervote,1
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,Blong Yang,Cathy Spann,1
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,Blong Yang,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,Raeisha (RA) Williams,Blong Yang,1
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,Blong Yang,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-05,Blong Yang,Blong Yang,Blong Yang,1
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-05,Blong Yang,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,Blong Yang,undervote,1
MINNEAPOLIS W-5 P-05,Blong Yang,Blong Yang,undervote,1
MINNEAPOLIS W-5 P-05,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-08,Blong Yang,Raeisha (RA) Williams,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-07,Jeremiah Ellison,Raeisha (RA) Williams,Blong Yang,1
MINNEAPOLIS W-5 P-07,Jeremiah Ellison,Blong Yang,undervote,1
MINNEAPOLIS W-5 P-07,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-07,Blong Yang,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-09,Raeisha (RA) Williams,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Raeisha (RA) Williams,Blong Yang,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Cathy Spann,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Raeisha (RA) Williams,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Cathy Spann,Blong Yang,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Raeisha (RA) Williams,Cathy Spann,1
MINNEAPOLIS W-5 P-09,Cathy Spann,Blong Yang,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-09,undervote,undervote,Blong Yang,1
MINNEAPOLIS W-5 P-09,Blong Yang,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Raeisha (RA) Williams,Jeremiah Ellison,Blong Yang,1
MINNEAPOLIS W-5 P-09,Cathy Spann,Blong Yang,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-09,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Blong Yang,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-09,Cathy Spann,Blong Yang,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Cathy Spann,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Blong Yang,Blong Yang,Blong Yang,1
MINNEAPOLIS W-5 P-09,Raeisha (RA) Williams,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Cathy Spann,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Cathy Spann,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-09,Blong Yang,Cathy Spann,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-09,Cathy Spann,Blong Yang,Jeremiah Ellison,1
MINNEAPOLIS W-5 P-09,undervote,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Blong Yang,undervote,undervote,1
MINNEAPOLIS W-5 P-09,undervote,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Cathy Spann,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-09,Blong Yang,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-09,Raeisha (RA) Williams,Jeremiah Ellison,undervote,1
MINNEAPOLIS W-5 P-09,Blong Yang,Blong Yang,undervote,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Raeisha (RA) Williams,Cathy Spann,1
MINNEAPOLIS W-5 P-09,Blong Yang,Jeremiah Ellison,Cathy Spann,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Raeisha (RA) Williams,Blong Yang,1
MINNEAPOLIS W-5 P-09,Cathy Spann,undervote,undervote,1
MINNEAPOLIS W-5 P-09,Blong Yang,Jeremiah Ellison,Raeisha (RA) Williams,1
MINNEAPOLIS W-5 P-09,Jeremiah Ellison,Raeisha (RA) Williams,Blong Yang,1
