C:\Cambridge\Election2013\School\Tuesday\School Transfer Report


*** COUNT 2 ***

   000403-00-0033:  Nolan, Patricia M. --> Kelly, Kathleen M.
   001103-00-0041:  Nolan, Patricia M. --> Cronin, Fran Albin
   001103-00-0061:  Nolan, Patricia M. --> Gerber, Joyce C.
   001103-00-0091:  Nolan, Patricia M. --> Kelly, Kathleen M.
   001103-00-0144:  Nolan, Patricia M. --> Kelly, Kathleen M.
   001103-00-0226:  Nolan, Patricia M. --> Gerber, Joyce C.
   001103-00-0269:  Nolan, Patricia M. --> Gerber, Joyce C.
   001103-00-0285:  Nolan, Patricia M. --> Osborne, Mervan F.
   001103-00-0334:  Nolan, Patricia M. --> Osborne, Mervan F.
   001103-00-0398:  Nolan, Patricia M. --> Gerber, Joyce C.
   001103-00-0438:  Nolan, Patricia M. --> Cronin, Fran Albin
   001103-00-0468:  Nolan, Patricia M. --> Gerber, Joyce C.
   001103-00-0548:  Nolan, Patricia M. --> Cronin, Fran Albin
   001103-00-0572:  Nolan, Patricia M. --> Gerber, Joyce C.
   001103-00-0590:  Nolan, Patricia M. --> Kelly, Kathleen M.
   001103-00-0619:  Nolan, Patricia M. --> Cronin, Fran Albin
   001103-00-0632:  Nolan, Patricia M. --> Kelly, Kathleen M.
   001103-00-0674:  Nolan, Patricia M. --> Gerber, Joyce C.
   001103-00-0686:  Nolan, Patricia M. --> Holland, John J.
   001103-00-0717:  Nolan, Patricia M. --> Holland, John J.
   001103-00-0761:  Nolan, Patricia M. --> Gerber, Joyce C.
   001103-00-0794:  Nolan, Patricia M. --> Gerber, Joyce C.
   001103-00-0834:  Nolan, Patricia M. --> Cronin, Fran Albin
   001103-00-0896:  Nolan, Patricia M. --> Cronin, Fran Albin
   001103-00-0910:  Nolan, Patricia M. --> Cronin, Fran Albin
   001103-00-0995:  Nolan, Patricia M. --> Kelly, Kathleen M.
   001103-00-1041:  Nolan, Patricia M. --> Holland, John J.
   001103-00-1090:  Nolan, Patricia M. --> Cronin, Fran Albin
   001103-00-1130:  Nolan, Patricia M. --> Gerber, Joyce C.
   001103-00-1164:  Nolan, Patricia M. --> Osborne, Mervan F.
   001103-00-1255:  Nolan, Patricia M. --> Osborne, Mervan F.
   001103-00-1297:  Nolan, Patricia M. --> Kelly, Kathleen M.
   001103-00-1310:  Nolan, Patricia M. --> Gerber, Joyce C.
   001103-00-1337:  Nolan, Patricia M. --> Osborne, Mervan F.
   000501-00-0043:  Nolan, Patricia M. --> Osborne, Mervan F.
   000501-00-0100:  Nolan, Patricia M. --> Osborne, Mervan F.
   000501-00-0134:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000501-00-0175:  Nolan, Patricia M. --> Cronin, Fran Albin
   000501-00-0243:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000501-00-0336:  Nolan, Patricia M. --> Gerber, Joyce C.
   000501-00-0359:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000501-00-0386:  Nolan, Patricia M. --> Cronin, Fran Albin
   000501-00-0405:  Nolan, Patricia M. --> Cronin, Fran Albin
   000501-00-0463:  Nolan, Patricia M. --> Osborne, Mervan F.
   000501-00-0514:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000501-00-0580:  Nolan, Patricia M. --> Osborne, Mervan F.
   000501-00-0647:  Nolan, Patricia M. --> Cronin, Fran Albin
   000501-00-0667:  Nolan, Patricia M. --> Osborne, Mervan F.
   000501-00-0695:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000501-00-0745:  Nolan, Patricia M. --> Osborne, Mervan F.
   000501-00-0802:  Nolan, Patricia M. --> Osborne, Mervan F.
   000501-00-0833:  Nolan, Patricia M. --> Osborne, Mervan F.
   000501-00-0880:  Nolan, Patricia M. --> Osborne, Mervan F.
   000501-00-0903:  Nolan, Patricia M. --> Osborne, Mervan F.
   000501-00-0926:  Nolan, Patricia M. --> Osborne, Mervan F.
   000501-00-0965:  Nolan, Patricia M. --> Osborne, Mervan F.
   000501-00-1008:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-0007:  Nolan, Patricia M. --> Cronin, Fran Albin
   000901-00-0052:  Nolan, Patricia M. --> Cronin, Fran Albin
   000901-00-0065:  Nolan, Patricia M. --> Kadete, Elechi M.
   000901-00-0081:  Nolan, Patricia M. --> Cronin, Fran Albin
   000901-00-0111:  Nolan, Patricia M. --> Cronin, Fran Albin
   000901-00-0124:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000901-00-0137:  Nolan, Patricia M. --> Gerber, Joyce C.
   000901-00-0149:  Nolan, Patricia M. --> Gerber, Joyce C.
   000901-00-0168:  Nolan, Patricia M. --> Gerber, Joyce C.
   000901-00-0192:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-0210:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000901-00-0230:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-0237:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000901-00-0246:  Nolan, Patricia M. --> Gerber, Joyce C.
   000901-00-0270:  Nolan, Patricia M. --> Cronin, Fran Albin
   000901-00-0286:  Nolan, Patricia M. --> Gerber, Joyce C.
   000901-00-0323:  Nolan, Patricia M. --> Gerber, Joyce C.
   000901-00-0443:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-0467:  Nolan, Patricia M. --> Cronin, Fran Albin
   000901-00-0492:  Nolan, Patricia M. --> Gerber, Joyce C.
   000901-00-0504:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000901-00-0516:  Nolan, Patricia M. --> Cronin, Fran Albin
   000901-00-0527:  Nolan, Patricia M. --> Gerber, Joyce C.
   000901-00-0536:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-0594:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-0619:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000901-00-0640:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-0680:  Nolan, Patricia M. --> Cronin, Fran Albin
   000901-00-0695:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-0706:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000901-00-0712:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-0723:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000901-00-0742:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-0778:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-0798:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-0827:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-0860:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000901-00-0906:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-0924:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000901-00-1003:  Nolan, Patricia M. --> Gerber, Joyce C.
   000901-00-1029:  Nolan, Patricia M. --> Cronin, Fran Albin
   000901-00-1052:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-1076:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-1089:  Nolan, Patricia M. --> Cronin, Fran Albin
   000901-00-1123:  Nolan, Patricia M. --> Gerber, Joyce C.
   000901-00-1138:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-1154:  Nolan, Patricia M. --> Cronin, Fran Albin
   000901-00-1167:  Nolan, Patricia M. --> Gerber, Joyce C.
   000901-00-1183:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000901-00-1209:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-1230:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000901-00-1257:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000901-00-1270:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000901-00-1315:  Nolan, Patricia M. --> Gerber, Joyce C.
   000901-00-1324:  Nolan, Patricia M. --> Cronin, Fran Albin
   000901-00-1350:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-1371:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000901-00-1408:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000901-00-1416:  Nolan, Patricia M. --> Cronin, Fran Albin
   000901-00-1427:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000901-00-1513:  Nolan, Patricia M. --> Holland, John J.
   000901-00-1521:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-1552:  Nolan, Patricia M. --> Cronin, Fran Albin
   000901-00-1567:  Nolan, Patricia M. --> Gerber, Joyce C.
   000901-00-1574:  Nolan, Patricia M. --> Cronin, Fran Albin
   000901-00-1593:  Nolan, Patricia M. --> Gerber, Joyce C.
   000901-00-1613:  Nolan, Patricia M. --> Cronin, Fran Albin
   000901-00-1662:  Nolan, Patricia M. --> Gerber, Joyce C.
   000901-00-1669:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000901-00-1696:  Nolan, Patricia M. --> Osborne, Mervan F.
   000901-00-1729:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000901-00-1737:  Nolan, Patricia M. --> Osborne, Mervan F.
   000102-00-0003:  Nolan, Patricia M. --> Gerber, Joyce C.
   000102-00-0025:  Nolan, Patricia M. --> Kadete, Elechi M.
   000102-00-0086:  Nolan, Patricia M. --> Osborne, Mervan F.
   000102-00-0129:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000102-00-0311:  Nolan, Patricia M. --> Kadete, Elechi M.
   000102-00-0380:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000102-00-0477:  Nolan, Patricia M. --> Cronin, Fran Albin
   000102-00-0530:  Nolan, Patricia M. --> Cronin, Fran Albin
   000102-00-0569:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000102-00-0628:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000102-00-0644:  Nolan, Patricia M. --> Osborne, Mervan F.
   000102-00-0721:  Nolan, Patricia M. --> Holland, John J.
   000102-00-0749:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000102-00-0817:  Nolan, Patricia M. --> Osborne, Mervan F.
   000102-00-0829:  Nolan, Patricia M. --> Gerber, Joyce C.
   000102-00-0857:  Nolan, Patricia M. --> Kadete, Elechi M.
   000102-00-0862:  Nolan, Patricia M. --> Cronin, Fran Albin
   000102-00-0892:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000102-00-0928:  Nolan, Patricia M. --> Osborne, Mervan F.
   000102-00-0944:  Nolan, Patricia M. --> Cronin, Fran Albin
   000102-00-0966:  Nolan, Patricia M. --> Osborne, Mervan F.
   000903-00-0009:  Nolan, Patricia M. --> Osborne, Mervan F.
   000903-00-0052:  Nolan, Patricia M. --> Cronin, Fran Albin
   000903-00-0080:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000903-00-0117:  Nolan, Patricia M. --> Osborne, Mervan F.
   000903-00-0139:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000903-00-0154:  Nolan, Patricia M. --> Cronin, Fran Albin
   000903-00-0171:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000903-00-0189:  Nolan, Patricia M. --> Holland, John J.
   000903-00-0216:  Nolan, Patricia M. --> Cronin, Fran Albin
   000903-00-0258:  Nolan, Patricia M. --> Osborne, Mervan F.
   000903-00-0306:  Nolan, Patricia M. --> Cronin, Fran Albin
   000903-00-0317:  Nolan, Patricia M. --> Cronin, Fran Albin
   000903-00-0338:  Nolan, Patricia M. --> Cronin, Fran Albin
   000903-00-0351:  Nolan, Patricia M. --> Osborne, Mervan F.
   000903-00-0362:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000903-00-0386:  Nolan, Patricia M. --> Cronin, Fran Albin
   000903-00-0448:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000903-00-0479:  Nolan, Patricia M. --> Holland, John J.
   000903-00-0495:  Nolan, Patricia M. --> Osborne, Mervan F.
   000903-00-0529:  Nolan, Patricia M. --> Holland, John J.
   000903-00-0535:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000903-00-0553:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000903-00-0579:  Nolan, Patricia M. --> Cronin, Fran Albin
   000903-00-0604:  Nolan, Patricia M. --> Gerber, Joyce C.
   000903-00-0648:  Nolan, Patricia M. --> Osborne, Mervan F.
   000903-00-0678:  Nolan, Patricia M. --> Cronin, Fran Albin
   000903-00-0724:  Nolan, Patricia M. --> Osborne, Mervan F.
   000903-00-0755:  Nolan, Patricia M. --> Osborne, Mervan F.
   000903-00-0778:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000903-00-0798:  Nolan, Patricia M. --> Holland, John J.
   000903-00-0817:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000903-00-0827:  Nolan, Patricia M. --> Osborne, Mervan F.
   000903-00-0853:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000903-00-0906:  Nolan, Patricia M. --> Gerber, Joyce C.
   000903-00-0960:  Nolan, Patricia M. --> Cronin, Fran Albin
   000903-00-0973:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000903-00-1033:  Nolan, Patricia M. --> Cronin, Fran Albin
   000903-00-1061:  Nolan, Patricia M. --> Osborne, Mervan F.
   000903-00-1090:  Nolan, Patricia M. --> Cronin, Fran Albin
   000903-00-1137:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000903-00-1170:  Nolan, Patricia M. --> Kadete, Elechi M.
   000903-00-1192:  Nolan, Patricia M. --> Holland, John J.
   000903-00-1222:  Nolan, Patricia M. --> Cronin, Fran Albin
   000903-00-1229:  Nolan, Patricia M. --> Osborne, Mervan F.
   000903-00-1242:  Nolan, Patricia M. --> Gerber, Joyce C.
   000903-00-1274:  Nolan, Patricia M. --> Osborne, Mervan F.
   000903-00-1315:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000903-00-1340:  Nolan, Patricia M. --> Osborne, Mervan F.
   000903-00-1360:  Nolan, Patricia M. --> Gerber, Joyce C.
   000903-00-1369:  Nolan, Patricia M. --> Cronin, Fran Albin
   000903-00-1410:  Nolan, Patricia M. --> Osborne, Mervan F.
   000401-00-0005:  Nolan, Patricia M. --> Cronin, Fran Albin
   000401-00-0067:  Nolan, Patricia M. --> Gerber, Joyce C.
   000401-00-0124:  Nolan, Patricia M. --> Gerber, Joyce C.
   000401-00-0133:  Nolan, Patricia M. --> Osborne, Mervan F.
   000401-00-0141:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000401-00-0161:  Nolan, Patricia M. --> Gerber, Joyce C.
   000401-00-0214:  Nolan, Patricia M. --> Osborne, Mervan F.
   000401-00-0267:  Nolan, Patricia M. --> Osborne, Mervan F.
   000401-00-0330:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000401-00-0377:  Nolan, Patricia M. --> Osborne, Mervan F.
   000401-00-0422:  Nolan, Patricia M. --> Osborne, Mervan F.
   000401-00-0447:  Nolan, Patricia M. --> Cronin, Fran Albin
   000401-00-0471:  Nolan, Patricia M. --> Osborne, Mervan F.
   000401-00-0497:  Nolan, Patricia M. --> Cronin, Fran Albin
   000401-00-0563:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000401-00-0658:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000401-00-0709:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000401-00-0821:  Nolan, Patricia M. --> Kadete, Elechi M.
   000401-00-0912:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000401-00-1087:  Nolan, Patricia M. --> Gerber, Joyce C.
   000401-00-1128:  Nolan, Patricia M. --> Holland, John J.
   000401-00-1151:  Nolan, Patricia M. --> Kadete, Elechi M.
   000401-00-1216:  Nolan, Patricia M. --> Gerber, Joyce C.
   000103-00-0096:  Nolan, Patricia M. --> Cronin, Fran Albin
   000103-00-0111:  Nolan, Patricia M. --> Osborne, Mervan F.
   000103-00-0147:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000103-00-0169:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000103-00-0366:  Nolan, Patricia M. --> Osborne, Mervan F.
   000103-00-0416:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000103-00-0545:  Nolan, Patricia M. --> Gerber, Joyce C.
   000103-00-0612:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000103-00-0633:  Nolan, Patricia M. --> Osborne, Mervan F.
   000103-00-0704:  Nolan, Patricia M. --> Osborne, Mervan F.
   000103-00-0884:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000103-00-0965:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000103-00-0996:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000103-00-1051:  Nolan, Patricia M. --> Osborne, Mervan F.
   000103-00-1071:  Nolan, Patricia M. --> Osborne, Mervan F.
   000902-00-0010:  Nolan, Patricia M. --> Gerber, Joyce C.
   000902-00-0041:  Nolan, Patricia M. --> Gerber, Joyce C.
   000902-00-0063:  Nolan, Patricia M. --> Osborne, Mervan F.
   000902-00-0093:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000902-00-0112:  Nolan, Patricia M. --> Osborne, Mervan F.
   000902-00-0158:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000902-00-0181:  Nolan, Patricia M. --> Cronin, Fran Albin
   000902-00-0219:  Nolan, Patricia M. --> Kadete, Elechi M.
   000902-00-0239:  Nolan, Patricia M. --> Cronin, Fran Albin
   000902-00-0258:  Nolan, Patricia M. --> Holland, John J.
   000902-00-0271:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000902-00-0334:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000902-00-0364:  Nolan, Patricia M. --> Cronin, Fran Albin
   000902-00-0385:  Nolan, Patricia M. --> Gerber, Joyce C.
   000902-00-0423:  Nolan, Patricia M. --> Cronin, Fran Albin
   000902-00-0443:  Nolan, Patricia M. --> Osborne, Mervan F.
   000902-00-0474:  Nolan, Patricia M. --> Cronin, Fran Albin
   000902-00-0606:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000902-00-0620:  Nolan, Patricia M. --> Cronin, Fran Albin
   000902-00-0647:  Nolan, Patricia M. --> Gerber, Joyce C.
   000902-00-0732:  Nolan, Patricia M. --> Cronin, Fran Albin
   000902-00-0766:  Nolan, Patricia M. --> Cronin, Fran Albin
   000902-00-0788:  Nolan, Patricia M. --> Osborne, Mervan F.
   000902-00-0814:  Nolan, Patricia M. --> Cronin, Fran Albin
   000902-00-0832:  Nolan, Patricia M. --> Gerber, Joyce C.
   000902-00-0895:  Nolan, Patricia M. --> Holland, John J.
   000902-00-0907:  Nolan, Patricia M. --> Gerber, Joyce C.
   000902-00-0916:  Nolan, Patricia M. --> Cronin, Fran Albin
   000902-00-0971:  Nolan, Patricia M. --> Holland, John J.
   000902-00-0986:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000902-00-1018:  Nolan, Patricia M. --> Holland, John J.
   000902-00-1045:  Nolan, Patricia M. --> Cronin, Fran Albin
   000902-00-1058:  Nolan, Patricia M. --> Cronin, Fran Albin
   000902-00-1083:  Nolan, Patricia M. --> Holland, John J.
   000902-00-1114:  Nolan, Patricia M. --> Gerber, Joyce C.
   000902-00-1140:  Nolan, Patricia M. --> Gerber, Joyce C.
   000902-00-1151:  Nolan, Patricia M. --> Kadete, Elechi M.
   000902-00-1216:  Nolan, Patricia M. --> Cronin, Fran Albin
   000902-00-1226:  Nolan, Patricia M. --> Gerber, Joyce C.
   000902-00-1305:  Nolan, Patricia M. --> Osborne, Mervan F.
   000902-00-1336:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000902-00-1348:  Nolan, Patricia M. --> Gerber, Joyce C.
   000902-00-1364:  Nolan, Patricia M. --> Cronin, Fran Albin
   000902-00-1389:  Nolan, Patricia M. --> Osborne, Mervan F.
   000902-00-1413:  Nolan, Patricia M. --> Gerber, Joyce C.
   000902-00-1421:  Nolan, Patricia M. --> Cronin, Fran Albin
   000902-00-1436:  Nolan, Patricia M. --> Holland, John J.
   000902-00-1500:  Nolan, Patricia M. --> Cronin, Fran Albin
   000902-00-1522:  Nolan, Patricia M. --> Kadete, Elechi M.
   000902-00-1542:  Nolan, Patricia M. --> Holland, John J.
   000902-00-1565:  Nolan, Patricia M. --> Holland, John J.
   000902-00-1576:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000902-00-1586:  Nolan, Patricia M. --> Osborne, Mervan F.
   000902-00-1600:  Nolan, Patricia M. --> Osborne, Mervan F.
   000902-00-1608:  Nolan, Patricia M. --> Cronin, Fran Albin
   000902-00-1615:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000902-00-1628:  Nolan, Patricia M. --> Kadete, Elechi M.
   000803-00-0003:  Nolan, Patricia M. --> Gerber, Joyce C.
   000803-00-0020:  Nolan, Patricia M. --> Cronin, Fran Albin
   000803-00-0059:  Nolan, Patricia M. --> Osborne, Mervan F.
   000803-00-0079:  Nolan, Patricia M. --> Osborne, Mervan F.
   000803-00-0104:  Nolan, Patricia M. --> Cronin, Fran Albin
   000803-00-0150:  Nolan, Patricia M. --> Gerber, Joyce C.
   000803-00-0168:  Nolan, Patricia M. --> Holland, John J.
   000803-00-0181:  Nolan, Patricia M. --> Cronin, Fran Albin
   000803-00-0237:  Nolan, Patricia M. --> Osborne, Mervan F.
   000803-00-0246:  Nolan, Patricia M. --> Osborne, Mervan F.
   000202-00-0009:  Nolan, Patricia M. --> Cronin, Fran Albin
   000202-00-0050:  Nolan, Patricia M. --> Osborne, Mervan F.
   000201-00-0019:  Nolan, Patricia M. --> Gerber, Joyce C.
   000201-00-0117:  Nolan, Patricia M. --> Gerber, Joyce C.
   000201-00-0143:  Nolan, Patricia M. --> Cronin, Fran Albin
   000201-00-0222:  Nolan, Patricia M. --> Osborne, Mervan F.
   000201-00-0415:  Nolan, Patricia M. --> Kadete, Elechi M.
   000201-00-0526:  Nolan, Patricia M. --> Osborne, Mervan F.
   000201-00-0574:  Nolan, Patricia M. --> Cronin, Fran Albin
   000201-00-0608:  Nolan, Patricia M. --> Kadete, Elechi M.
   000201-00-0663:  Nolan, Patricia M. --> Osborne, Mervan F.
   000201-00-0704:  Nolan, Patricia M. --> Osborne, Mervan F.
   000201-00-0730:  Nolan, Patricia M. --> Gerber, Joyce C.
   000201-00-0966:  Nolan, Patricia M. --> Osborne, Mervan F.
   000201-00-0998:  Nolan, Patricia M. --> Gerber, Joyce C.
   000701-00-0018:  Nolan, Patricia M. --> Gerber, Joyce C.
   000701-00-0054:  Nolan, Patricia M. --> Gerber, Joyce C.
   000701-00-0065:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000701-00-0076:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000701-00-0081:  Nolan, Patricia M. --> Cronin, Fran Albin
   000701-00-0124:  Nolan, Patricia M. --> Cronin, Fran Albin
   000701-00-0132:  Nolan, Patricia M. --> Gerber, Joyce C.
   000701-00-0158:  Nolan, Patricia M. --> Cronin, Fran Albin
   000701-00-0203:  Nolan, Patricia M. --> Cronin, Fran Albin
   000701-00-0237:  Nolan, Patricia M. --> Kadete, Elechi M.
   000701-00-0264:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000701-00-0294:  Nolan, Patricia M. --> Cronin, Fran Albin
   000701-00-0313:  Nolan, Patricia M. --> Gerber, Joyce C.
   000701-00-0324:  Nolan, Patricia M. --> Cronin, Fran Albin
   000701-00-0357:  Nolan, Patricia M. --> Osborne, Mervan F.
   000701-00-0392:  Nolan, Patricia M. --> Gerber, Joyce C.
   000701-00-0422:  Nolan, Patricia M. --> Osborne, Mervan F.
   000701-00-0441:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000701-00-0506:  Nolan, Patricia M. --> Holland, John J.
   000701-00-0527:  Nolan, Patricia M. --> Kelly, Kathleen M.
   000701-00-0543:  Nolan, Patricia M. --> Osborne, Mervan F.
   000701-00-0574:  Nolan, Patricia M. --> Cronin, Fran Albin
   000701-00-0585:  Nolan, Patricia M. --> Osborne, Mervan F.
   000701-00-0672:  Nolan, Patricia M. --> Cronin, Fran Albin
   000701-00-0681:  Nolan, Patricia M. --> Gerber, Joyce C.
   000701-00-0700:  Nolan, Patricia M. --> Gerber, Joyce C.
