ballotID,rank1,rank2,rank3,rank4
13921,DEAN PRESTON,skipped,skipped,skipped
13922,DEAN PRESTON,skipped,skipped,skipped
13923,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
13924,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
13925,VALLIE BROWN,skipped,skipped,skipped
13926,VALLIE BROWN,skipped,skipped,skipped
13927,DEAN PRESTON,VALLIE BROWN,skipped,skipped
13928,DEAN PRESTON,VALLIE BROWN,skipped,skipped
13929,skipped,skipped,skipped,skipped
13930,VALLIE BROWN,skipped,skipped,skipped
13931,VALLIE BROWN,skipped,skipped,skipped
13932,VALLIE BROWN,DEAN PRESTON,skipped,skipped
13933,VALLIE BROWN,skipped,skipped,skipped
13934,VALLIE BROWN,DEAN PRESTON,skipped,NOMVULA O'MEARA
13935,DEAN PRESTON,RYAN LAM,skipped,skipped
13936,DEAN PRESTON,VALLIE BROWN,skipped,skipped
13937,VALLIE BROWN,skipped,skipped,skipped
13938,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
13939,DEAN PRESTON,VALLIE BROWN,skipped,skipped
13940,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON,RYAN LAM
13941,VALLIE BROWN,skipped,skipped,skipped
13942,DEAN PRESTON,skipped,RYAN LAM,overvote
13943,VALLIE BROWN,skipped,skipped,skipped
13944,DEAN PRESTON,skipped,skipped,skipped
13945,DEAN PRESTON,skipped,skipped,skipped
13946,VALLIE BROWN,skipped,skipped,skipped
13947,VALLIE BROWN,DEAN PRESTON,skipped,skipped
13948,VALLIE BROWN,skipped,skipped,skipped
13949,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
13950,VALLIE BROWN,skipped,skipped,skipped
13951,VALLIE BROWN,RYAN LAM,DEAN PRESTON,skipped
13952,DEAN PRESTON,VALLIE BROWN,skipped,skipped
13953,DEAN PRESTON,skipped,skipped,skipped
13954,VALLIE BROWN,skipped,skipped,skipped
13955,DEAN PRESTON,skipped,skipped,skipped
13956,DEAN PRESTON,NOMVULA O'MEARA,skipped,skipped
13957,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
13958,DEAN PRESTON,skipped,skipped,skipped
13959,VALLIE BROWN,DEAN PRESTON,skipped,skipped
13960,VALLIE BROWN,DEAN PRESTON,skipped,skipped
13961,DEAN PRESTON,VALLIE BROWN,skipped,skipped
13962,DEAN PRESTON,skipped,skipped,skipped
13963,VALLIE BROWN,skipped,skipped,skipped
13964,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
13965,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
13966,VALLIE BROWN,skipped,skipped,skipped
13967,VALLIE BROWN,DEAN PRESTON,skipped,skipped
13968,skipped,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
13969,skipped,skipped,skipped,skipped
13970,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
13971,skipped,skipped,skipped,skipped
13972,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
13973,DEAN PRESTON,skipped,skipped,skipped
13974,VALLIE BROWN,DEAN PRESTON,skipped,skipped
13975,VALLIE BROWN,skipped,skipped,skipped
13976,VALLIE BROWN,skipped,skipped,skipped
13977,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
13978,VALLIE BROWN,RYAN LAM,DEAN PRESTON,skipped
13979,skipped,skipped,skipped,skipped
13980,DEAN PRESTON,VALLIE BROWN,RYAN LAM,skipped
13981,skipped,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON
13982,VALLIE BROWN,DEAN PRESTON,RYAN LAM,skipped
13983,skipped,skipped,skipped,skipped
13984,skipped,skipped,skipped,skipped
13985,DEAN PRESTON,skipped,skipped,skipped
13986,VALLIE BROWN,DEAN PRESTON,skipped,skipped
13987,DEAN PRESTON,VALLIE BROWN,skipped,skipped
13988,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
13989,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
13990,VALLIE BROWN,DEAN PRESTON,skipped,skipped
13991,DEAN PRESTON,skipped,skipped,skipped
13992,VALLIE BROWN,skipped,skipped,skipped
13993,DEAN PRESTON,skipped,skipped,skipped
13994,RYAN LAM,NOMVULA O'MEARA,skipped,skipped
13995,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON
13996,RYAN LAM,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA
13997,DEAN PRESTON,skipped,skipped,skipped
13998,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
13999,VALLIE BROWN,skipped,skipped,skipped
14000,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
14001,VALLIE BROWN,VALLIE BROWN,VALLIE BROWN,skipped
14002,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14003,VALLIE BROWN,skipped,skipped,skipped
14004,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14005,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM
14006,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
14007,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
14008,VALLIE BROWN,skipped,skipped,skipped
14009,DEAN PRESTON,skipped,skipped,skipped
14010,VALLIE BROWN,skipped,skipped,skipped
14011,skipped,skipped,skipped,skipped
14012,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
14013,VALLIE BROWN,skipped,skipped,skipped
14014,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
14015,skipped,skipped,skipped,skipped
14016,VALLIE BROWN,skipped,skipped,skipped
14017,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14018,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14019,VALLIE BROWN,skipped,skipped,skipped
14020,VALLIE BROWN,RYAN LAM,skipped,skipped
14021,skipped,skipped,skipped,skipped
14022,VALLIE BROWN,skipped,skipped,skipped
14023,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14024,skipped,skipped,skipped,skipped
14025,RYAN LAM,VALLIE BROWN,skipped,skipped
14026,skipped,skipped,skipped,skipped
14027,skipped,skipped,skipped,skipped
14028,skipped,skipped,skipped,skipped
14029,DEAN PRESTON,NOMVULA O'MEARA,VALLIE BROWN,skipped
14030,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14031,skipped,skipped,skipped,skipped
14032,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14033,VALLIE BROWN,DEAN PRESTON,RYAN LAM,skipped
14034,VALLIE BROWN,skipped,skipped,skipped
14035,VALLIE BROWN,skipped,skipped,skipped
14036,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
14037,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14038,DEAN PRESTON,skipped,skipped,skipped
14039,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM
14040,DEAN PRESTON,skipped,skipped,skipped
14041,skipped,skipped,skipped,skipped
14042,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
14043,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON,skipped
14044,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14045,VALLIE BROWN,skipped,skipped,skipped
14046,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
14047,DEAN PRESTON,skipped,skipped,skipped
14048,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14049,DEAN PRESTON,RYAN LAM,VALLIE BROWN,skipped
14050,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
14051,VALLIE BROWN,skipped,skipped,skipped
14052,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
14053,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14054,VALLIE BROWN,skipped,skipped,skipped
14055,skipped,skipped,skipped,skipped
14056,VALLIE BROWN,skipped,skipped,skipped
14057,DEAN PRESTON,skipped,skipped,skipped
14058,DEAN PRESTON,NOMVULA O'MEARA,VALLIE BROWN,RYAN LAM
14059,DEAN PRESTON,skipped,skipped,skipped
14060,VALLIE BROWN,skipped,skipped,skipped
14061,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14062,VALLIE BROWN,skipped,skipped,skipped
14063,VALLIE BROWN,skipped,skipped,skipped
14064,DEAN PRESTON,skipped,skipped,skipped
14065,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14066,DEAN PRESTON,skipped,skipped,skipped
14067,VALLIE BROWN,DEAN PRESTON,RYAN LAM,skipped
14068,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
14069,DEAN PRESTON,skipped,skipped,skipped
14070,DEAN PRESTON,skipped,skipped,skipped
14071,VALLIE BROWN,skipped,skipped,skipped
14072,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
14073,DEAN PRESTON,skipped,skipped,skipped
14074,VALLIE BROWN,skipped,skipped,skipped
14075,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
14076,VALLIE BROWN,skipped,skipped,skipped
14077,VALLIE BROWN,skipped,skipped,skipped
14078,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
14079,VALLIE BROWN,skipped,skipped,skipped
14080,skipped,skipped,skipped,skipped
14081,VALLIE BROWN,NOMVULA O'MEARA,skipped,skipped
14082,VALLIE BROWN,skipped,skipped,skipped
14083,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
14084,VALLIE BROWN,skipped,skipped,skipped
14085,VALLIE BROWN,DEAN PRESTON,RYAN LAM,skipped
14086,VALLIE BROWN,skipped,skipped,skipped
14087,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
14088,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
14089,DEAN PRESTON,skipped,skipped,skipped
14090,DEAN PRESTON,skipped,NOMVULA O'MEARA,RYAN LAM
14091,DEAN PRESTON,skipped,skipped,skipped
14092,VALLIE BROWN,skipped,skipped,skipped
14093,VALLIE BROWN,skipped,skipped,skipped
14094,VALLIE BROWN,skipped,skipped,skipped
14095,VALLIE BROWN,skipped,skipped,skipped
14096,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
14097,VALLIE BROWN,skipped,skipped,skipped
14098,VALLIE BROWN,skipped,skipped,skipped
14099,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
14100,skipped,skipped,skipped,skipped
14101,DEAN PRESTON,skipped,VALLIE BROWN,RYAN LAM
14102,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14103,VALLIE BROWN,skipped,skipped,skipped
14104,DEAN PRESTON,skipped,skipped,skipped
14105,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
14106,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
14107,DEAN PRESTON,VALLIE BROWN,RYAN LAM,skipped
14108,DEAN PRESTON,skipped,skipped,skipped
14109,DEAN PRESTON,skipped,skipped,skipped
14110,DEAN PRESTON,skipped,skipped,skipped
14111,DEAN PRESTON,skipped,skipped,skipped
14112,VALLIE BROWN,skipped,skipped,skipped
14113,VALLIE BROWN,skipped,skipped,skipped
14114,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
14115,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
14116,VALLIE BROWN,skipped,skipped,skipped
14117,VALLIE BROWN,skipped,skipped,skipped
14118,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14119,VALLIE BROWN,skipped,skipped,skipped
14120,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
14121,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14122,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
14123,DEAN PRESTON,skipped,skipped,skipped
14124,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,skipped
14125,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14126,DEAN PRESTON,skipped,skipped,skipped
14127,RYAN LAM,skipped,skipped,skipped
14128,DEAN PRESTON,skipped,skipped,skipped
14129,DEAN PRESTON,skipped,skipped,skipped
14130,RYAN LAM,NOMVULA O'MEARA,skipped,skipped
14131,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON
14132,VALLIE BROWN,skipped,skipped,skipped
14133,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
14134,VALLIE BROWN,skipped,skipped,skipped
14135,DEAN PRESTON,skipped,skipped,skipped
14136,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14137,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
14138,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14139,skipped,skipped,skipped,skipped
14140,skipped,DEAN PRESTON,skipped,skipped
14141,DEAN PRESTON,skipped,skipped,skipped
14142,DEAN PRESTON,skipped,skipped,skipped
14143,skipped,skipped,skipped,skipped
14144,skipped,skipped,skipped,skipped
14145,DEAN PRESTON,skipped,skipped,skipped
14146,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14147,skipped,skipped,skipped,skipped
14148,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
14149,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14150,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
14151,DEAN PRESTON,skipped,skipped,skipped
14152,RYAN LAM,DEAN PRESTON,skipped,skipped
14153,DEAN PRESTON,skipped,skipped,skipped
14154,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
14155,DEAN PRESTON,skipped,skipped,skipped
14156,VALLIE BROWN,skipped,skipped,skipped
14157,DEAN PRESTON,skipped,skipped,skipped
14158,VALLIE BROWN,DEAN PRESTON,RYAN LAM,skipped
14159,DEAN PRESTON,skipped,skipped,skipped
14160,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14161,DEAN PRESTON,skipped,skipped,skipped
14162,DEAN PRESTON,skipped,skipped,skipped
14163,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM
14164,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,skipped
14165,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM
14166,RYAN LAM,VALLIE BROWN,skipped,skipped
14167,VALLIE BROWN,skipped,skipped,skipped
14168,DEAN PRESTON,skipped,skipped,skipped
14169,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
14170,VALLIE BROWN,skipped,skipped,skipped
14171,RYAN LAM,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON
14172,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON,VALLIE BROWN
14173,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14174,VALLIE BROWN,skipped,skipped,skipped
14175,DEAN PRESTON,skipped,skipped,skipped
14176,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
14177,DEAN PRESTON,RYAN LAM,skipped,skipped
14178,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14179,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM
14180,VALLIE BROWN,RYAN LAM,DEAN PRESTON,skipped
14181,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14182,DEAN PRESTON,skipped,skipped,skipped
14183,VALLIE BROWN,skipped,skipped,skipped
14184,RYAN LAM,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA
14185,DEAN PRESTON,skipped,NOMVULA O'MEARA,RYAN LAM
14186,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
14187,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14188,DEAN PRESTON,skipped,skipped,skipped
14189,VALLIE BROWN,skipped,skipped,skipped
14190,VALLIE BROWN,skipped,skipped,skipped
14191,skipped,DEAN PRESTON,skipped,skipped
14192,DEAN PRESTON,skipped,skipped,skipped
14193,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
14194,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14195,VALLIE BROWN,skipped,skipped,skipped
14196,DEAN PRESTON,RYAN LAM,skipped,skipped
14197,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14198,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
14199,DEAN PRESTON,skipped,skipped,skipped
14200,VALLIE BROWN,skipped,skipped,skipped
14201,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14202,DEAN PRESTON,skipped,skipped,skipped
14203,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14204,DEAN PRESTON,skipped,skipped,skipped
14205,DEAN PRESTON,skipped,skipped,skipped
14206,DEAN PRESTON,skipped,skipped,skipped
14207,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14208,DEAN PRESTON,RYAN LAM,VALLIE BROWN,skipped
14209,VALLIE BROWN,skipped,skipped,skipped
14210,NOMVULA O'MEARA,skipped,skipped,skipped
14211,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
14212,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
14213,skipped,skipped,skipped,skipped
14214,DEAN PRESTON,skipped,skipped,skipped
14215,DEAN PRESTON,RYAN LAM,VALLIE BROWN,DEAN PRESTON
14216,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
14217,VALLIE BROWN,skipped,skipped,skipped
14218,RYAN LAM,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA
14219,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
14220,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
14221,VALLIE BROWN,skipped,skipped,skipped
14222,VALLIE BROWN,skipped,skipped,skipped
14223,VALLIE BROWN,skipped,skipped,skipped
14224,NOMVULA O'MEARA,VALLIE BROWN,RYAN LAM,DEAN PRESTON
14225,DEAN PRESTON,skipped,skipped,skipped
14226,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14227,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14228,VALLIE BROWN,skipped,skipped,skipped
14229,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
14230,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
14231,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
14232,DEAN PRESTON,skipped,skipped,skipped
14233,skipped,skipped,skipped,skipped
14234,VALLIE BROWN,skipped,skipped,skipped
14235,VALLIE BROWN,skipped,skipped,skipped
14236,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
14237,VALLIE BROWN,skipped,skipped,skipped
14238,DEAN PRESTON,overvote,RYAN LAM,skipped
14239,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON,VALLIE BROWN
14240,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14241,DEAN PRESTON,skipped,skipped,skipped
14242,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14243,VALLIE BROWN,skipped,skipped,skipped
14244,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
14245,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
14246,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
14247,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14248,DEAN PRESTON,RYAN LAM,VALLIE BROWN,NOMVULA O'MEARA
14249,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,skipped
14250,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
14251,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14252,DEAN PRESTON,NOMVULA O'MEARA,VALLIE BROWN,skipped
14253,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
14254,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
14255,VALLIE BROWN,skipped,skipped,skipped
14256,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,skipped
14257,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
14258,skipped,skipped,skipped,skipped
14259,DEAN PRESTON,skipped,skipped,skipped
14260,skipped,skipped,skipped,skipped
14261,skipped,skipped,skipped,skipped
14262,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
14263,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14264,VALLIE BROWN,skipped,skipped,skipped
14265,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
14266,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
14267,VALLIE BROWN,skipped,skipped,skipped
14268,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14269,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14270,DEAN PRESTON,VALLIE BROWN,RYAN LAM,skipped
14271,VALLIE BROWN,skipped,skipped,skipped
14272,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON,VALLIE BROWN
14273,DEAN PRESTON,skipped,skipped,skipped
14274,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14275,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
14276,VALLIE BROWN,skipped,skipped,skipped
14277,DEAN PRESTON,skipped,skipped,skipped
14278,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,skipped
14279,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON,VALLIE BROWN
14280,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
14281,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14282,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14283,VALLIE BROWN,skipped,skipped,skipped
14284,VALLIE BROWN,skipped,skipped,skipped
14285,VALLIE BROWN,skipped,skipped,skipped
14286,VALLIE BROWN,skipped,skipped,skipped
14287,DEAN PRESTON,skipped,skipped,skipped
14288,VALLIE BROWN,skipped,skipped,skipped
14289,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14290,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
14291,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14292,DEAN PRESTON,skipped,skipped,skipped
14293,DEAN PRESTON,skipped,skipped,skipped
14294,VALLIE BROWN,VALLIE BROWN,VALLIE BROWN,VALLIE BROWN
14295,skipped,skipped,skipped,skipped
14296,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,skipped
14297,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
14298,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
14299,VALLIE BROWN,skipped,skipped,skipped
14300,DEAN PRESTON,skipped,skipped,skipped
14301,DEAN PRESTON,skipped,skipped,skipped
14302,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
14303,DEAN PRESTON,skipped,skipped,skipped
14304,VALLIE BROWN,skipped,skipped,skipped
14305,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14306,VALLIE BROWN,skipped,skipped,skipped
14307,DEAN PRESTON,skipped,skipped,skipped
14308,DEAN PRESTON,skipped,VALLIE BROWN,skipped
14309,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14310,DEAN PRESTON,skipped,skipped,skipped
14311,VALLIE BROWN,skipped,skipped,skipped
14312,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14313,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14314,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14315,VALLIE BROWN,skipped,skipped,skipped
14316,DEAN PRESTON,skipped,skipped,skipped
14317,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14318,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,skipped
14319,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
14320,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14321,VALLIE BROWN,skipped,skipped,skipped
14322,skipped,skipped,skipped,skipped
14323,VALLIE BROWN,skipped,skipped,skipped
14324,VALLIE BROWN,skipped,skipped,skipped
14325,DEAN PRESTON,skipped,skipped,skipped
14326,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
14327,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14328,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
14329,DEAN PRESTON,skipped,skipped,skipped
14330,VALLIE BROWN,skipped,skipped,skipped
14331,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14332,VALLIE BROWN,skipped,skipped,skipped
14333,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14334,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
14335,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14336,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14337,RYAN LAM,skipped,skipped,skipped
14338,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
14339,VALLIE BROWN,skipped,skipped,skipped
14340,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14341,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14342,VALLIE BROWN,skipped,skipped,skipped
14343,VALLIE BROWN,skipped,skipped,skipped
14344,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
14345,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
14346,skipped,VALLIE BROWN,RYAN LAM,DEAN PRESTON
14347,VALLIE BROWN,skipped,skipped,skipped
14348,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM
14349,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
14350,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14351,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,skipped
14352,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
14353,skipped,skipped,skipped,skipped
14354,DEAN PRESTON,skipped,skipped,skipped
14355,DEAN PRESTON,skipped,skipped,skipped
14356,DEAN PRESTON,skipped,skipped,skipped
14357,VALLIE BROWN,skipped,skipped,skipped
14358,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14359,DEAN PRESTON,skipped,skipped,skipped
14360,DEAN PRESTON,VALLIE BROWN,skipped,skipped
14361,VALLIE BROWN,skipped,skipped,skipped
14362,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14363,skipped,DEAN PRESTON,skipped,skipped
14364,skipped,DEAN PRESTON,skipped,skipped
14365,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
14366,VALLIE BROWN,skipped,skipped,skipped
14367,DEAN PRESTON,skipped,skipped,skipped
14368,VALLIE BROWN,DEAN PRESTON,skipped,skipped
14369,VALLIE BROWN,DEAN PRESTON,skipped,skipped
