ballotID,rank1,rank2,rank3,rank4
43,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
44,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
45,DEAN PRESTON,skipped,skipped,skipped
46,VALLIE BROWN,DEAN PRESTON,skipped,skipped
47,DEAN PRESTON,VALLIE BROWN,skipped,skipped
48,VALLIE BROWN,skipped,skipped,skipped
49,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
50,VALLIE BROWN,skipped,skipped,skipped
51,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON,RYAN LAM
52,DEAN PRESTON,skipped,skipped,skipped
53,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
54,DEAN PRESTON,skipped,skipped,skipped
55,RYAN LAM,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA
56,VALLIE BROWN,DEAN PRESTON,skipped,skipped
57,VALLIE BROWN,DEAN PRESTON,skipped,skipped
58,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
59,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
60,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
61,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
62,VALLIE BROWN,skipped,skipped,skipped
63,DEAN PRESTON,VALLIE BROWN,skipped,skipped
64,skipped,skipped,skipped,skipped
65,VALLIE BROWN,DEAN PRESTON,skipped,skipped
66,RYAN LAM,DEAN PRESTON,skipped,skipped
67,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
68,DEAN PRESTON,skipped,skipped,skipped
69,DEAN PRESTON,skipped,skipped,skipped
70,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON
71,VALLIE BROWN,RYAN LAM,skipped,skipped
72,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
73,VALLIE BROWN,DEAN PRESTON,skipped,skipped
74,VALLIE BROWN,skipped,skipped,skipped
75,DEAN PRESTON,RYAN LAM,VALLIE BROWN,NOMVULA O'MEARA
76,VALLIE BROWN,DEAN PRESTON,skipped,skipped
77,DEAN PRESTON,skipped,skipped,skipped
78,VALLIE BROWN,skipped,skipped,skipped
79,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA,VALLIE BROWN
80,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
81,VALLIE BROWN,DEAN PRESTON,skipped,skipped
82,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
83,VALLIE BROWN,skipped,skipped,skipped
84,RYAN LAM,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON
85,DEAN PRESTON,VALLIE BROWN,skipped,skipped
86,RYAN LAM,VALLIE BROWN,skipped,skipped
87,DEAN PRESTON,RYAN LAM,VALLIE BROWN,NOMVULA O'MEARA
88,VALLIE BROWN,skipped,skipped,skipped
89,VALLIE BROWN,VALLIE BROWN,VALLIE BROWN,VALLIE BROWN
90,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
91,DEAN PRESTON,RYAN LAM,VALLIE BROWN,NOMVULA O'MEARA
92,VALLIE BROWN,skipped,skipped,skipped
93,DEAN PRESTON,VALLIE BROWN,skipped,skipped
94,VALLIE BROWN,skipped,skipped,skipped
95,skipped,skipped,skipped,skipped
96,VALLIE BROWN,skipped,skipped,skipped
97,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA,VALLIE BROWN
98,VALLIE BROWN,DEAN PRESTON,RYAN LAM,skipped
99,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
100,RYAN LAM,skipped,skipped,skipped
101,RYAN LAM,RYAN LAM,RYAN LAM,RYAN LAM
102,DEAN PRESTON,NOMVULA O'MEARA,skipped,skipped
103,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
104,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
105,DEAN PRESTON,skipped,skipped,skipped
106,VALLIE BROWN,NOMVULA O'MEARA,skipped,skipped
107,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
108,DEAN PRESTON,skipped,skipped,skipped
109,VALLIE BROWN,skipped,skipped,skipped
110,VALLIE BROWN,skipped,skipped,skipped
111,DEAN PRESTON,RYAN LAM,skipped,skipped
112,skipped,skipped,skipped,skipped
113,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,skipped
114,VALLIE BROWN,skipped,skipped,skipped
115,DEAN PRESTON,skipped,skipped,skipped
116,VALLIE BROWN,DEAN PRESTON,skipped,skipped
117,VALLIE BROWN,skipped,skipped,skipped
118,DEAN PRESTON,VALLIE BROWN,skipped,skipped
119,DEAN PRESTON,VALLIE BROWN,RYAN LAM,skipped
120,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
121,skipped,DEAN PRESTON,skipped,skipped
122,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
123,VALLIE BROWN,DEAN PRESTON,RYAN LAM,skipped
124,DEAN PRESTON,RYAN LAM,VALLIE BROWN,NOMVULA O'MEARA
125,VALLIE BROWN,skipped,skipped,skipped
126,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
127,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
128,skipped,skipped,skipped,skipped
129,DEAN PRESTON,skipped,skipped,skipped
130,DEAN PRESTON,VALLIE BROWN,RYAN LAM,skipped
131,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,skipped
132,DEAN PRESTON,RYAN LAM,VALLIE BROWN,NOMVULA O'MEARA
133,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
134,DEAN PRESTON,RYAN LAM,VALLIE BROWN,NOMVULA O'MEARA
135,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON,VALLIE BROWN
136,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
137,VALLIE BROWN,skipped,skipped,skipped
138,VALLIE BROWN,DEAN PRESTON,skipped,skipped
139,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
140,skipped,skipped,skipped,skipped
141,DEAN PRESTON,skipped,skipped,skipped
142,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
143,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
144,skipped,skipped,skipped,skipped
145,DEAN PRESTON,skipped,skipped,skipped
146,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON,RYAN LAM
147,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
148,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
149,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
150,RYAN LAM,skipped,skipped,skipped
151,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
152,VALLIE BROWN,DEAN PRESTON,skipped,skipped
153,VALLIE BROWN,DEAN PRESTON,skipped,skipped
154,VALLIE BROWN,skipped,skipped,skipped
155,DEAN PRESTON,VALLIE BROWN,skipped,skipped
156,skipped,DEAN PRESTON,skipped,skipped
157,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,skipped
158,DEAN PRESTON,skipped,skipped,skipped
159,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
160,DEAN PRESTON,skipped,skipped,skipped
161,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
162,overvote,NOMVULA O'MEARA,DEAN PRESTON,RYAN LAM
163,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
164,VALLIE BROWN,skipped,skipped,skipped
165,VALLIE BROWN,VALLIE BROWN,VALLIE BROWN,skipped
166,VALLIE BROWN,skipped,skipped,skipped
167,DEAN PRESTON,VALLIE BROWN,skipped,skipped
168,DEAN PRESTON,VALLIE BROWN,skipped,skipped
169,VALLIE BROWN,skipped,skipped,skipped
170,VALLIE BROWN,DEAN PRESTON,skipped,skipped
171,RYAN LAM,skipped,skipped,skipped
172,DEAN PRESTON,skipped,skipped,skipped
173,RYAN LAM,NOMVULA O'MEARA,skipped,skipped
174,VALLIE BROWN,skipped,skipped,skipped
175,VALLIE BROWN,skipped,skipped,skipped
176,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
177,VALLIE BROWN,NOMVULA O'MEARA,skipped,skipped
178,DEAN PRESTON,VALLIE BROWN,skipped,skipped
179,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,skipped
180,VALLIE BROWN,DEAN PRESTON,skipped,skipped
181,VALLIE BROWN,skipped,skipped,skipped
182,VALLIE BROWN,skipped,skipped,skipped
183,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
184,DEAN PRESTON,skipped,skipped,skipped
185,VALLIE BROWN,skipped,skipped,skipped
186,VALLIE BROWN,skipped,skipped,skipped
187,DEAN PRESTON,skipped,skipped,skipped
188,VALLIE BROWN,skipped,skipped,skipped
189,DEAN PRESTON,VALLIE BROWN,skipped,skipped
190,DEAN PRESTON,VALLIE BROWN,skipped,skipped
191,VALLIE BROWN,skipped,skipped,skipped
192,VALLIE BROWN,DEAN PRESTON,skipped,skipped
193,VALLIE BROWN,skipped,skipped,skipped
194,VALLIE BROWN,skipped,skipped,skipped
195,DEAN PRESTON,skipped,skipped,skipped
196,DEAN PRESTON,VALLIE BROWN,skipped,skipped
197,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
198,VALLIE BROWN,skipped,skipped,skipped
199,DEAN PRESTON,skipped,skipped,skipped
200,DEAN PRESTON,skipped,skipped,skipped
201,DEAN PRESTON,skipped,skipped,skipped
202,VALLIE BROWN,skipped,skipped,skipped
203,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
204,VALLIE BROWN,DEAN PRESTON,skipped,skipped
205,VALLIE BROWN,skipped,skipped,skipped
206,VALLIE BROWN,DEAN PRESTON,skipped,skipped
207,DEAN PRESTON,VALLIE BROWN,skipped,skipped
208,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON,RYAN LAM
209,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
210,VALLIE BROWN,DEAN PRESTON,skipped,skipped
211,VALLIE BROWN,skipped,skipped,skipped
212,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
213,VALLIE BROWN,skipped,skipped,skipped
214,DEAN PRESTON,skipped,skipped,skipped
215,DEAN PRESTON,skipped,skipped,skipped
216,VALLIE BROWN,skipped,skipped,skipped
217,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
218,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM
219,DEAN PRESTON,RYAN LAM,skipped,NOMVULA O'MEARA
220,VALLIE BROWN,skipped,skipped,skipped
221,DEAN PRESTON,skipped,skipped,skipped
222,VALLIE BROWN,DEAN PRESTON,skipped,skipped
223,DEAN PRESTON,skipped,skipped,skipped
224,VALLIE BROWN,VALLIE BROWN,VALLIE BROWN,VALLIE BROWN
225,DEAN PRESTON,skipped,skipped,skipped
226,DEAN PRESTON,VALLIE BROWN,RYAN LAM,skipped
227,DEAN PRESTON,skipped,skipped,skipped
228,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
229,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
230,DEAN PRESTON,skipped,skipped,skipped
231,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
232,DEAN PRESTON,skipped,skipped,skipped
233,VALLIE BROWN,RYAN LAM,DEAN PRESTON,skipped
234,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
235,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON
236,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON
237,VALLIE BROWN,skipped,skipped,skipped
238,VALLIE BROWN,skipped,skipped,skipped
239,DEAN PRESTON,VALLIE BROWN,skipped,skipped
240,DEAN PRESTON,skipped,skipped,skipped
241,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,skipped
242,DEAN PRESTON,skipped,skipped,skipped
243,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
244,DEAN PRESTON,skipped,skipped,skipped
245,DEAN PRESTON,skipped,skipped,skipped
246,VALLIE BROWN,skipped,skipped,skipped
247,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
248,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA,VALLIE BROWN
249,DEAN PRESTON,VALLIE BROWN,skipped,skipped
250,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,skipped
251,NOMVULA O'MEARA,RYAN LAM,skipped,DEAN PRESTON
252,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,overvote
253,DEAN PRESTON,VALLIE BROWN,skipped,skipped
254,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
255,VALLIE BROWN,skipped,skipped,skipped
256,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
257,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
258,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
259,DEAN PRESTON,skipped,skipped,skipped
260,VALLIE BROWN,DEAN PRESTON,RYAN LAM,skipped
261,DEAN PRESTON,skipped,skipped,skipped
262,DEAN PRESTON,skipped,skipped,skipped
263,DEAN PRESTON,skipped,skipped,skipped
264,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
265,DEAN PRESTON,skipped,skipped,skipped
266,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
267,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
268,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
269,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
270,DEAN PRESTON,skipped,skipped,skipped
271,DEAN PRESTON,RYAN LAM,VALLIE BROWN,NOMVULA O'MEARA
272,DEAN PRESTON,skipped,skipped,skipped
273,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
274,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
275,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
276,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON
277,RYAN LAM,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA
278,DEAN PRESTON,VALLIE BROWN,RYAN LAM,skipped
279,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
280,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
281,VALLIE BROWN,skipped,skipped,skipped
282,VALLIE BROWN,DEAN PRESTON,skipped,skipped
283,VALLIE BROWN,skipped,skipped,skipped
284,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
285,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,skipped
286,VALLIE BROWN,skipped,skipped,skipped
287,DEAN PRESTON,skipped,skipped,skipped
288,RYAN LAM,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON
289,RYAN LAM,skipped,VALLIE BROWN,DEAN PRESTON
290,VALLIE BROWN,DEAN PRESTON,skipped,skipped
291,VALLIE BROWN,DEAN PRESTON,skipped,skipped
292,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
293,VALLIE BROWN,DEAN PRESTON,skipped,skipped
294,VALLIE BROWN,DEAN PRESTON,skipped,skipped
295,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
296,VALLIE BROWN,DEAN PRESTON,skipped,skipped
297,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
298,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
299,DEAN PRESTON,skipped,skipped,skipped
300,DEAN PRESTON,skipped,skipped,skipped
301,VALLIE BROWN,skipped,skipped,skipped
302,VALLIE BROWN,skipped,skipped,skipped
303,VALLIE BROWN,skipped,skipped,skipped
304,VALLIE BROWN,skipped,skipped,skipped
305,VALLIE BROWN,skipped,skipped,skipped
306,DEAN PRESTON,VALLIE BROWN,RYAN LAM,skipped
307,DEAN PRESTON,skipped,skipped,skipped
308,skipped,skipped,skipped,skipped
309,VALLIE BROWN,skipped,skipped,skipped
310,VALLIE BROWN,DEAN PRESTON,skipped,skipped
311,VALLIE BROWN,DEAN PRESTON,skipped,skipped
312,DEAN PRESTON,VALLIE BROWN,skipped,skipped
313,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
314,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
315,DEAN PRESTON,skipped,skipped,skipped
316,RYAN LAM,DEAN PRESTON,skipped,skipped
317,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON,skipped
318,VALLIE BROWN,skipped,skipped,skipped
319,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
320,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
321,VALLIE BROWN,skipped,skipped,skipped
322,VALLIE BROWN,RYAN LAM,skipped,skipped
323,DEAN PRESTON,skipped,skipped,skipped
324,VALLIE BROWN,skipped,skipped,skipped
325,skipped,skipped,skipped,skipped
326,VALLIE BROWN,skipped,skipped,skipped
327,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
328,skipped,skipped,skipped,skipped
329,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM
330,DEAN PRESTON,VALLIE BROWN,skipped,skipped
331,DEAN PRESTON,skipped,skipped,skipped
332,DEAN PRESTON,VALLIE BROWN,skipped,skipped
333,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
334,VALLIE BROWN,skipped,skipped,skipped
335,VALLIE BROWN,DEAN PRESTON,skipped,skipped
336,VALLIE BROWN,skipped,skipped,skipped
337,DEAN PRESTON,skipped,skipped,skipped
338,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
339,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
340,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
341,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON
342,RYAN LAM,skipped,skipped,skipped
343,VALLIE BROWN,skipped,skipped,skipped
344,DEAN PRESTON,VALLIE BROWN,skipped,skipped
345,DEAN PRESTON,skipped,skipped,skipped
346,RYAN LAM,VALLIE BROWN,skipped,skipped
347,VALLIE BROWN,skipped,skipped,skipped
348,DEAN PRESTON,skipped,skipped,skipped
349,VALLIE BROWN,skipped,skipped,skipped
350,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,skipped
351,VALLIE BROWN,RYAN LAM,RYAN LAM,RYAN LAM
352,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
353,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
354,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
355,VALLIE BROWN,skipped,skipped,skipped
356,VALLIE BROWN,skipped,skipped,skipped
357,VALLIE BROWN,DEAN PRESTON,skipped,skipped
358,VALLIE BROWN,skipped,skipped,skipped
359,RYAN LAM,DEAN PRESTON,VALLIE BROWN,skipped
360,DEAN PRESTON,VALLIE BROWN,skipped,skipped
361,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
362,DEAN PRESTON,skipped,skipped,skipped
363,RYAN LAM,DEAN PRESTON,skipped,skipped
364,DEAN PRESTON,skipped,skipped,skipped
365,overvote,RYAN LAM,NOMVULA O'MEARA,skipped
366,RYAN LAM,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA
367,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,skipped
368,skipped,skipped,skipped,skipped
369,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON,VALLIE BROWN
370,RYAN LAM,skipped,skipped,skipped
371,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM
372,DEAN PRESTON,NOMVULA O'MEARA,skipped,skipped
373,DEAN PRESTON,NOMVULA O'MEARA,skipped,skipped
374,DEAN PRESTON,VALLIE BROWN,RYAN LAM,skipped
375,skipped,skipped,skipped,skipped
376,DEAN PRESTON,VALLIE BROWN,skipped,skipped
377,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA,VALLIE BROWN
378,VALLIE BROWN,skipped,skipped,skipped
379,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
380,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON,RYAN LAM
381,DEAN PRESTON,skipped,skipped,skipped
382,skipped,skipped,skipped,skipped
383,skipped,skipped,skipped,skipped
384,VALLIE BROWN,skipped,skipped,skipped
385,VALLIE BROWN,skipped,skipped,skipped
386,skipped,skipped,skipped,skipped
387,DEAN PRESTON,VALLIE BROWN,skipped,skipped
388,VALLIE BROWN,DEAN PRESTON,RYAN LAM,NOMVULA O'MEARA
389,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
390,skipped,skipped,skipped,skipped
391,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,skipped
392,VALLIE BROWN,skipped,skipped,skipped
393,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
394,skipped,skipped,skipped,skipped
395,DEAN PRESTON,skipped,skipped,skipped
396,VALLIE BROWN,skipped,skipped,skipped
397,VALLIE BROWN,skipped,skipped,skipped
398,VALLIE BROWN,DEAN PRESTON,skipped,skipped
399,VALLIE BROWN,DEAN PRESTON,skipped,skipped
400,DEAN PRESTON,skipped,skipped,skipped
401,VALLIE BROWN,skipped,skipped,skipped
402,DEAN PRESTON,RYAN LAM,VALLIE BROWN,skipped
403,skipped,skipped,skipped,skipped
404,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
405,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,DEAN PRESTON
406,VALLIE BROWN,skipped,skipped,skipped
407,VALLIE BROWN,skipped,skipped,skipped
408,DEAN PRESTON,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA
409,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM,skipped
410,VALLIE BROWN,skipped,skipped,skipped
411,VALLIE BROWN,skipped,skipped,skipped
412,RYAN LAM,skipped,skipped,skipped
413,DEAN PRESTON,skipped,skipped,skipped
414,DEAN PRESTON,skipped,skipped,skipped
415,RYAN LAM,skipped,NOMVULA O'MEARA,skipped
416,RYAN LAM,VALLIE BROWN,NOMVULA O'MEARA,skipped
417,DEAN PRESTON,VALLIE BROWN,RYAN LAM,skipped
418,DEAN PRESTON,RYAN LAM,skipped,NOMVULA O'MEARA
419,DEAN PRESTON,skipped,skipped,skipped
420,VALLIE BROWN,DEAN PRESTON,RYAN LAM,skipped
421,VALLIE BROWN,NOMVULA O'MEARA,DEAN PRESTON,RYAN LAM
422,DEAN PRESTON,skipped,skipped,skipped
423,VALLIE BROWN,DEAN PRESTON,skipped,skipped
424,VALLIE BROWN,skipped,skipped,skipped
425,VALLIE BROWN,skipped,skipped,skipped
426,DEAN PRESTON,skipped,skipped,skipped
427,VALLIE BROWN,RYAN LAM,NOMVULA O'MEARA,DEAN PRESTON
428,DEAN PRESTON,skipped,skipped,skipped
429,VALLIE BROWN,skipped,skipped,skipped
430,DEAN PRESTON,VALLIE BROWN,NOMVULA O'MEARA,RYAN LAM
431,VALLIE BROWN,RYAN LAM,DEAN PRESTON,NOMVULA O'MEARA
432,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM,VALLIE BROWN
433,VALLIE BROWN,DEAN PRESTON,NOMVULA O'MEARA,RYAN LAM
434,VALLIE BROWN,skipped,skipped,skipped
435,VALLIE BROWN,skipped,skipped,skipped
436,DEAN PRESTON,VALLIE BROWN,skipped,skipped
437,VALLIE BROWN,skipped,skipped,skipped
438,DEAN PRESTON,skipped,skipped,skipped
439,VALLIE BROWN,skipped,skipped,skipped
440,VALLIE BROWN,skipped,skipped,skipped
441,DEAN PRESTON,VALLIE BROWN,skipped,skipped
