ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9
11532,"McGovern, Marc C.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11533,"Tauber, Nancy","Lemily Wiggins, Gail","Malner, Stefan","McGovern, Marc C.","Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped
11534,"McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11535,"McGovern, Marc C.","Grassi, Joseph G.","Nolan, Patricia M.","Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped
11536,"McGovern, Marc C.","Nolan, Patricia M.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
11537,"Nolan, Patricia M.","McGovern, Marc C.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
11538,"Nolan, Patricia M.","Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Lemily Wiggins, Gail","McGovern, Marc C.","Malner, Stefan","Tauber, Nancy"
11539,"Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped
11540,"Tauber, Nancy","Lemily Wiggins, Gail","Malner, Stefan",skipped,skipped,skipped,skipped,skipped,skipped
11541,"McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11542,"Schuster, Luc","Lemily Wiggins, Gail","Tauber, Nancy","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
11543,"McGovern, Marc C.","Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
11544,"Schuster, Luc","Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
11545,skipped,"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11546,"Schuster, Luc","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
11547,"Schuster, Luc","Nolan, Patricia M.","McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
11548,"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped
11549,"Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11550,"Nolan, Patricia M.","Fantini, Alfred B.","McGovern, Marc C.","Grassi, Joseph G.","Malner, Stefan","Schuster, Luc",skipped,skipped,skipped
11551,"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11552,"Fantini, Alfred B.","Lemily Wiggins, Gail","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
11553,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11554,"Tauber, Nancy","McGovern, Marc C.","Harding, Richard, Jr.",skipped,"Lemily Wiggins, Gail",skipped,skipped,skipped,skipped
11555,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11556,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11557,"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped
11558,"Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
11559,"Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
11560,"McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
11561,"Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.","McGovern, Marc C.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped
11562,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11563,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11564,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11565,"Schuster, Luc","Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
11566,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11567,"McGovern, Marc C.","Lemily Wiggins, Gail","Nolan, Patricia M.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
11568,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11569,"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11570,"Lemily Wiggins, Gail","Tauber, Nancy","Fantini, Alfred B.","Harding, Richard, Jr.","Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc","Grassi, Joseph G.","Malner, Stefan"
11571,"Nolan, Patricia M.","Schuster, Luc","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
11572,"Fantini, Alfred B.","Schuster, Luc","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
11573,"Schuster, Luc","Fantini, Alfred B.","McGovern, Marc C.","Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped
11574,"Schuster, Luc","McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
11575,"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11576,"Nolan, Patricia M.","Schuster, Luc","Tauber, Nancy","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped
11577,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11578,"McGovern, Marc C.","Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
11579,"Nolan, Patricia M.","McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
11580,"Lemily Wiggins, Gail","McGovern, Marc C.","Fantini, Alfred B.","Tauber, Nancy","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
11581,"Lemily Wiggins, Gail","Tauber, Nancy","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
11582,"McGovern, Marc C.","Schuster, Luc","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
11583,"Tauber, Nancy","Fantini, Alfred B.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
11584,"Nolan, Patricia M.","Tauber, Nancy","Lemily Wiggins, Gail","Schuster, Luc","McGovern, Marc C.","Malner, Stefan","Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B."
11585,"Fantini, Alfred B.","McGovern, Marc C.","Nolan, Patricia M.","Tauber, Nancy","Lemily Wiggins, Gail","Malner, Stefan","Schuster, Luc","Grassi, Joseph G.","Harding, Richard, Jr."
11586,"Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc","Harding, Richard, Jr.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped
11587,"Tauber, Nancy","McGovern, Marc C.","Lemily Wiggins, Gail","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
11588,"Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11589,"Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11590,"Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
11591,"Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11592,"Schuster, Luc","Nolan, Patricia M.","Lemily Wiggins, Gail","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped
11593,"McGovern, Marc C.","Fantini, Alfred B.","Schuster, Luc","Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped
11594,"Schuster, Luc","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11595,"Schuster, Luc","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11596,"Nolan, Patricia M.","Malner, Stefan",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11597,"Nolan, Patricia M.","Malner, Stefan","Lemily Wiggins, Gail","Tauber, Nancy","Fantini, Alfred B.","Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped
11598,"Nolan, Patricia M.","Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped
11599,"Malner, Stefan","Schuster, Luc",skipped,"Tauber, Nancy","Fantini, Alfred B.",skipped,skipped,skipped,skipped
11600,"Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped
11601,"McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11602,"Tauber, Nancy","McGovern, Marc C.","Lemily Wiggins, Gail","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
11603,"Nolan, Patricia M.","McGovern, Marc C.","Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
11604,"Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc","Tauber, Nancy","Grassi, Joseph G.","Harding, Richard, Jr.","Lemily Wiggins, Gail","Fantini, Alfred B.","Malner, Stefan"
11605,"Nolan, Patricia M.","Schuster, Luc","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
11606,"McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
11607,"Malner, Stefan","Lemily Wiggins, Gail","Schuster, Luc","Tauber, Nancy","Fantini, Alfred B.",skipped,skipped,skipped,skipped
11608,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11609,"Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
11610,"Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11611,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11612,"Fantini, Alfred B.","Schuster, Luc","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
11613,"Lemily Wiggins, Gail","Fantini, Alfred B.","Schuster, Luc","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped
11614,"Tauber, Nancy","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11615,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11616,"Nolan, Patricia M.","McGovern, Marc C.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
11617,"Nolan, Patricia M.","McGovern, Marc C.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
11618,"McGovern, Marc C.","Lemily Wiggins, Gail","Harding, Richard, Jr.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
11619,"Fantini, Alfred B.","Malner, Stefan","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
11620,"Nolan, Patricia M.","McGovern, Marc C.","Fantini, Alfred B.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped
11621,"Lemily Wiggins, Gail","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11622,"Nolan, Patricia M.","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
11623,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11624,"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
11625,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11626,"McGovern, Marc C.","Tauber, Nancy","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
11627,"McGovern, Marc C.","Schuster, Luc","Harding, Richard, Jr.","Nolan, Patricia M.","Lemily Wiggins, Gail","Tauber, Nancy",skipped,skipped,skipped
11628,"McGovern, Marc C.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11629,"McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
11630,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11631,"Nolan, Patricia M.","McGovern, Marc C.","Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
11632,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11633,"Schuster, Luc","McGovern, Marc C.","Nolan, Patricia M.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped
11634,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11635,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11636,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11637,"Lemily Wiggins, Gail","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11638,"Fantini, Alfred B.","McGovern, Marc C.","Grassi, Joseph G.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
11639,"Nolan, Patricia M.","Harding, Richard, Jr.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
11640,"Schuster, Luc","Tauber, Nancy","McGovern, Marc C.","Malner, Stefan","Lemily Wiggins, Gail","Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.",skipped
11641,"Schuster, Luc","Tauber, Nancy","Nolan, Patricia M.","McGovern, Marc C.","Malner, Stefan","Lemily Wiggins, Gail","Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B."
11642,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11643,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11644,"Lemily Wiggins, Gail","Tauber, Nancy","Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped
11645,"Grassi, Joseph G.","Fantini, Alfred B.","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
11646,"Tauber, Nancy","Lemily Wiggins, Gail","Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped
11647,"Nolan, Patricia M.","Grassi, Joseph G.","Fantini, Alfred B.","Schuster, Luc","McGovern, Marc C.","Malner, Stefan","Lemily Wiggins, Gail","Tauber, Nancy","Harding, Richard, Jr."
11648,"Lemily Wiggins, Gail","Tauber, Nancy","Malner, Stefan",skipped,skipped,skipped,skipped,skipped,skipped
11649,"McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Harding, Richard, Jr.","Fantini, Alfred B.",skipped,skipped,skipped,skipped
11650,"Schuster, Luc","Nolan, Patricia M.","Lemily Wiggins, Gail","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
11651,"Schuster, Luc","Nolan, Patricia M.","Lemily Wiggins, Gail","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
11652,"Tauber, Nancy","Grassi, Joseph G.","Lemily Wiggins, Gail","McGovern, Marc C.","Fantini, Alfred B.",skipped,skipped,skipped,skipped
11653,"Tauber, Nancy","Lemily Wiggins, Gail","Schuster, Luc","McGovern, Marc C.","Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped
11654,"Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11655,"Nolan, Patricia M.","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped
11656,"Nolan, Patricia M.","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped
11657,"Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11658,"Tauber, Nancy","Nolan, Patricia M.","McGovern, Marc C.","Malner, Stefan","Lemily Wiggins, Gail","Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.",skipped
11659,"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11660,"Nolan, Patricia M.","Fantini, Alfred B.","Grassi, Joseph G.","Schuster, Luc","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
11661,"Fantini, Alfred B.","Nolan, Patricia M.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
11662,"McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped
11663,"Nolan, Patricia M.","Harding, Richard, Jr.","Tauber, Nancy","Schuster, Luc","Malner, Stefan","Fantini, Alfred B.",skipped,skipped,skipped
11664,"Tauber, Nancy","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Lemily Wiggins, Gail","Malner, Stefan","Harding, Richard, Jr.","Grassi, Joseph G.",skipped
11665,"Tauber, Nancy","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Lemily Wiggins, Gail","Malner, Stefan",skipped,skipped,skipped
11666,"Tauber, Nancy","Schuster, Luc","Nolan, Patricia M.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped
11667,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11668,"Lemily Wiggins, Gail","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
11669,"McGovern, Marc C.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11670,"Tauber, Nancy","Schuster, Luc","Lemily Wiggins, Gail","Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped
11671,"McGovern, Marc C.","Nolan, Patricia M.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
11672,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11673,"McGovern, Marc C.","Nolan, Patricia M.","Tauber, Nancy","Schuster, Luc","Harding, Richard, Jr.","Lemily Wiggins, Gail",skipped,skipped,skipped
11674,"Schuster, Luc","Lemily Wiggins, Gail","Tauber, Nancy","Harding, Richard, Jr.","Malner, Stefan",skipped,skipped,skipped,skipped
11675,"Nolan, Patricia M.","Harding, Richard, Jr.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
11676,"Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11677,"Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11678,"Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11679,"Nolan, Patricia M.","Harding, Richard, Jr.","Tauber, Nancy","Schuster, Luc","McGovern, Marc C.","Lemily Wiggins, Gail","Fantini, Alfred B.","Grassi, Joseph G.","Malner, Stefan"
11680,"Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.","Lemily Wiggins, Gail","Tauber, Nancy",skipped,skipped,skipped,skipped
11681,"Schuster, Luc","Nolan, Patricia M.","Tauber, Nancy","Fantini, Alfred B.","McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped,skipped
11682,"Nolan, Patricia M.","Schuster, Luc","McGovern, Marc C.","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
11683,"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11684,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11685,"Nolan, Patricia M.","McGovern, Marc C.","Harding, Richard, Jr.","Schuster, Luc","Malner, Stefan","Grassi, Joseph G.","Fantini, Alfred B.","Lemily Wiggins, Gail","Tauber, Nancy"
11686,"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
11687,"McGovern, Marc C.","Tauber, Nancy","Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
11688,"Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11689,"Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11690,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11691,"Nolan, Patricia M.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11692,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11693,"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped
11694,"Lemily Wiggins, Gail","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11695,"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.","Tauber, Nancy",skipped,"Harding, Richard, Jr.",skipped,skipped,skipped
11696,"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped
11697,"Nolan, Patricia M.","Lemily Wiggins, Gail","McGovern, Marc C.","Tauber, Nancy","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped
11698,"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11699,"Tauber, Nancy","Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
11700,"Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11701,"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.","Schuster, Luc","Harding, Richard, Jr.","Nolan, Patricia M.",skipped,skipped,skipped
11702,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11703,"Schuster, Luc","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11704,"Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11705,"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11706,"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11707,"McGovern, Marc C.","Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
11708,"McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11709,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11710,"Fantini, Alfred B.","Nolan, Patricia M.","Lemily Wiggins, Gail","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
11711,"McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11712,"Lemily Wiggins, Gail","Schuster, Luc","Tauber, Nancy","McGovern, Marc C.","Harding, Richard, Jr.","Nolan, Patricia M.","Fantini, Alfred B.","Grassi, Joseph G.","Malner, Stefan"
11713,"Schuster, Luc","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11714,"Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc","Tauber, Nancy","Malner, Stefan","Fantini, Alfred B.",skipped,skipped,skipped
11715,"McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
11716,"Grassi, Joseph G.","Nolan, Patricia M.","Schuster, Luc","Lemily Wiggins, Gail","McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped
11717,"Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Malner, Stefan","McGovern, Marc C.",skipped,skipped,skipped
11718,"Schuster, Luc","Tauber, Nancy","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Nolan, Patricia M.","McGovern, Marc C.","Malner, Stefan","Lemily Wiggins, Gail"
11719,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
11720,"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
11721,"McGovern, Marc C.","Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
11722,"Fantini, Alfred B.","Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
11723,"Schuster, Luc","Tauber, Nancy","Lemily Wiggins, Gail","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
11724,"Grassi, Joseph G.","McGovern, Marc C.","Fantini, Alfred B.","Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped
11725,"Schuster, Luc","Fantini, Alfred B.","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
11726,"Fantini, Alfred B.","McGovern, Marc C.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
11727,"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
11728,"Schuster, Luc","Tauber, Nancy","Nolan, Patricia M.","Lemily Wiggins, Gail","Harding, Richard, Jr.","McGovern, Marc C.","Grassi, Joseph G.","Fantini, Alfred B.","Malner, Stefan"
11729,"McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
11730,"McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
11731,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11732,"Schuster, Luc","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
11733,"Nolan, Patricia M.","Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Lemily Wiggins, Gail","Tauber, Nancy","McGovern, Marc C.","Malner, Stefan"
11734,"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11735,"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11736,"McGovern, Marc C.","Schuster, Luc","Tauber, Nancy","Harding, Richard, Jr.","Malner, Stefan","Lemily Wiggins, Gail","Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M."
11737,"McGovern, Marc C.","Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
11738,"Tauber, Nancy","Lemily Wiggins, Gail","Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
11739,"McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11740,"Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11741,"McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
11742,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
