ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16
9986,"Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9987,"Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9988,"Ward, Larry W.","Seidel, Sam","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9989,"Murphy, Brian","Seidel, Sam","Simmons, E. Denise","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9990,"Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9991,"Seidel, Sam","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9992,"Toomey, Timothy J., Jr.","Davis, Henrietta","Galluccio, Anthony D.","Seidel, Sam","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9993,"Janik, Jonathan S.","Sullivan, Edward J.","Maher, David P.","Seidel, Sam","Ward, Larry W.","Murphy, Brian","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9994,"Decker, Marjorie C.","Davis, Henrietta","Galluccio, Anthony D.","Maher, David P.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9995,"Maher, David P.","Galluccio, Anthony D.","Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9996,"Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9997,"Seidel, Sam","Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9998,"Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam","Podgers, Kathy","Maher, David P.","Janik, Jonathan S.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
9999,"Davis, Henrietta","Seidel, Sam","Ward, Larry W.","Decker, Marjorie C.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10000,"Galluccio, Anthony D.","Murphy, Brian","Reeves, Kenneth E.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10001,"Maher, David P.","Kelley, Craig A.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10002,"Decker, Marjorie C.","Ward, Larry W.","Davis, Henrietta","Seidel, Sam","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10003,"Murphy, Brian","Seidel, Sam","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10004,"Murphy, Brian","Seidel, Sam","Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10005,"Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise","Kelley, Craig A.","Davis, Henrietta","Murphy, Brian","Ward, Larry W.","Janik, Jonathan S.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Maher, David P.","Moree, Gregg J.","Podgers, Kathy","Sullivan, Edward J.",skipped,skipped
10006,"Seidel, Sam","Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Ward, Larry W.","Kelley, Craig A.","Simmons, E. Denise","Podgers, Kathy","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped
10007,"Davis, Henrietta","Simmons, E. Denise","Decker, Marjorie C.","Seidel, Sam","Kelley, Craig A.","Janik, Jonathan S.","Ward, Larry W.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10008,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Maher, David P.","Janik, Jonathan S.","Sullivan, Edward J.","Davis, Henrietta","Moore, M. Kevin","Moree, Gregg J.","Podgers, Kathy","Decker, Marjorie C.","Ward, Larry W.","Kelley, Craig A.","Murphy, Brian","Simmons, E. Denise","Seidel, Sam"
10009,"Galluccio, Anthony D.","Decker, Marjorie C.","Murphy, Brian","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10010,"Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam","Simmons, E. Denise","Ward, Larry W.","Janik, Jonathan S.","Kelley, Craig A.","Moree, Gregg J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10011,"Sullivan, Edward J.","Murphy, Brian","Maher, David P.","Seidel, Sam","Toomey, Timothy J., Jr.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10012,"Kelley, Craig A.","Ward, Larry W.","Decker, Marjorie C.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10013,"Reeves, Kenneth E.","Murphy, Brian","Seidel, Sam","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Galluccio, Anthony D.","Davis, Henrietta","Kelley, Craig A.","Maher, David P.","Janik, Jonathan S.","Ward, Larry W.","Podgers, Kathy","Moree, Gregg J.","Moore, M. Kevin",skipped
10014,"Reeves, Kenneth E.","Sullivan, Edward J.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Kelley, Craig A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10015,"Seidel, Sam","Moore, M. Kevin","Ward, Larry W.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10016,"Reeves, Kenneth E.","Sullivan, Edward J.","Kelley, Craig A.","Davis, Henrietta","Seidel, Sam","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Simmons, E. Denise","Moree, Gregg J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
10017,"Maher, David P.","Seidel, Sam","Kelley, Craig A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10018,"Ward, Larry W.","Simmons, E. Denise","Davis, Henrietta","Moore, M. Kevin","Kelley, Craig A.","Podgers, Kathy","Decker, Marjorie C.","Murphy, Brian","Seidel, Sam","Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped
10019,"Toomey, Timothy J., Jr.","Kelley, Craig A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10020,"Seidel, Sam","Decker, Marjorie C.","Janik, Jonathan S.","Ward, Larry W.","Kelley, Craig A.","Maher, David P.","Murphy, Brian","Simmons, E. Denise","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Podgers, Kathy","Moore, M. Kevin","Moree, Gregg J.","Sullivan, Edward J.","Reeves, Kenneth E.","Davis, Henrietta"
10021,"Decker, Marjorie C.","Davis, Henrietta","Podgers, Kathy","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10022,"Decker, Marjorie C.","Davis, Henrietta","Maher, David P.","Simmons, E. Denise","Seidel, Sam","Podgers, Kathy","Janik, Jonathan S.","Moree, Gregg J.","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped
10023,"Simmons, E. Denise","Toomey, Timothy J., Jr.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10024,"Seidel, Sam","Maher, David P.","Decker, Marjorie C.","Moore, M. Kevin","Kelley, Craig A.","Ward, Larry W.","Simmons, E. Denise","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10025,"Murphy, Brian","Davis, Henrietta","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10026,"Davis, Henrietta","Kelley, Craig A.","Seidel, Sam","Simmons, E. Denise","Murphy, Brian","Maher, David P.","Toomey, Timothy J., Jr.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10027,"Davis, Henrietta","Murphy, Brian","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10028,"Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10029,"Reeves, Kenneth E.","Galluccio, Anthony D.","Decker, Marjorie C.","Janik, Jonathan S.","Davis, Henrietta","Kelley, Craig A.","Murphy, Brian","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10030,"Murphy, Brian","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10031,"Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10032,"Davis, Henrietta","Murphy, Brian","Simmons, E. Denise","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10033,"Murphy, Brian","Davis, Henrietta","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10034,"Davis, Henrietta","Simmons, E. Denise","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10035,"Davis, Henrietta","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10036,"Maher, David P.","Murphy, Brian","Simmons, E. Denise","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10037,"Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta","Maher, David P.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10038,"Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10039,"Murphy, Brian","Davis, Henrietta","Toomey, Timothy J., Jr.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10040,"Kelley, Craig A.","Murphy, Brian","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10041,"Decker, Marjorie C.","Seidel, Sam","Reeves, Kenneth E.","Davis, Henrietta","Galluccio, Anthony D.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10042,"Decker, Marjorie C.","Davis, Henrietta","Seidel, Sam","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10043,"Davis, Henrietta","Murphy, Brian","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10044,"Galluccio, Anthony D.","Kelley, Craig A.","Seidel, Sam","Simmons, E. Denise","Davis, Henrietta","Ward, Larry W.","Toomey, Timothy J., Jr.","Janik, Jonathan S.","Maher, David P.","Moore, M. Kevin","Moree, Gregg J.","Murphy, Brian","Podgers, Kathy","Decker, Marjorie C.","Sullivan, Edward J.","Reeves, Kenneth E."
10045,"Murphy, Brian","Reeves, Kenneth E.","Seidel, Sam","Decker, Marjorie C.","Simmons, E. Denise","Davis, Henrietta","Kelley, Craig A.","Sullivan, Edward J.","Ward, Larry W.","Toomey, Timothy J., Jr.","Maher, David P.","Janik, Jonathan S.",skipped,skipped,skipped,skipped
10046,"Murphy, Brian","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10047,"Seidel, Sam","Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise","Ward, Larry W.","Kelley, Craig A.","Moore, M. Kevin","Janik, Jonathan S.","Maher, David P.","Podgers, Kathy","Moree, Gregg J.","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.",skipped
10048,"Davis, Henrietta","Simmons, E. Denise","Seidel, Sam","Murphy, Brian","Maher, David P.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10049,"Kelley, Craig A.","Murphy, Brian","Decker, Marjorie C.","Reeves, Kenneth E.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10050,"Murphy, Brian","Kelley, Craig A.","Moore, M. Kevin","Seidel, Sam","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10051,"Davis, Henrietta","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10052,"Davis, Henrietta","Seidel, Sam","Murphy, Brian","Kelley, Craig A.","Decker, Marjorie C.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10053,"Seidel, Sam","Murphy, Brian","Simmons, E. Denise","Maher, David P.","Kelley, Craig A.","Davis, Henrietta","Decker, Marjorie C.","Ward, Larry W.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
10054,"Davis, Henrietta","Murphy, Brian","Maher, David P.","Kelley, Craig A.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10055,"Seidel, Sam","Murphy, Brian","Simmons, E. Denise","Davis, Henrietta","Maher, David P.","Kelley, Craig A.","Decker, Marjorie C.","Ward, Larry W.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
10056,"Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10057,"Murphy, Brian","Kelley, Craig A.","Davis, Henrietta","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10058,"Davis, Henrietta","Seidel, Sam","Janik, Jonathan S.","Decker, Marjorie C.","Podgers, Kathy","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10059,"Ward, Larry W.","Seidel, Sam","Simmons, E. Denise","Maher, David P.","Davis, Henrietta","Reeves, Kenneth E.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10060,"Murphy, Brian","Seidel, Sam","Simmons, E. Denise","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10061,"Seidel, Sam","Maher, David P.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10062,"Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10063,"Podgers, Kathy","Reeves, Kenneth E.","Maher, David P.","Simmons, E. Denise","Decker, Marjorie C.","Davis, Henrietta","Janik, Jonathan S.","Seidel, Sam","Ward, Larry W.","Galluccio, Anthony D.","Kelley, Craig A.","Moore, M. Kevin","Moree, Gregg J.","Murphy, Brian","Sullivan, Edward J.","Toomey, Timothy J., Jr."
10064,"Murphy, Brian","Simmons, E. Denise","Seidel, Sam","Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10065,"Davis, Henrietta","Simmons, E. Denise","Decker, Marjorie C.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10066,"Davis, Henrietta","Murphy, Brian","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10067,"Murphy, Brian","Davis, Henrietta","Maher, David P.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10068,"Simmons, E. Denise","Davis, Henrietta","Murphy, Brian","Seidel, Sam","Maher, David P.","Kelley, Craig A.","Janik, Jonathan S.","Ward, Larry W.","Decker, Marjorie C.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Moore, M. Kevin",skipped,skipped,skipped,skipped
10069,"Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10070,"Davis, Henrietta","Murphy, Brian","Decker, Marjorie C.","Janik, Jonathan S.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10071,"Davis, Henrietta","Simmons, E. Denise","Murphy, Brian","Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10072,"Murphy, Brian","Kelley, Craig A.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10073,"Sullivan, Edward J.","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Maher, David P.","Galluccio, Anthony D.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped
10074,"Davis, Henrietta","Simmons, E. Denise","Decker, Marjorie C.","Reeves, Kenneth E.","Maher, David P.","Seidel, Sam","Moore, M. Kevin","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10075,"Murphy, Brian","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10076,"Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10077,"Decker, Marjorie C.","Kelley, Craig A.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10078,"Murphy, Brian","Seidel, Sam","Davis, Henrietta","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10079,"Murphy, Brian","Decker, Marjorie C.","Reeves, Kenneth E.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10080,"Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Murphy, Brian","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10081,"Kelley, Craig A.","Maher, David P.","Podgers, Kathy","Seidel, Sam","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10082,"Murphy, Brian","Seidel, Sam","Kelley, Craig A.","Simmons, E. Denise","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10083,"Davis, Henrietta","Maher, David P.","Reeves, Kenneth E.","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
10084,"Decker, Marjorie C.","Simmons, E. Denise","Reeves, Kenneth E.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
