ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16
6976,"Reeves, Kenneth E.","Murphy, Brian","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6977,"Davis, Henrietta","Murphy, Brian","Maher, David P.","Simmons, E. Denise","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6978,"Murphy, Brian","Davis, Henrietta","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6979,"Reeves, Kenneth E.","Davis, Henrietta","Decker, Marjorie C.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6980,"Davis, Henrietta","Seidel, Sam","Murphy, Brian","Ward, Larry W.","Decker, Marjorie C.","Simmons, E. Denise","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6981,"Reeves, Kenneth E.","Decker, Marjorie C.","Simmons, E. Denise","Sullivan, Edward J.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6982,"Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Janik, Jonathan S.","Kelley, Craig A.","Maher, David P.","Moore, M. Kevin","Moree, Gregg J.","Murphy, Brian","Podgers, Kathy","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise","Sullivan, Edward J.","Toomey, Timothy J., Jr."
6983,"Murphy, Brian","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Davis, Henrietta","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6984,"Davis, Henrietta","Seidel, Sam","Murphy, Brian","Simmons, E. Denise","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6985,"Kelley, Craig A.","Simmons, E. Denise","Janik, Jonathan S.","Reeves, Kenneth E.","Davis, Henrietta","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6986,"Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6987,"Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6988,"Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6989,"Simmons, E. Denise","Reeves, Kenneth E.","Moore, M. Kevin","Davis, Henrietta","Sullivan, Edward J.","Decker, Marjorie C.","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6990,"Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Janik, Jonathan S.","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6991,"Janik, Jonathan S.","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Murphy, Brian","Seidel, Sam","Toomey, Timothy J., Jr.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6992,"Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6993,"Murphy, Brian","Ward, Larry W.","Galluccio, Anthony D.","Reeves, Kenneth E.","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6994,"Moree, Gregg J.","Moore, M. Kevin","Podgers, Kathy","Ward, Larry W.","Janik, Jonathan S.","Simmons, E. Denise","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6995,"Davis, Henrietta","Simmons, E. Denise","Galluccio, Anthony D.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6996,"Seidel, Sam","Davis, Henrietta","Simmons, E. Denise","Janik, Jonathan S.","Moree, Gregg J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6997,"Decker, Marjorie C.","Davis, Henrietta","Reeves, Kenneth E.","Simmons, E. Denise","Seidel, Sam","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6998,"Decker, Marjorie C.","Maher, David P.","Kelley, Craig A.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6999,"Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7000,"Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7001,"Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7002,"Kelley, Craig A.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7003,"Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.",skipped,"Sullivan, Edward J.","Simmons, E. Denise","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7004,"Murphy, Brian","Janik, Jonathan S.","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7005,"Toomey, Timothy J., Jr.","Davis, Henrietta","Galluccio, Anthony D.","Murphy, Brian","Simmons, E. Denise","Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7006,"Decker, Marjorie C.","Davis, Henrietta","Kelley, Craig A.","Seidel, Sam","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7007,"Maher, David P.","Kelley, Craig A.","Janik, Jonathan S.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7008,"Davis, Henrietta","Ward, Larry W.","Simmons, E. Denise","Reeves, Kenneth E.","Decker, Marjorie C.","Seidel, Sam","Murphy, Brian","Janik, Jonathan S.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7009,"Reeves, Kenneth E.","Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7010,"Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7011,"Seidel, Sam","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7012,"Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7013,"Ward, Larry W.","Simmons, E. Denise","Davis, Henrietta","Kelley, Craig A.","Seidel, Sam","Murphy, Brian","Maher, David P.","Moore, M. Kevin","Decker, Marjorie C.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped
7014,"Kelley, Craig A.","Janik, Jonathan S.","Seidel, Sam","Murphy, Brian","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7015,"Kelley, Craig A.","Janik, Jonathan S.","Seidel, Sam","Murphy, Brian","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7016,"Seidel, Sam","Moree, Gregg J.","Simmons, E. Denise","Janik, Jonathan S.","Maher, David P.","Reeves, Kenneth E.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7017,"Simmons, E. Denise","Reeves, Kenneth E.","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Murphy, Brian","Galluccio, Anthony D.","Podgers, Kathy","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7018,"Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7019,"Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam","Simmons, E. Denise","Moore, M. Kevin","Maher, David P.","Kelley, Craig A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7020,"Decker, Marjorie C.","Davis, Henrietta","Reeves, Kenneth E.","Galluccio, Anthony D.","Sullivan, Edward J.",skipped,"Toomey, Timothy J., Jr.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7021,"Seidel, Sam","Simmons, E. Denise","Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.","Moree, Gregg J.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7022,"Davis, Henrietta","Decker, Marjorie C.","Podgers, Kathy","Maher, David P.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7023,"Seidel, Sam","Davis, Henrietta","Murphy, Brian","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7024,"Seidel, Sam","Davis, Henrietta","Janik, Jonathan S.","Murphy, Brian","Kelley, Craig A.","Toomey, Timothy J., Jr.","Simmons, E. Denise","Ward, Larry W.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7025,"Reeves, Kenneth E.","Maher, David P.","Sullivan, Edward J.","Galluccio, Anthony D.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7026,"Kelley, Craig A.","Janik, Jonathan S.","Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise","Ward, Larry W.","Moore, M. Kevin","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Maher, David P.","Moree, Gregg J.","Murphy, Brian","Podgers, Kathy","Reeves, Kenneth E.","Seidel, Sam"
7027,"Murphy, Brian","Sullivan, Edward J.","Podgers, Kathy","Moree, Gregg J.","Kelley, Craig A.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7028,"Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Janik, Jonathan S.","Kelley, Craig A.","Maher, David P.","Moore, M. Kevin","Moree, Gregg J.","Murphy, Brian","Podgers, Kathy","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise","Sullivan, Edward J.","Toomey, Timothy J., Jr."
7029,"Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7030,"Decker, Marjorie C.","Sullivan, Edward J.","Davis, Henrietta","Simmons, E. Denise","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7031,"Galluccio, Anthony D.","Seidel, Sam","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7032,"Ward, Larry W.","Reeves, Kenneth E.","Seidel, Sam","Maher, David P.","Kelley, Craig A.","Decker, Marjorie C.","Simmons, E. Denise","Murphy, Brian","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7033,"Reeves, Kenneth E.","Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7034,"Decker, Marjorie C.","Galluccio, Anthony D.","Reeves, Kenneth E.","Seidel, Sam","Sullivan, Edward J.","Moore, M. Kevin","Janik, Jonathan S.","Moree, Gregg J.","Podgers, Kathy","Murphy, Brian","Simmons, E. Denise","Ward, Larry W.","Davis, Henrietta",skipped,skipped,skipped
7035,"Simmons, E. Denise","Reeves, Kenneth E.","Murphy, Brian","Kelley, Craig A.","Seidel, Sam","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7036,"Reeves, Kenneth E.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Moore, M. Kevin","Galluccio, Anthony D.","Decker, Marjorie C.","Davis, Henrietta","Sullivan, Edward J.","Ward, Larry W.","Kelley, Craig A.","Maher, David P.","Moree, Gregg J.","Murphy, Brian","Seidel, Sam",skipped,skipped
7037,"Seidel, Sam","Ward, Larry W.","Davis, Henrietta","Toomey, Timothy J., Jr.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7038,"Simmons, E. Denise","Reeves, Kenneth E.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7039,"Ward, Larry W.","Kelley, Craig A.","Seidel, Sam","Davis, Henrietta","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7040,"Simmons, E. Denise","Davis, Henrietta","Murphy, Brian","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7041,"Simmons, E. Denise","Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam","Kelley, Craig A.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7042,"Davis, Henrietta","Reeves, Kenneth E.","Maher, David P.","Galluccio, Anthony D.","Decker, Marjorie C.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7043,"Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.","Seidel, Sam","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7044,"Davis, Henrietta","Simmons, E. Denise","Murphy, Brian","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7045,"Simmons, E. Denise","Reeves, Kenneth E.","Galluccio, Anthony D.","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7046,"Kelley, Craig A.","Reeves, Kenneth E.","Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7047,"Janik, Jonathan S.","Toomey, Timothy J., Jr.","Podgers, Kathy","Galluccio, Anthony D.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7048,"Murphy, Brian","Decker, Marjorie C.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7049,"Kelley, Craig A.","Murphy, Brian","Ward, Larry W.","Seidel, Sam","Simmons, E. Denise","Decker, Marjorie C.","Reeves, Kenneth E.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7050,"Davis, Henrietta","Kelley, Craig A.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Galluccio, Anthony D.","Maher, David P.","Moore, M. Kevin","Murphy, Brian","Podgers, Kathy","Moree, Gregg J.","Simmons, E. Denise","Ward, Larry W.","Seidel, Sam","Janik, Jonathan S.","Sullivan, Edward J."
7051,"Sullivan, Edward J.","Ward, Larry W.","Janik, Jonathan S.","Moore, M. Kevin","Moree, Gregg J.","Podgers, Kathy","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7052,"Moore, M. Kevin","Ward, Larry W.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7053,"Reeves, Kenneth E.","Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7054,"Davis, Henrietta","Ward, Larry W.","Decker, Marjorie C.","Simmons, E. Denise","Seidel, Sam","Reeves, Kenneth E.","Janik, Jonathan S.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7055,"Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7056,"Janik, Jonathan S.","Seidel, Sam","Podgers, Kathy","Moree, Gregg J.","Moore, M. Kevin","Sullivan, Edward J.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7057,"Simmons, E. Denise","Maher, David P.","Davis, Henrietta","Murphy, Brian","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7058,"Moree, Gregg J.","Seidel, Sam","Decker, Marjorie C.","Janik, Jonathan S.","Simmons, E. Denise","Davis, Henrietta","Maher, David P.","Murphy, Brian","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7059,"Reeves, Kenneth E.","Simmons, E. Denise","Maher, David P.","Toomey, Timothy J., Jr.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7060,"Toomey, Timothy J., Jr.","Decker, Marjorie C.","Sullivan, Edward J.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7061,"Sullivan, Edward J.","Galluccio, Anthony D.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7062,"Sullivan, Edward J.","Reeves, Kenneth E.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Davis, Henrietta","Galluccio, Anthony D.","Murphy, Brian","Moore, M. Kevin","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7063,"Sullivan, Edward J.","Maher, David P.","Toomey, Timothy J., Jr.","Moore, M. Kevin","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7064,"Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, E. Denise","Davis, Henrietta","Galluccio, Anthony D.","Kelley, Craig A.","Maher, David P.","Murphy, Brian","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7065,"Reeves, Kenneth E.","Simmons, E. Denise","Galluccio, Anthony D.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7066,"Simmons, E. Denise","Reeves, Kenneth E.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7067,"Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7068,"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7069,"Reeves, Kenneth E.","Simmons, E. Denise","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.",overvote,overvote,"Moree, Gregg J.","Murphy, Brian","Podgers, Kathy",skipped,skipped,skipped
7070,"Moree, Gregg J.","Ward, Larry W.","Simmons, E. Denise","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7071,"Reeves, Kenneth E.","Simmons, E. Denise","Ward, Larry W.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Maher, David P.","Moree, Gregg J.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7072,"Decker, Marjorie C.","Galluccio, Anthony D.","Simmons, E. Denise","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7073,"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Maher, David P.","Murphy, Brian","Ward, Larry W.","Davis, Henrietta","Janik, Jonathan S.","Moree, Gregg J.","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7074,"Simmons, E. Denise","Reeves, Kenneth E.","Moore, M. Kevin","Ward, Larry W.","Moree, Gregg J.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7075,"Decker, Marjorie C.","Reeves, Kenneth E.","Podgers, Kathy","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7076,"Decker, Marjorie C.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7077,"Decker, Marjorie C.","Kelley, Craig A.","Murphy, Brian","Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7078,"Janik, Jonathan S.","Reeves, Kenneth E.","Simmons, E. Denise","Seidel, Sam","Ward, Larry W.","Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta","Murphy, Brian","Maher, David P.","Toomey, Timothy J., Jr.","Sullivan, Edward J.","Galluccio, Anthony D.","Podgers, Kathy","Moore, M. Kevin","Moree, Gregg J."
7079,"Simmons, E. Denise","Moore, M. Kevin","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7080,"Moore, M. Kevin","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7081,"Kelley, Craig A.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7082,"Reeves, Kenneth E.","Maher, David P.","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Seidel, Sam","Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7083,"Sullivan, Edward J.",skipped,"Reeves, Kenneth E.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7084,"Simmons, E. Denise","Reeves, Kenneth E.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7085,"Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7086,"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Maher, David P.",skipped,"Moore, M. Kevin","Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7087,"Murphy, Brian","Reeves, Kenneth E.","Seidel, Sam","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Janik, Jonathan S.","Kelley, Craig A.","Maher, David P.","Moore, M. Kevin","Moree, Gregg J.","Podgers, Kathy","Simmons, E. Denise"
7088,"Maher, David P.","Reeves, Kenneth E.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Sullivan, Edward J.","Davis, Henrietta","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7089,"Seidel, Sam","Reeves, Kenneth E.","Ward, Larry W.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7090,"Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7091,"Janik, Jonathan S.","Ward, Larry W.","Moore, M. Kevin","Moree, Gregg J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7092,"Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7093,"Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7094,"Reeves, Kenneth E.","Moore, M. Kevin","Galluccio, Anthony D.","Davis, Henrietta","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7095,"Reeves, Kenneth E.","Davis, Henrietta","Galluccio, Anthony D.","Moore, M. Kevin","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7096,"Moore, M. Kevin","Decker, Marjorie C.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7097,"Janik, Jonathan S.","Reeves, Kenneth E.","Moore, M. Kevin","Podgers, Kathy","Seidel, Sam","Maher, David P.","Moree, Gregg J.","Murphy, Brian","Kelley, Craig A.","Galluccio, Anthony D.","Decker, Marjorie C.","Davis, Henrietta","Ward, Larry W.","Toomey, Timothy J., Jr.","Sullivan, Edward J.","Simmons, E. Denise"
7098,"Reeves, Kenneth E.","Sullivan, Edward J.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7099,"Decker, Marjorie C.","Davis, Henrietta","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7100,"Maher, David P.","Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, E. Denise","Davis, Henrietta","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7101,"Decker, Marjorie C.","Davis, Henrietta","Seidel, Sam","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7102,"Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7103,"Murphy, Brian","Simmons, E. Denise","Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7104,"Decker, Marjorie C.","Sullivan, Edward J.","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
