ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9
58,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
59,"Kelly, Kathleen M.","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
60,"Kelly, Kathleen M.","Harding, Jr., Richard","Fantini, Alfred B.",Write-In 1,skipped,skipped,skipped,skipped,skipped
61,"Cronin, Fran Albin","Harding, Jr., Richard","Gerber, Joyce C.",Write-In 1,skipped,skipped,skipped,skipped,skipped
62,"Gerber, Joyce C.","Kelly, Kathleen M.","Harding, Jr., Richard","Cronin, Fran Albin","Osborne, Mervan F.",skipped,"Fantini, Alfred B.","Holland, John J.","Kadete, Elechi M."
63,"Cronin, Fran Albin",Write-In 1,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
64,"Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Gerber, Joyce C.","Holland, John J.",Write-In 1,skipped,skipped,skipped
65,"Kelly, Kathleen M.","Kadete, Elechi M.","Cronin, Fran Albin","Gerber, Joyce C.",Write-In 1,skipped,skipped,skipped,skipped
66,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
67,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
68,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
69,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
70,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
71,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
72,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
73,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
74,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
75,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
76,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
77,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
78,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
79,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
80,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
81,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
82,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
83,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
84,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
85,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
86,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
87,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
88,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
89,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
90,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
91,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
92,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
93,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
94,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
95,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
96,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
97,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
98,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
99,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
100,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
101,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
102,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
103,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
104,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
105,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
106,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
107,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
108,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
109,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
110,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
111,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
112,"Nolan, Patricia M.",Write-In 1,"Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped
113,"Cronin, Fran Albin","Nolan, Patricia M.",Write-In 1,Write-In 2,Write-In 3,skipped,skipped,skipped,skipped
114,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
115,"Kelly, Kathleen M.","Cronin, Fran Albin","Kadete, Elechi M.","Osborne, Mervan F.","Nolan, Patricia M.","Harding, Jr., Richard",skipped,skipped,skipped
116,"Gerber, Joyce C.","Cronin, Fran Albin","Holland, John J.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
117,"Osborne, Mervan F.",Write-In 1,skipped,skipped,skipped,skipped,skipped,skipped,skipped
118,"Cronin, Fran Albin","Nolan, Patricia M.","Gerber, Joyce C.","Osborne, Mervan F.","Harding, Jr., Richard","Kelly, Kathleen M.","Kadete, Elechi M.",skipped,skipped
119,"Nolan, Patricia M.","Holland, John J.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
120,Write-In 1,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
121,Write-In 1,Write-In 2,Write-In 3,Write-In 4,Write-In 5,Write-In 6,skipped,skipped,skipped
122,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
123,"Gerber, Joyce C.","Cronin, Fran Albin","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
124,"Kadete, Elechi M.","Osborne, Mervan F.","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
125,"Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Harding, Jr., Richard","Gerber, Joyce C.","Osborne, Mervan F.","Fantini, Alfred B.",skipped,skipped
126,"Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
127,"Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
128,"Gerber, Joyce C.","Osborne, Mervan F.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped
129,"Kelly, Kathleen M.","Fantini, Alfred B.",skipped,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
130,"Kelly, Kathleen M.","Osborne, Mervan F.","Gerber, Joyce C.",Write-In 1,skipped,skipped,skipped,skipped,skipped
131,"Osborne, Mervan F.","Harding, Jr., Richard","Gerber, Joyce C.","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Holland, John J.",skipped,"Fantini, Alfred B."
132,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
133,"Cronin, Fran Albin","Nolan, Patricia M.","Kelly, Kathleen M.","Fantini, Alfred B.","Gerber, Joyce C.","Harding, Jr., Richard","Osborne, Mervan F.",skipped,skipped
134,"Gerber, Joyce C.","Nolan, Patricia M.","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped
135,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
136,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
137,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
138,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
139,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
140,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
141,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
142,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
143,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
144,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
145,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
146,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
147,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
148,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
149,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
150,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
151,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
152,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
153,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
154,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
155,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
156,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
157,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
158,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
159,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
160,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
161,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
162,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
163,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
164,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
165,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
166,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
167,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
168,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
169,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
170,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
171,"Kelly, Kathleen M.","Kadete, Elechi M.","Holland, John J.","Gerber, Joyce C.","Cronin, Fran Albin",Write-In 1,skipped,skipped,skipped
172,"Osborne, Mervan F.","Cronin, Fran Albin","Harding, Jr., Richard","Fantini, Alfred B.",Write-In 1,Write-In 2,skipped,skipped,skipped
173,"Gerber, Joyce C.","Kelly, Kathleen M.","Cronin, Fran Albin","Kadete, Elechi M.","Holland, John J.","Osborne, Mervan F.",Write-In 1,skipped,skipped
174,"Nolan, Patricia M.",skipped,"Harding, Jr., Richard","Gerber, Joyce C.","Kelly, Kathleen M.",skipped,skipped,"Osborne, Mervan F.","Cronin, Fran Albin"
175,"Cronin, Fran Albin","Holland, John J.","Osborne, Mervan F.","Nolan, Patricia M.",Write-In 1,"Gerber, Joyce C.","Fantini, Alfred B.","Kadete, Elechi M.","Kelly, Kathleen M."
176,"Nolan, Patricia M.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
177,"Nolan, Patricia M.","Kelly, Kathleen M.","Osborne, Mervan F.","Fantini, Alfred B.","Cronin, Fran Albin","Gerber, Joyce C.","Harding, Jr., Richard","Holland, John J.",Write-In 1
178,"Nolan, Patricia M.","Kelly, Kathleen M.","Osborne, Mervan F.","Fantini, Alfred B.","Cronin, Fran Albin","Harding, Jr., Richard","Gerber, Joyce C.",Write-In 1,Write-In 2
179,skipped,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
180,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
181,"Kelly, Kathleen M.",skipped,"Kadete, Elechi M.","Nolan, Patricia M.","Holland, John J.","Cronin, Fran Albin","Osborne, Mervan F.","Harding, Jr., Richard","Gerber, Joyce C."
182,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
183,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
184,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
185,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
186,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
187,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
188,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
189,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
190,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
191,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
192,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
193,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
194,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
195,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
196,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
197,"Fantini, Alfred B.","Cronin, Fran Albin","Gerber, Joyce C.","Nolan, Patricia M.","Holland, John J.",skipped,"Osborne, Mervan F.","Kadete, Elechi M.","Harding, Jr., Richard"
198,"Nolan, Patricia M.","Fantini, Alfred B.","Gerber, Joyce C.","Kelly, Kathleen M.",skipped,"Osborne, Mervan F.","Kadete, Elechi M.","Harding, Jr., Richard","Holland, John J."
199,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
200,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
201,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
202,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
203,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
204,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
205,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
206,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
207,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
208,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
209,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
210,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
211,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
212,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
213,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
214,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
215,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
216,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
217,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
218,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
219,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
220,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
221,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
222,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
223,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
224,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
225,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
226,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
227,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
228,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
229,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
230,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
231,Write-In 1,"Osborne, Mervan F.","Nolan, Patricia M.","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped
232,Write-In 1,"Cronin, Fran Albin","Osborne, Mervan F.","Fantini, Alfred B.","Harding, Jr., Richard","Nolan, Patricia M.","Holland, John J.","Kadete, Elechi M.","Kelly, Kathleen M."
233,"Harding, Jr., Richard","Nolan, Patricia M.","Kadete, Elechi M.",Write-In 1,"Cronin, Fran Albin",Write-In 4,Write-In 2,"Fantini, Alfred B.",Write-In 5
234,"Fantini, Alfred B.",Write-In 1,skipped,skipped,skipped,skipped,skipped,skipped,skipped
235,"Fantini, Alfred B.","Nolan, Patricia M.","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped
236,"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
237,"Fantini, Alfred B.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
238,"Osborne, Mervan F.","Fantini, Alfred B.","Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
239,"Fantini, Alfred B.",Write-In 1,skipped,skipped,skipped,skipped,skipped,skipped,skipped
240,"Kelly, Kathleen M.","Gerber, Joyce C.","Cronin, Fran Albin","Holland, John J.","Kadete, Elechi M.",Write-In 1,Write-In 2,Write-In 3,skipped
241,Write-In 1,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
242,"Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M.","Osborne, Mervan F.","Nolan, Patricia M.",skipped,skipped,skipped,skipped
243,"Fantini, Alfred B.","Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped
244,"Harding, Jr., Richard","Fantini, Alfred B.",Write-In 1,skipped,skipped,skipped,skipped,skipped,skipped
245,"Harding, Jr., Richard","Nolan, Patricia M.","Osborne, Mervan F.","Fantini, Alfred B.","Gerber, Joyce C.","Kelly, Kathleen M.","Kadete, Elechi M.","Holland, John J.",Write-In 1
246,"Fantini, Alfred B.",overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped
247,"Nolan, Patricia M.","Osborne, Mervan F.","Holland, John J.","Kelly, Kathleen M.","Harding, Jr., Richard","Gerber, Joyce C.","Kadete, Elechi M.","Fantini, Alfred B.","Cronin, Fran Albin"
248,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
249,"Kadete, Elechi M.","Kelly, Kathleen M.","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
250,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
251,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
252,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
253,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
254,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
255,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
256,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
257,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
258,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
259,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
260,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
261,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
262,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
263,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
264,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
265,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
266,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
267,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
268,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
269,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
270,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
271,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
272,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
273,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
274,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
275,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
276,"Harding, Jr., Richard","Kadete, Elechi M.","Nolan, Patricia M.",Write-In 1,skipped,skipped,skipped,skipped,skipped
277,Write-In 1,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
278,Write-In 1,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
279,Write-In 1,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
280,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
281,"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
282,"Fantini, Alfred B.","Gerber, Joyce C.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
283,"Fantini, Alfred B.","Harding, Jr., Richard","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped
284,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
285,"Gerber, Joyce C.",skipped,Write-In 2,"Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped
286,"Fantini, Alfred B.","Osborne, Mervan F.","Harding, Jr., Richard","Kelly, Kathleen M.","Gerber, Joyce C.",skipped,"Kadete, Elechi M.","Nolan, Patricia M.",skipped
287,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
288,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
289,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
290,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
291,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
292,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
293,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
294,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
295,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
296,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
297,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
298,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
299,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
300,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
301,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
302,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
303,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
304,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
305,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
