ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12
11539,"Dexter, Emily R.","Kelly, Kathleen M.","Bowman, Manikka L.","Kimbrough, Laurance V.","Nolan, Patricia M.","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped
11540,"Dexter, Emily R.","Fantini, Alfred B.","Crutchfield, Jake W.","Bowman, Manikka L.","Cronin, Fran A.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
11541,"Nolan, Patricia M.","Kelly, Kathleen M.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11542,"Bowman, Manikka L.","Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11543,"Bowman, Manikka L.","Mitros, Piotr Flawiusz","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11544,"Bowman, Manikka L.","Kimbrough, Laurance V.","Kelly, Kathleen M.","MacArthur, William","Crutchfield, Jake W.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
11545,"Bowman, Manikka L.","Kelly, Kathleen M.","Fantini, Alfred B.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11546,"Dexter, Emily R.","Crutchfield, Jake W.","Kadete, Elechi M.","Nolan, Patricia M.","Kimbrough, Laurance V.","Mitros, Piotr Flawiusz","MacArthur, William",skipped,skipped,skipped,skipped,skipped
11547,"Nolan, Patricia M.","Weinstein, David J.","Kimbrough, Laurance V.","Bowman, Manikka L.","Crutchfield, Jake W.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
11548,"Fantini, Alfred B.","Kelly, Kathleen M.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11549,"Nolan, Patricia M.","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11550,"Fantini, Alfred B.","Crutchfield, Jake W.","Weinstein, David J.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11551,"Cronin, Fran A.","Kadete, Elechi M.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11552,"Nolan, Patricia M.","Weinstein, David J.","Bowman, Manikka L.","Cronin, Fran A.","Dexter, Emily R.","Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
11553,"Crutchfield, Jake W.","Dexter, Emily R.","MacArthur, William","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11554,"Fantini, Alfred B.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11555,"Dexter, Emily R.","Kimbrough, Laurance V.","Nolan, Patricia M.","Cronin, Fran A.","MacArthur, William","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
11556,"MacArthur, William","Crutchfield, Jake W.","Mitros, Piotr Flawiusz","Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11557,"Kimbrough, Laurance V.","Bowman, Manikka L.","Crutchfield, Jake W.","Cronin, Fran A.","Weinstein, David J.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
11558,"MacArthur, William","Crutchfield, Jake W.","Cronin, Fran A.","Nolan, Patricia M.","Bowman, Manikka L.","Fantini, Alfred B.","Kadete, Elechi M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped
11559,"Nolan, Patricia M.","Bowman, Manikka L.","Kelly, Kathleen M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11560,"Kimbrough, Laurance V.","Bowman, Manikka L.","Crutchfield, Jake W.","Cronin, Fran A.","Weinstein, David J.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
11561,"Cronin, Fran A.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11562,"Cronin, Fran A.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11563,"Nolan, Patricia M.","Weinstein, David J.","Crutchfield, Jake W.","Kadete, Elechi M.","MacArthur, William","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
11564,"Nolan, Patricia M.","Kelly, Kathleen M.","Kimbrough, Laurance V.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11565,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11566,"Fantini, Alfred B.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11567,"Kimbrough, Laurance V.","Bowman, Manikka L.","Fantini, Alfred B.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11568,"Dexter, Emily R.","Weinstein, David J.","Nolan, Patricia M.","MacArthur, William","Mitros, Piotr Flawiusz","Crutchfield, Jake W.","Bowman, Manikka L.","Kadete, Elechi M.",skipped,skipped,skipped,skipped
11569,"Weinstein, David J.","Nolan, Patricia M.","Kelly, Kathleen M.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11570,"Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11571,"Fantini, Alfred B.","Cronin, Fran A.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11572,"Dexter, Emily R.","Fantini, Alfred B.","Kelly, Kathleen M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11573,"Cronin, Fran A.","Weinstein, David J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11574,"Fantini, Alfred B.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11575,"Fantini, Alfred B.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11576,"Crutchfield, Jake W.","Fantini, Alfred B.","Kimbrough, Laurance V.","Weinstein, David J.","Cronin, Fran A.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
11577,"Fantini, Alfred B.","Cronin, Fran A.","Bowman, Manikka L.","Kelly, Kathleen M.","Kadete, Elechi M.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped
11578,"Mitros, Piotr Flawiusz","Dexter, Emily R.","Weinstein, David J.","Kelly, Kathleen M.","Kadete, Elechi M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped
11579,"Nolan, Patricia M.","MacArthur, William","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11580,"Fantini, Alfred B.","Weinstein, David J.","Dexter, Emily R.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11581,"Fantini, Alfred B.","Weinstein, David J.","Dexter, Emily R.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11582,"Kimbrough, Laurance V.","Nolan, Patricia M.","Kelly, Kathleen M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11583,"Weinstein, David J.","Kelly, Kathleen M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11584,"Fantini, Alfred B.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11585,"Nolan, Patricia M.","Fantini, Alfred B.","Kelly, Kathleen M.","Kimbrough, Laurance V.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11586,"Fantini, Alfred B.","Cronin, Fran A.","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11587,"Crutchfield, Jake W.","MacArthur, William","Kimbrough, Laurance V.","Kadete, Elechi M.","Nolan, Patricia M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
11588,"Dexter, Emily R.","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11589,"Kimbrough, Laurance V.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11590,"Cronin, Fran A.","Kelly, Kathleen M.","Nolan, Patricia M.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11591,"Fantini, Alfred B.","Crutchfield, Jake W.","Nolan, Patricia M.","Bowman, Manikka L.","Kelly, Kathleen M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
11592,"Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11593,"Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11594,"Bowman, Manikka L.","Nolan, Patricia M.","Cronin, Fran A.","Mitros, Piotr Flawiusz","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11595,"Bowman, Manikka L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11596,"Nolan, Patricia M.","Bowman, Manikka L.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11597,"Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11598,"Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11599,"Nolan, Patricia M.","Weinstein, David J.","Bowman, Manikka L.","Kimbrough, Laurance V.","Kelly, Kathleen M.","Fantini, Alfred B.","Mitros, Piotr Flawiusz",skipped,"Cronin, Fran A.",skipped,skipped,skipped
11600,"Nolan, Patricia M.","Weinstein, David J.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11601,"Mitros, Piotr Flawiusz","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11602,"Fantini, Alfred B.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11603,"Fantini, Alfred B.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11604,"Nolan, Patricia M.","Dexter, Emily R.","Kimbrough, Laurance V.","Cronin, Fran A.","Kelly, Kathleen M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped
11605,"Weinstein, David J.","Kadete, Elechi M.","Kimbrough, Laurance V.","MacArthur, William","Mitros, Piotr Flawiusz","Cronin, Fran A.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped
11606,"Fantini, Alfred B.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11607,"Fantini, Alfred B.","Cronin, Fran A.","Kimbrough, Laurance V.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11608,"Bowman, Manikka L.","MacArthur, William","Dexter, Emily R.","Nolan, Patricia M.","Fantini, Alfred B.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped
11609,"Nolan, Patricia M.","Bowman, Manikka L.","Cronin, Fran A.","Fantini, Alfred B.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11610,"Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11611,"Nolan, Patricia M.","MacArthur, William","Bowman, Manikka L.","Dexter, Emily R.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11612,"Kadete, Elechi M.","Bowman, Manikka L.","Weinstein, David J.","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11613,"Kimbrough, Laurance V.","Nolan, Patricia M.","Dexter, Emily R.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11614,"Kelly, Kathleen M.","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11615,"Nolan, Patricia M.","Kimbrough, Laurance V.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11616,"Kelly, Kathleen M.","Fantini, Alfred B.","Bowman, Manikka L.","Cronin, Fran A.","MacArthur, William","Crutchfield, Jake W.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped
11617,"Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Cronin, Fran A.","Weinstein, David J.","Crutchfield, Jake W.","Kadete, Elechi M.",skipped,skipped,skipped,skipped
11618,"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11619,"MacArthur, William","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11620,"Bowman, Manikka L.","Cronin, Fran A.","Mitros, Piotr Flawiusz","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11621,"Crutchfield, Jake W.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11622,"Nolan, Patricia M.","Dexter, Emily R.","Kelly, Kathleen M.","Bowman, Manikka L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11623,"Dexter, Emily R.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11624,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11625,"Kimbrough, Laurance V.","Mitros, Piotr Flawiusz","Dexter, Emily R.","Nolan, Patricia M.","MacArthur, William","Crutchfield, Jake W.","Kadete, Elechi M.","Bowman, Manikka L.","Weinstein, David J.","Cronin, Fran A.","Kelly, Kathleen M.","Fantini, Alfred B."
11626,"Mitros, Piotr Flawiusz","MacArthur, William","Dexter, Emily R.","Nolan, Patricia M.","Cronin, Fran A.","Kimbrough, Laurance V.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
11627,"Fantini, Alfred B.","Bowman, Manikka L.","Kelly, Kathleen M.","Kimbrough, Laurance V.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11628,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11629,"Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11630,"Fantini, Alfred B.","Kelly, Kathleen M.","Weinstein, David J.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11631,"Bowman, Manikka L.","Mitros, Piotr Flawiusz","Fantini, Alfred B.","Dexter, Emily R.","Kimbrough, Laurance V.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped
11632,"Kelly, Kathleen M.","Kimbrough, Laurance V.","Cronin, Fran A.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11633,"Nolan, Patricia M.","Dexter, Emily R.","Cronin, Fran A.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11634,"Kelly, Kathleen M.","Bowman, Manikka L.","Dexter, Emily R.","Nolan, Patricia M.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11635,"Fantini, Alfred B.","Kelly, Kathleen M.","Bowman, Manikka L.","Cronin, Fran A.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11636,"Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11637,"Cronin, Fran A.","Dexter, Emily R.","Nolan, Patricia M.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11638,"Mitros, Piotr Flawiusz","Bowman, Manikka L.","Kelly, Kathleen M.","Dexter, Emily R.","Kadete, Elechi M.","Nolan, Patricia M.","Cronin, Fran A.","Kimbrough, Laurance V.","MacArthur, William","Weinstein, David J.","Fantini, Alfred B.",skipped
11639,"Dexter, Emily R.","Cronin, Fran A.","Crutchfield, Jake W.","Kelly, Kathleen M.","Nolan, Patricia M.","MacArthur, William","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
11640,"Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11641,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11642,"Crutchfield, Jake W.","Dexter, Emily R.","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11643,"Kimbrough, Laurance V.","Nolan, Patricia M.","Bowman, Manikka L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11644,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11645,"Nolan, Patricia M.","Dexter, Emily R.","Mitros, Piotr Flawiusz","Fantini, Alfred B.","Cronin, Fran A.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
11646,"Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11647,"Kelly, Kathleen M.","Cronin, Fran A.","Dexter, Emily R.","Nolan, Patricia M.","Bowman, Manikka L.","Weinstein, David J.","MacArthur, William","Mitros, Piotr Flawiusz","Kadete, Elechi M.","Crutchfield, Jake W.","Kimbrough, Laurance V.","Fantini, Alfred B."
11648,"Cronin, Fran A.","Weinstein, David J.","Nolan, Patricia M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11649,"Cronin, Fran A.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11650,"Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11651,"Dexter, Emily R.","Cronin, Fran A.","Kelly, Kathleen M.","Nolan, Patricia M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11652,"Cronin, Fran A.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11653,"Cronin, Fran A.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11654,"MacArthur, William","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11655,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11656,"Bowman, Manikka L.","Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11657,"MacArthur, William","Cronin, Fran A.","Kelly, Kathleen M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11658,"Nolan, Patricia M.","Crutchfield, Jake W.","Kelly, Kathleen M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11659,"Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11660,"Bowman, Manikka L.","Crutchfield, Jake W.","Nolan, Patricia M.","Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11661,"Crutchfield, Jake W.","Nolan, Patricia M.","Bowman, Manikka L.","Cronin, Fran A.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11662,"Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11663,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11664,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
