ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
8228,"Harding, Jr., Richard","Kelly, Kathleen M.","Fantini, Alfred B.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8229,"Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Dexter, Emily R.","Fantini, Alfred B.","Harding, Jr., Richard","Crutchfield, Jake W.","Bowman, Manikka L.",skipped,skipped,skipped
8230,"Nolan, Patricia M.","Fantini, Alfred B.","Cronin, Fran Albin","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8231,"Cisternino, Pia","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8232,"Fantini, Alfred B.","Bowman, Manikka L.","Cronin, Fran Albin","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8233,"Fantini, Alfred B.","Cronin, Fran Albin","Kelly, Kathleen M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8234,"Kelly, Kathleen M.","Crutchfield, Jake W.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8235,"Kelly, Kathleen M.","Crutchfield, Jake W.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8236,"Kelly, Kathleen M.","Nolan, Patricia M.","Weinstein, David J.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8237,"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8238,"Bowman, Manikka L.","Cisternino, Pia","Nolan, Patricia M.","Dexter, Emily R.","Kelly, Kathleen M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
8239,"Fantini, Alfred B.","Nolan, Patricia M.","Kelly, Kathleen M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8240,"Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8241,"Fantini, Alfred B.","Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8242,"Harding, Jr., Richard","Nolan, Patricia M.","Fantini, Alfred B.","Bowman, Manikka L.","Kadete, Elechi M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped
8243,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8244,"Nolan, Patricia M.","Kelly, Kathleen M.","Cisternino, Pia","Dexter, Emily R.","Fantini, Alfred B.","Harding, Jr., Richard","Weinstein, David J.","Bowman, Manikka L.",skipped,skipped,skipped
8245,"Cronin, Fran Albin","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8246,"Harding, Jr., Richard","Nolan, Patricia M.","Fantini, Alfred B.","Cronin, Fran Albin","Kelly, Kathleen M.","Dexter, Emily R.","Crutchfield, Jake W.","Weinstein, David J.","Bowman, Manikka L.","Cisternino, Pia","Kadete, Elechi M."
8247,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8248,"Nolan, Patricia M.","Weinstein, David J.","Cisternino, Pia","Cronin, Fran Albin","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
8249,"Nolan, Patricia M.","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8250,"Nolan, Patricia M.","Dexter, Emily R.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8251,"Kelly, Kathleen M.","Bowman, Manikka L.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8252,"Nolan, Patricia M.","Dexter, Emily R.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8253,"Nolan, Patricia M.","Fantini, Alfred B.","Cronin, Fran Albin","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8254,"Cronin, Fran Albin","Harding, Jr., Richard","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8255,"Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard","Cronin, Fran Albin","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
8256,"Nolan, Patricia M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8257,"Weinstein, David J.","Fantini, Alfred B.","Cronin, Fran Albin","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
8258,"Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8259,"Crutchfield, Jake W.","Dexter, Emily R.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8260,"Harding, Jr., Richard","Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
8261,"Nolan, Patricia M.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8262,"Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Kadete, Elechi M.","Dexter, Emily R.","Crutchfield, Jake W.","Cronin, Fran Albin","Cisternino, Pia","Bowman, Manikka L.","Weinstein, David J.","Nolan, Patricia M."
8263,"Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
8264,"Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Harding, Jr., Richard","Cisternino, Pia","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
8265,"Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8266,"Harding, Jr., Richard","Fantini, Alfred B.","Kelly, Kathleen M.","Weinstein, David J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
8267,"Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8268,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8269,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8270,"Fantini, Alfred B.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8271,"Nolan, Patricia M.","Cisternino, Pia","Fantini, Alfred B.","Harding, Jr., Richard","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
8272,"Harding, Jr., Richard","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8273,"Kelly, Kathleen M.","Bowman, Manikka L.","Cronin, Fran Albin","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8274,"Nolan, Patricia M.","Cisternino, Pia","Crutchfield, Jake W.","Kelly, Kathleen M.","Cronin, Fran Albin","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped
8275,"Fantini, Alfred B.","Weinstein, David J.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8276,"Weinstein, David J.","Fantini, Alfred B.","Nolan, Patricia M.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8277,"Nolan, Patricia M.","Dexter, Emily R.","Kelly, Kathleen M.","Bowman, Manikka L.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped
8278,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8279,"Dexter, Emily R.","Cisternino, Pia","Cronin, Fran Albin","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8280,"Crutchfield, Jake W.","Cisternino, Pia","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8281,"Dexter, Emily R.","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8282,"Cisternino, Pia","Crutchfield, Jake W.","Kelly, Kathleen M.","Cronin, Fran Albin","Kadete, Elechi M.","Bowman, Manikka L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped
8283,"Nolan, Patricia M.","Cisternino, Pia","Dexter, Emily R.","Kelly, Kathleen M.","Bowman, Manikka L.","Cronin, Fran Albin","Crutchfield, Jake W.","Fantini, Alfred B.",skipped,skipped,skipped
8284,"Nolan, Patricia M.","Harding, Jr., Richard","Cronin, Fran Albin","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8285,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8286,"Cronin, Fran Albin","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8287,"Fantini, Alfred B.","Cronin, Fran Albin","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8288,"Bowman, Manikka L.","Harding, Jr., Richard","Nolan, Patricia M.","Dexter, Emily R.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
8289,"Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8290,"Kelly, Kathleen M.","Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8291,"Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8292,"Cronin, Fran Albin","Kelly, Kathleen M.","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8293,"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8294,"Cronin, Fran Albin","Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8295,"Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8296,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8297,"Fantini, Alfred B.","Harding, Jr., Richard","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8298,"Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8299,"Dexter, Emily R.","Crutchfield, Jake W.","Nolan, Patricia M.","Kelly, Kathleen M.","Cisternino, Pia","Fantini, Alfred B.","Weinstein, David J.","Harding, Jr., Richard","Kadete, Elechi M.","Bowman, Manikka L.","Cronin, Fran Albin"
8300,"Weinstein, David J.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8301,"Cisternino, Pia","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8302,"Nolan, Patricia M.","Weinstein, David J.","Bowman, Manikka L.","Dexter, Emily R.","Cronin, Fran Albin","Cisternino, Pia","Kelly, Kathleen M.",skipped,skipped,skipped,skipped
8303,"Cronin, Fran Albin","Bowman, Manikka L.","Crutchfield, Jake W.","Dexter, Emily R.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
8304,"Cronin, Fran Albin","Bowman, Manikka L.","Cisternino, Pia","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8305,"Fantini, Alfred B.","Kelly, Kathleen M.","Crutchfield, Jake W.","Nolan, Patricia M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
8306,"Fantini, Alfred B.","Cronin, Fran Albin","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8307,"Bowman, Manikka L.","Dexter, Emily R.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8308,"Cronin, Fran Albin","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8309,"Cronin, Fran Albin","Nolan, Patricia M.","Weinstein, David J.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8310,"Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8311,"Dexter, Emily R.","Cronin, Fran Albin","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8312,"Nolan, Patricia M.","Fantini, Alfred B.","Harding, Jr., Richard","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8313,"Fantini, Alfred B.","Nolan, Patricia M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8314,"Nolan, Patricia M.","Dexter, Emily R.","Cisternino, Pia","Crutchfield, Jake W.","Kelly, Kathleen M.","Bowman, Manikka L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped
8315,"Kelly, Kathleen M.","Nolan, Patricia M.","Harding, Jr., Richard","Bowman, Manikka L.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
8316,"Crutchfield, Jake W.","Kelly, Kathleen M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8317,"Nolan, Patricia M.","Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
8318,"Cronin, Fran Albin","Nolan, Patricia M.","Dexter, Emily R.","Bowman, Manikka L.","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
8319,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8320,"Crutchfield, Jake W.","Fantini, Alfred B.","Kelly, Kathleen M.","Cronin, Fran Albin","Nolan, Patricia M.","Bowman, Manikka L.","Cisternino, Pia","Dexter, Emily R.","Harding, Jr., Richard","Kadete, Elechi M.","Weinstein, David J."
8321,"Cisternino, Pia","Dexter, Emily R.","Cronin, Fran Albin","Weinstein, David J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
8322,"Kelly, Kathleen M.","Bowman, Manikka L.","Cronin, Fran Albin","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8323,"Dexter, Emily R.","Cronin, Fran Albin","Fantini, Alfred B.","Bowman, Manikka L.","Weinstein, David J.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
8324,"Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Crutchfield, Jake W.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
8325,"Dexter, Emily R.","Cisternino, Pia","Weinstein, David J.","Crutchfield, Jake W.","Nolan, Patricia M.","Cronin, Fran Albin","Kelly, Kathleen M.","Fantini, Alfred B.","Bowman, Manikka L.","Kadete, Elechi M.","Harding, Jr., Richard"
8326,"Crutchfield, Jake W.","Bowman, Manikka L.","Cronin, Fran Albin","Nolan, Patricia M.","Kelly, Kathleen M.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped
8327,"Weinstein, David J.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8328,"Weinstein, David J.","Kadete, Elechi M.","Dexter, Emily R.","Crutchfield, Jake W.","Cisternino, Pia","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped
8329,"Fantini, Alfred B.","Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard","Cronin, Fran Albin","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped
8330,"Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8331,"Dexter, Emily R.","Crutchfield, Jake W.","Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
8332,"Weinstein, David J.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8333,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8334,"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8335,skipped,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8336,"Nolan, Patricia M.","Fantini, Alfred B.","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8337,"Bowman, Manikka L.","Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8338,"Nolan, Patricia M.","Fantini, Alfred B.","Dexter, Emily R.","Harding, Jr., Richard","Weinstein, David J.","Bowman, Manikka L.","Cisternino, Pia","Cronin, Fran Albin","Crutchfield, Jake W.",skipped,skipped
8339,"Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8340,"Cronin, Fran Albin","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8341,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8342,"Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.","Kadete, Elechi M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
8343,"Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8344,"Cronin, Fran Albin","Cisternino, Pia","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8345,"Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8346,"Weinstein, David J.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8347,"Dexter, Emily R.","Nolan, Patricia M.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8348,"Nolan, Patricia M.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8349,"Crutchfield, Jake W.","Kadete, Elechi M.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8350,"Nolan, Patricia M.","Dexter, Emily R.","Bowman, Manikka L.","Cisternino, Pia","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
8351,"Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8352,"Nolan, Patricia M.","Dexter, Emily R.","Cisternino, Pia","Bowman, Manikka L.","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
8353,"Nolan, Patricia M.","Kadete, Elechi M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8354,"Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M.","Bowman, Manikka L.","Cisternino, Pia","Dexter, Emily R.","Weinstein, David J.",skipped
8355,"Cronin, Fran Albin","Fantini, Alfred B.","Weinstein, David J.","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
8356,"Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8357,"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8358,"Nolan, Patricia M.","Fantini, Alfred B.","Cronin, Fran Albin","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8359,"Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8360,"Weinstein, David J.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8361,"Cronin, Fran Albin","Harding, Jr., Richard","Nolan, Patricia M.","Kadete, Elechi M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
8362,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8363,"Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8364,"Nolan, Patricia M.","Harding, Jr., Richard","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8365,"Nolan, Patricia M.","Bowman, Manikka L.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8366,"Cronin, Fran Albin","Weinstein, David J.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8367,"Nolan, Patricia M.","Weinstein, David J.","Crutchfield, Jake W.","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
8368,"Nolan, Patricia M.","Kadete, Elechi M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8369,"Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8370,"Fantini, Alfred B.","Kadete, Elechi M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8371,"Nolan, Patricia M.","Fantini, Alfred B.","Cisternino, Pia","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8372,"Nolan, Patricia M.","Kelly, Kathleen M.","Dexter, Emily R.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8373,"Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8374,"Weinstein, David J.","Crutchfield, Jake W.","Bowman, Manikka L.","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
8375,"Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8376,"Cisternino, Pia","Nolan, Patricia M.","Cronin, Fran Albin","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8377,"Weinstein, David J.","Cisternino, Pia","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8378,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8379,"Bowman, Manikka L.","Dexter, Emily R.","Kadete, Elechi M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
8380,"Dexter, Emily R.","Kelly, Kathleen M.","Kadete, Elechi M.","Bowman, Manikka L.","Cronin, Fran Albin","Nolan, Patricia M.","Fantini, Alfred B.","Harding, Jr., Richard","Weinstein, David J.","Cisternino, Pia","Crutchfield, Jake W."
8381,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8382,"Fantini, Alfred B.","Cronin, Fran Albin","Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
8383,"Crutchfield, Jake W.","Dexter, Emily R.","Kadete, Elechi M.","Weinstein, David J.","Bowman, Manikka L.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped
8384,"Harding, Jr., Richard","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8385,"Cronin, Fran Albin","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8386,"Dexter, Emily R.","Weinstein, David J.","Nolan, Patricia M.","Harding, Jr., Richard","Kelly, Kathleen M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped
8387,"Fantini, Alfred B.","Nolan, Patricia M.","Cronin, Fran Albin","Kelly, Kathleen M.","Harding, Jr., Richard","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped
8388,"Bowman, Manikka L.","Cisternino, Pia","Crutchfield, Jake W.","Weinstein, David J.","Dexter, Emily R.","Nolan, Patricia M.","Harding, Jr., Richard","Kadete, Elechi M.","Cronin, Fran Albin","Kelly, Kathleen M.","Fantini, Alfred B."
8389,"Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.","Cisternino, Pia","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
8390,"Bowman, Manikka L.","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8391,"Harding, Jr., Richard","Crutchfield, Jake W.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8392,"Harding, Jr., Richard","Crutchfield, Jake W.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8393,"Bowman, Manikka L.","Harding, Jr., Richard","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8394,"Nolan, Patricia M.","Cronin, Fran Albin","Harding, Jr., Richard","Fantini, Alfred B.",skipped,"Kadete, Elechi M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped
8395,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8396,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
8397,"Cisternino, Pia","Kadete, Elechi M.","Weinstein, David J.","Crutchfield, Jake W.","Harding, Jr., Richard","Bowman, Manikka L.","Kelly, Kathleen M.","Fantini, Alfred B.","Cronin, Fran Albin","Nolan, Patricia M.","Dexter, Emily R."
8398,"Dexter, Emily R.","Weinstein, David J.","Nolan, Patricia M.","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
8399,"Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Cronin, Fran Albin","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
8400,"Harding, Jr., Richard","Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
8401,"Harding, Jr., Richard","Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Bowman, Manikka L.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
8402,"Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Nolan, Patricia M.","Kelly, Kathleen M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
8403,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
