ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19
121,"Murphy, Brian","Simmons, Denise","Decker, Marjorie C.","Hall, Robert L.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
122,"Pitkin, John","Simmons, Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
123,"Decker, Marjorie C.","Galluccio, Anthony D.","Hall, Robert L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
124,"Pitkin, John","Horowitz, Jacob","Iskovitz, Steve",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
125,"Decker, Marjorie C.","Pitkin, John","Murphy, Brian","Toomey, Timothy J., Jr.","Simmons, Denise","Dixon, Vincent Lawrence","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
126,"Maher, David P.","Sullivan, Michael A.","Galluccio, Anthony D.","Murphy, Brian","Davis, Henrietta","Reeves, Kenneth E.","Decker, Marjorie C.","Hall, Robert L.","Condit, James E., III",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
127,overvote,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
128,"Davis, Henrietta","Murphy, Brian","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,"Sullivan, Michael A.","Galluccio, Anthony D.","King, Ethridge A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
129,"Sullivan, Michael A.","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
130,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
131,"Pitkin, John","Galluccio, Anthony D.","Maher, David P.","Simmons, Denise",skipped,"Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
132,"Galluccio, Anthony D.","Murphy, Brian","Reeves, Kenneth E.","King, Ethridge A.","Pitkin, John","Horowitz, Jacob",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
133,"Galluccio, Anthony D.","Maher, David P.","Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
134,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
135,"Murphy, Brian","Decker, Marjorie C.","Pitkin, John","Horowitz, Jacob","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
136,"Decker, Marjorie C.","Murphy, Brian","Reeves, Kenneth E.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
137,"Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
138,"Murphy, Brian","Pitkin, John","Decker, Marjorie C.","Reeves, Kenneth E.","Hall, Robert L.","King, Ethridge A.","Simmons, Denise","Horowitz, Jacob","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
139,"Galluccio, Anthony D.","Maher, David P.","Toomey, Timothy J., Jr.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
140,"Maher, David P.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
141,"Pitkin, John","Decker, Marjorie C.","Reeves, Kenneth E.","Davis, Henrietta","Murphy, Brian","King, Ethridge A.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
142,"Galluccio, Anthony D.","Maher, David P.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Davis, Henrietta","Reeves, Kenneth E.","Decker, Marjorie C.","Hall, Robert L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
143,"Reeves, Kenneth E.","Simmons, Denise","Davis, Henrietta","King, Ethridge A.","Decker, Marjorie C.","Murphy, Brian","Hall, Robert L.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
144,"Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
145,"Sullivan, Michael A.","Murphy, Brian","King, Ethridge A.","Davis, Henrietta","Pitkin, John","Decker, Marjorie C.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
146,"Decker, Marjorie C.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
147,"Galluccio, Anthony D.","Maher, David P.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
148,"Maher, David P.","Sullivan, Michael A.","Galluccio, Anthony D.","Hall, Robert L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
149,"Murphy, Brian","Decker, Marjorie C.","Galluccio, Anthony D.","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
150,"Murphy, Brian","Pitkin, John","Decker, Marjorie C.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
151,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
152,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
153,"Horowitz, Jacob","Murphy, Brian","Pitkin, John","Davis, Henrietta","Simmons, Denise","Reeves, Kenneth E.","Decker, Marjorie C.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
154,"Galluccio, Anthony D.","Maher, David P.","Simmons, Denise","Toomey, Timothy J., Jr.","Dixon, Vincent Lawrence",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
155,"Galluccio, Anthony D.","Decker, Marjorie C.","Davis, Henrietta","Pitkin, John","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
156,"Sullivan, Michael A.","Maher, David P.","Galluccio, Anthony D.","Decker, Marjorie C.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
157,"Galluccio, Anthony D.","Reeves, Kenneth E.","King, Ethridge A.","Pitkin, John","Murphy, Brian","Davis, Henrietta","Simmons, Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
158,"Murphy, Brian","Pitkin, John","Decker, Marjorie C.","Galluccio, Anthony D.","Reeves, Kenneth E.","Davis, Henrietta","Sullivan, Michael A.","King, Ethridge A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
159,"King, Ethridge A.","Reeves, Kenneth E.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
160,"Reeves, Kenneth E.","Maher, David P.",overvote,"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
161,"Maher, David P.","Sullivan, Michael A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
162,"Galluccio, Anthony D.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
163,"Galluccio, Anthony D.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
164,"Horowitz, Jacob","King, Ethridge A.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
165,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Davis, Henrietta","Galluccio, Anthony D.","Reeves, Kenneth E.","Maher, David P.","Simmons, Denise","Hall, Robert L.","Horowitz, Jacob","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
166,"Sullivan, Michael A.","Decker, Marjorie C.","Williamson, James M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
167,"Galluccio, Anthony D.","Decker, Marjorie C.","Simmons, Denise","Davis, Henrietta","Maher, David P.","Dixon, Vincent Lawrence",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
168,"Sullivan, Michael A.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
169,"Galluccio, Anthony D.","Maher, David P.","Murphy, Brian","Sullivan, Michael A.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
170,"Galluccio, Anthony D.","Maher, David P.","Simmons, Denise","Davis, Henrietta","Murphy, Brian",skipped,skipped,"Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
171,"Davis, Henrietta","Simmons, Denise","King, Ethridge A.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
172,"Decker, Marjorie C.","Murphy, Brian","Condit, James E., III","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
173,"Galluccio, Anthony D.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
174,"Galluccio, Anthony D.","Maher, David P.","Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
175,"Maher, David P.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
176,"Murphy, Brian","Simmons, Denise","Pitkin, John","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
177,"Davis, Henrietta","Decker, Marjorie C.","King, Ethridge A.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
178,"Sullivan, Michael A.","Maher, David P.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
179,"Simmons, Denise","Reeves, Kenneth E.","Galluccio, Anthony D.","Decker, Marjorie C.","King, Ethridge A.","Sullivan, Michael A.","Davis, Henrietta","Hall, Robert L.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
180,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
181,"Toomey, Timothy J., Jr.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
182,"Reeves, Kenneth E.","Simmons, Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
183,"Maher, David P.","Sullivan, Michael A.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
184,"Maher, David P.","Sullivan, Michael A.","Galluccio, Anthony D.","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Pitkin, John","Murphy, Brian","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
185,"Galluccio, Anthony D.","Maher, David P.","Reeves, Kenneth E.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
186,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Maher, David P.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
187,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Maher, David P.","Murphy, Brian","Peixoto, Helder","Horowitz, Jacob",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
188,"Sullivan, Michael A.","Maher, David P.","Jens, Steven E.","Galluccio, Anthony D.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
189,"Simmons, Denise","King, Ethridge A.","Decker, Marjorie C.","Davis, Henrietta","Reeves, Kenneth E.","Pitkin, John","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
190,"Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
191,"Jens, Steven E.","Dixon, Vincent Lawrence","Maher, David P.","Condit, James E., III","Peixoto, Helder",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
192,"Galluccio, Anthony D.","Maher, David P.","Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
193,"Galluccio, Anthony D.","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
194,"Pitkin, John","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
195,"Galluccio, Anthony D.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Maher, David P.","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
196,"Galluccio, Anthony D.","Sullivan, Michael A.","Maher, David P.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Dixon, Vincent Lawrence","Davis, Henrietta","Simmons, Denise","Hall, Robert L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
197,"Maher, David P.","Galluccio, Anthony D.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
198,"Sullivan, Michael A.","Galluccio, Anthony D.","Maher, David P.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
199,"Maher, David P.","Galluccio, Anthony D.","Decker, Marjorie C.","Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
200,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Maher, David P.","Horowitz, Jacob","Davis, Henrietta","Sullivan, Michael A.","Reeves, Kenneth E.","King, Ethridge A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
201,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
202,"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
203,"Sullivan, Michael A.","Decker, Marjorie C.","Williamson, James M.","Murphy, Brian","Jens, Steven E.","Peixoto, Helder","Reeves, Kenneth E.","Condit, James E., III","Dixon, Vincent Lawrence",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
204,skipped,overvote,"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
205,"Reeves, Kenneth E.","Maher, David P.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Decker, Marjorie C.","Galluccio, Anthony D.","Murphy, Brian","King, Ethridge A.","Hall, Robert L.","Iskovitz, Steve","Dixon, Vincent Lawrence","Condit, James E., III",skipped,skipped,skipped,skipped,skipped,skipped,skipped
206,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
207,"Galluccio, Anthony D.","Maher, David P.","Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
