ranks,ballotID,rank1,rank2,rank3,rank4,rank5
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'skipped', 'skipped']",1597,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,skipped,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'skipped', 'skipped']",1598,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,skipped,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'LINDA CARTER']",1599,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL,LINDA CARTER
"['BRIAN V. HULET', 'skipped', 'skipped', 'skipped', 'skipped']",1600,BRIAN V. HULET,skipped,skipped,skipped,skipped
"['DOUG WELTON', 'LINDA CARTER', 'SCOTT PINKHAM', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL']",1601,DOUG WELTON,LINDA CARTER,SCOTT PINKHAM,BRIAN V. HULET,CARY KENNETH STOCKWELL
"['BRIAN V. HULET', 'LINDA CARTER', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1602,BRIAN V. HULET,LINDA CARTER,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['BRIAN V. HULET', 'LINDA CARTER', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1603,BRIAN V. HULET,LINDA CARTER,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1604,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'CARY KENNETH STOCKWELL']",1605,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL,CARY KENNETH STOCKWELL
"['CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM', 'LINDA CARTER', 'BRIAN V. HULET']",1606,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM,LINDA CARTER,BRIAN V. HULET
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'skipped', 'skipped']",1607,DOUG WELTON,CARY KENNETH STOCKWELL,LINDA CARTER,skipped,skipped
"['DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'SCOTT PINKHAM']",1608,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,BRIAN V. HULET,SCOTT PINKHAM
"['BRIAN V. HULET', 'LINDA CARTER', 'DOUG WELTON', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",1609,BRIAN V. HULET,LINDA CARTER,DOUG WELTON,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER', 'DOUG WELTON']",1610,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER,DOUG WELTON
"['BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER', 'DOUG WELTON']",1611,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER,DOUG WELTON
"['BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER', 'DOUG WELTON']",1612,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER,DOUG WELTON
"['BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER', 'DOUG WELTON']",1613,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER,DOUG WELTON
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",1614,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['CARY KENNETH STOCKWELL', 'DOUG WELTON', 'SCOTT PINKHAM', 'BRIAN V. HULET', 'LINDA CARTER']",1615,CARY KENNETH STOCKWELL,DOUG WELTON,SCOTT PINKHAM,BRIAN V. HULET,LINDA CARTER
"['CARY KENNETH STOCKWELL', 'DOUG WELTON', 'SCOTT PINKHAM', 'BRIAN V. HULET', 'LINDA CARTER']",1616,CARY KENNETH STOCKWELL,DOUG WELTON,SCOTT PINKHAM,BRIAN V. HULET,LINDA CARTER
"['CARY KENNETH STOCKWELL', 'DOUG WELTON', 'SCOTT PINKHAM', 'BRIAN V. HULET', 'LINDA CARTER']",1617,CARY KENNETH STOCKWELL,DOUG WELTON,SCOTT PINKHAM,BRIAN V. HULET,LINDA CARTER
"['CARY KENNETH STOCKWELL', 'DOUG WELTON', 'SCOTT PINKHAM', 'LINDA CARTER', 'BRIAN V. HULET']",1618,CARY KENNETH STOCKWELL,DOUG WELTON,SCOTT PINKHAM,LINDA CARTER,BRIAN V. HULET
"['CARY KENNETH STOCKWELL', 'skipped', 'skipped', 'skipped', 'skipped']",1619,CARY KENNETH STOCKWELL,skipped,skipped,skipped,skipped
"['CARY KENNETH STOCKWELL', 'LINDA CARTER', 'DOUG WELTON', 'skipped', 'skipped']",1620,CARY KENNETH STOCKWELL,LINDA CARTER,DOUG WELTON,skipped,skipped
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1621,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['CARY KENNETH STOCKWELL', 'DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'SCOTT PINKHAM']",1622,CARY KENNETH STOCKWELL,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'LINDA CARTER']",1623,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL,LINDA CARTER
"['BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM']",1624,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM
"['BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM']",1625,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM
"['SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'skipped', 'skipped', 'skipped']",1626,SCOTT PINKHAM,CARY KENNETH STOCKWELL,skipped,skipped,skipped
"['LINDA CARTER', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'SCOTT PINKHAM']",1627,LINDA CARTER,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,SCOTT PINKHAM
"['LINDA CARTER', 'BRIAN V. HULET', 'DOUG WELTON', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",1628,LINDA CARTER,BRIAN V. HULET,DOUG WELTON,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['LINDA CARTER', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'SCOTT PINKHAM']",1629,LINDA CARTER,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM']",1630,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM
"['LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'DOUG WELTON', 'BRIAN V. HULET']",1631,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM,DOUG WELTON,BRIAN V. HULET
"['DOUG WELTON', 'LINDA CARTER', 'DOUG WELTON', 'LINDA CARTER', 'DOUG WELTON']",1632,DOUG WELTON,LINDA CARTER,DOUG WELTON,LINDA CARTER,DOUG WELTON
"['LINDA CARTER', 'CARY KENNETH STOCKWELL', 'DOUG WELTON', 'skipped', 'skipped']",1633,LINDA CARTER,CARY KENNETH STOCKWELL,DOUG WELTON,skipped,skipped
"['CARY KENNETH STOCKWELL', 'DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'LINDA CARTER']",1634,CARY KENNETH STOCKWELL,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,LINDA CARTER
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1635,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1636,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'DOUG WELTON', 'SCOTT PINKHAM']",1637,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,DOUG WELTON,SCOTT PINKHAM
"['DOUG WELTON', 'LINDA CARTER', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1638,DOUG WELTON,LINDA CARTER,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'BRIAN V. HULET', 'SCOTT PINKHAM']",1639,DOUG WELTON,CARY KENNETH STOCKWELL,LINDA CARTER,BRIAN V. HULET,SCOTT PINKHAM
"['DOUG WELTON', 'LINDA CARTER', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1640,DOUG WELTON,LINDA CARTER,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['LINDA CARTER', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'skipped', 'skipped']",1641,LINDA CARTER,BRIAN V. HULET,SCOTT PINKHAM,skipped,skipped
"['CARY KENNETH STOCKWELL', 'DOUG WELTON', 'LINDA CARTER', 'skipped', 'skipped']",1642,CARY KENNETH STOCKWELL,DOUG WELTON,LINDA CARTER,skipped,skipped
"['LINDA CARTER', 'BRIAN V. HULET', 'skipped', 'skipped', 'skipped']",1643,LINDA CARTER,BRIAN V. HULET,skipped,skipped,skipped
"['SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER']",1644,SCOTT PINKHAM,CARY KENNETH STOCKWELL,BRIAN V. HULET,DOUG WELTON,LINDA CARTER
"['LINDA CARTER', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'SCOTT PINKHAM']",1645,LINDA CARTER,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,SCOTT PINKHAM
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'skipped', 'skipped', 'skipped']",1646,DOUG WELTON,CARY KENNETH STOCKWELL,skipped,skipped,skipped
"['CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'LINDA CARTER', 'DOUG WELTON', 'SCOTT PINKHAM']",1647,CARY KENNETH STOCKWELL,BRIAN V. HULET,LINDA CARTER,DOUG WELTON,SCOTT PINKHAM
"['DOUG WELTON', 'LINDA CARTER', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1648,DOUG WELTON,LINDA CARTER,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['LINDA CARTER', 'SCOTT PINKHAM', 'DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL']",1649,LINDA CARTER,SCOTT PINKHAM,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER']",1650,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER
"['LINDA CARTER', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'DOUG WELTON']",1651,LINDA CARTER,SCOTT PINKHAM,CARY KENNETH STOCKWELL,BRIAN V. HULET,DOUG WELTON
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM']",1652,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM']",1653,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM
"['BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER']",1654,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER
"['DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'LINDA CARTER']",1655,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL,LINDA CARTER
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1656,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'skipped', 'skipped', 'skipped']",1657,DOUG WELTON,BRIAN V. HULET,skipped,skipped,skipped
"['BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'skipped']",1658,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,LINDA CARTER,skipped
"['CARY KENNETH STOCKWELL', 'DOUG WELTON', 'LINDA CARTER', 'SCOTT PINKHAM', 'BRIAN V. HULET']",1659,CARY KENNETH STOCKWELL,DOUG WELTON,LINDA CARTER,SCOTT PINKHAM,BRIAN V. HULET
"['DOUG WELTON', 'skipped', 'skipped', 'skipped', 'skipped']",1660,DOUG WELTON,skipped,skipped,skipped,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'skipped', 'skipped', 'skipped']",1661,DOUG WELTON,BRIAN V. HULET,skipped,skipped,skipped
"['LINDA CARTER', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'DOUG WELTON', 'SCOTT PINKHAM']",1662,LINDA CARTER,CARY KENNETH STOCKWELL,BRIAN V. HULET,DOUG WELTON,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'LINDA CARTER']",1663,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL,LINDA CARTER
"['DOUG WELTON', 'LINDA CARTER', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",1664,DOUG WELTON,LINDA CARTER,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'skipped', 'skipped']",1665,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,skipped,skipped
"['BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM']",1666,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM
"['BRIAN V. HULET', 'LINDA CARTER', 'skipped', 'skipped', 'skipped']",1667,BRIAN V. HULET,LINDA CARTER,skipped,skipped,skipped
"['DOUG WELTON', 'LINDA CARTER', 'BRIAN V. HULET', 'skipped', 'skipped']",1668,DOUG WELTON,LINDA CARTER,BRIAN V. HULET,skipped,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1669,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1670,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['CARY KENNETH STOCKWELL', 'DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'LINDA CARTER']",1671,CARY KENNETH STOCKWELL,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,LINDA CARTER
"['DOUG WELTON', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'LINDA CARTER']",1672,DOUG WELTON,SCOTT PINKHAM,CARY KENNETH STOCKWELL,BRIAN V. HULET,LINDA CARTER
"['DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'LINDA CARTER']",1673,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL,LINDA CARTER
"['DOUG WELTON', 'skipped', 'skipped', 'skipped', 'skipped']",1674,DOUG WELTON,skipped,skipped,skipped,skipped
"['SCOTT PINKHAM', 'BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'LINDA CARTER']",1675,SCOTT PINKHAM,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,LINDA CARTER
"['DOUG WELTON', 'skipped', 'skipped', 'skipped', 'skipped']",1676,DOUG WELTON,skipped,skipped,skipped,skipped
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'skipped', 'skipped']",1677,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,skipped,skipped
"['BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'DOUG WELTON', 'LINDA CARTER', 'SCOTT PINKHAM']",1678,BRIAN V. HULET,CARY KENNETH STOCKWELL,DOUG WELTON,LINDA CARTER,SCOTT PINKHAM
"['LINDA CARTER', 'skipped', 'skipped', 'skipped', 'skipped']",1679,LINDA CARTER,skipped,skipped,skipped,skipped
"['LINDA CARTER', 'SCOTT PINKHAM', 'DOUG WELTON', 'skipped', 'skipped']",1680,LINDA CARTER,SCOTT PINKHAM,DOUG WELTON,skipped,skipped
"['BRIAN V. HULET', 'DOUG WELTON', 'skipped', 'skipped', 'skipped']",1681,BRIAN V. HULET,DOUG WELTON,skipped,skipped,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'LINDA CARTER']",1682,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL,LINDA CARTER
"['DOUG WELTON', 'BRIAN V. HULET', 'skipped', 'skipped', 'skipped']",1683,DOUG WELTON,BRIAN V. HULET,skipped,skipped,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'LINDA CARTER']",1684,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL,LINDA CARTER
"['BRIAN V. HULET', 'DOUG WELTON', 'SCOTT PINKHAM', 'LINDA CARTER', 'CARY KENNETH STOCKWELL']",1685,BRIAN V. HULET,DOUG WELTON,SCOTT PINKHAM,LINDA CARTER,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'skipped', 'skipped']",1686,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,skipped,skipped
"['LINDA CARTER', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'DOUG WELTON', 'SCOTT PINKHAM']",1687,LINDA CARTER,CARY KENNETH STOCKWELL,BRIAN V. HULET,DOUG WELTON,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1688,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'skipped', 'skipped']",1689,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,skipped,skipped
"['BRIAN V. HULET', 'SCOTT PINKHAM', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'DOUG WELTON']",1690,BRIAN V. HULET,SCOTT PINKHAM,LINDA CARTER,CARY KENNETH STOCKWELL,DOUG WELTON
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1691,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['BRIAN V. HULET', 'LINDA CARTER', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1692,BRIAN V. HULET,LINDA CARTER,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'skipped', 'skipped', 'skipped']",1693,DOUG WELTON,CARY KENNETH STOCKWELL,skipped,skipped,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1694,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'SCOTT PINKHAM', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET']",1695,DOUG WELTON,SCOTT PINKHAM,LINDA CARTER,CARY KENNETH STOCKWELL,BRIAN V. HULET
"['CARY KENNETH STOCKWELL', 'LINDA CARTER', 'DOUG WELTON', 'skipped', 'skipped']",1696,CARY KENNETH STOCKWELL,LINDA CARTER,DOUG WELTON,skipped,skipped
"['LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",1697,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'skipped', 'skipped', 'skipped', 'skipped']",1698,DOUG WELTON,skipped,skipped,skipped,skipped
"['DOUG WELTON', 'LINDA CARTER', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1699,DOUG WELTON,LINDA CARTER,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['LINDA CARTER', 'BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1700,LINDA CARTER,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'LINDA CARTER', 'BRIAN V. HULET', 'skipped', 'skipped']",1701,DOUG WELTON,LINDA CARTER,BRIAN V. HULET,skipped,skipped
"['LINDA CARTER', 'BRIAN V. HULET', 'DOUG WELTON', 'skipped', 'skipped']",1702,LINDA CARTER,BRIAN V. HULET,DOUG WELTON,skipped,skipped
"['CARY KENNETH STOCKWELL', 'DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'SCOTT PINKHAM']",1703,CARY KENNETH STOCKWELL,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1704,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['BRIAN V. HULET', 'SCOTT PINKHAM', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'DOUG WELTON']",1705,BRIAN V. HULET,SCOTT PINKHAM,LINDA CARTER,CARY KENNETH STOCKWELL,DOUG WELTON
"['BRIAN V. HULET', 'LINDA CARTER', 'DOUG WELTON', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",1706,BRIAN V. HULET,LINDA CARTER,DOUG WELTON,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'skipped', 'skipped']",1707,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,skipped,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'skipped', 'skipped']",1708,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,skipped,skipped
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'skipped', 'skipped']",1709,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM,skipped,skipped
"['BRIAN V. HULET', 'LINDA CARTER', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1710,BRIAN V. HULET,LINDA CARTER,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'skipped', 'skipped', 'skipped']",1711,DOUG WELTON,BRIAN V. HULET,skipped,skipped,skipped
"['BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM']",1712,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM
"['DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'SCOTT PINKHAM']",1713,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,BRIAN V. HULET,SCOTT PINKHAM
"['BRIAN V. HULET', 'DOUG WELTON', 'SCOTT PINKHAM', 'LINDA CARTER', 'CARY KENNETH STOCKWELL']",1714,BRIAN V. HULET,DOUG WELTON,SCOTT PINKHAM,LINDA CARTER,CARY KENNETH STOCKWELL
"['BRIAN V. HULET', 'DOUG WELTON', 'SCOTT PINKHAM', 'LINDA CARTER', 'CARY KENNETH STOCKWELL']",1715,BRIAN V. HULET,DOUG WELTON,SCOTT PINKHAM,LINDA CARTER,CARY KENNETH STOCKWELL
"['BRIAN V. HULET', 'DOUG WELTON', 'SCOTT PINKHAM', 'LINDA CARTER', 'CARY KENNETH STOCKWELL']",1716,BRIAN V. HULET,DOUG WELTON,SCOTT PINKHAM,LINDA CARTER,CARY KENNETH STOCKWELL
"['BRIAN V. HULET', 'LINDA CARTER', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1717,BRIAN V. HULET,LINDA CARTER,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM
