ranks,ballotID,rank1,rank2,rank3,rank4,rank5
"['BRIAN V. HULET', 'LINDA CARTER', 'SCOTT PINKHAM', 'DOUG WELTON', 'CARY KENNETH STOCKWELL']",1718,BRIAN V. HULET,LINDA CARTER,SCOTT PINKHAM,DOUG WELTON,CARY KENNETH STOCKWELL
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",1719,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['LINDA CARTER', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'skipped', 'skipped']",1720,LINDA CARTER,CARY KENNETH STOCKWELL,BRIAN V. HULET,skipped,skipped
"['CARY KENNETH STOCKWELL', 'LINDA CARTER', 'DOUG WELTON', 'SCOTT PINKHAM', 'BRIAN V. HULET']",1721,CARY KENNETH STOCKWELL,LINDA CARTER,DOUG WELTON,SCOTT PINKHAM,BRIAN V. HULET
"['DOUG WELTON', 'BRIAN V. HULET', 'skipped', 'skipped', 'skipped']",1722,DOUG WELTON,BRIAN V. HULET,skipped,skipped,skipped
"['DOUG WELTON', 'SCOTT PINKHAM', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL']",1723,DOUG WELTON,SCOTT PINKHAM,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL
"['LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",1724,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'skipped']",1725,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,LINDA CARTER,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'skipped']",1726,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1727,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['BRIAN V. HULET', 'DOUG WELTON', 'skipped', 'skipped', 'skipped']",1728,BRIAN V. HULET,DOUG WELTON,skipped,skipped,skipped
"['CARY KENNETH STOCKWELL', 'LINDA CARTER', 'DOUG WELTON', 'SCOTT PINKHAM', 'BRIAN V. HULET']",1729,CARY KENNETH STOCKWELL,LINDA CARTER,DOUG WELTON,SCOTT PINKHAM,BRIAN V. HULET
"['CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'LINDA CARTER', 'DOUG WELTON', 'SCOTT PINKHAM']",1730,CARY KENNETH STOCKWELL,BRIAN V. HULET,LINDA CARTER,DOUG WELTON,SCOTT PINKHAM
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'BRIAN V. HULET', 'SCOTT PINKHAM']",1731,DOUG WELTON,CARY KENNETH STOCKWELL,LINDA CARTER,BRIAN V. HULET,SCOTT PINKHAM
"['BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER']",1732,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",1733,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['skipped', 'skipped', 'skipped', 'skipped', 'skipped']",1734,skipped,skipped,skipped,skipped,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER']",1735,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER
"['DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'LINDA CARTER']",1736,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL,LINDA CARTER
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",1737,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM', 'BRIAN V. HULET']",1738,DOUG WELTON,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM,BRIAN V. HULET
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1739,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",1740,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['CARY KENNETH STOCKWELL', 'LINDA CARTER', 'BRIAN V. HULET', 'DOUG WELTON', 'SCOTT PINKHAM']",1741,CARY KENNETH STOCKWELL,LINDA CARTER,BRIAN V. HULET,DOUG WELTON,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM']",1742,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM']",1743,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'BRIAN V. HULET', 'LINDA CARTER']",1744,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM,BRIAN V. HULET,LINDA CARTER
"['LINDA CARTER', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'SCOTT PINKHAM']",1745,LINDA CARTER,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,SCOTT PINKHAM
"['LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1746,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1747,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM', 'DOUG WELTON', 'BRIAN V. HULET']",1748,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM,DOUG WELTON,BRIAN V. HULET
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER']",1749,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER']",1750,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER
"['DOUG WELTON', 'SCOTT PINKHAM', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL']",1751,DOUG WELTON,SCOTT PINKHAM,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'skipped', 'skipped']",1752,DOUG WELTON,SCOTT PINKHAM,CARY KENNETH STOCKWELL,skipped,skipped
"['DOUG WELTON', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'BRIAN V. HULET']",1753,DOUG WELTON,SCOTT PINKHAM,CARY KENNETH STOCKWELL,LINDA CARTER,BRIAN V. HULET
"['DOUG WELTON', 'LINDA CARTER', 'skipped', 'skipped', 'skipped']",1754,DOUG WELTON,LINDA CARTER,skipped,skipped,skipped
"['DOUG WELTON', 'LINDA CARTER', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1755,DOUG WELTON,LINDA CARTER,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'skipped']",1756,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,skipped
"['DOUG WELTON', 'LINDA CARTER', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1757,DOUG WELTON,LINDA CARTER,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1758,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['LINDA CARTER', 'CARY KENNETH STOCKWELL', 'DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM']",1759,LINDA CARTER,CARY KENNETH STOCKWELL,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM
"['LINDA CARTER', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'SCOTT PINKHAM']",1760,LINDA CARTER,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,SCOTT PINKHAM
"['BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER']",1761,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER
"['DOUG WELTON', 'LINDA CARTER', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",1762,DOUG WELTON,LINDA CARTER,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'LINDA CARTER']",1763,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL,LINDA CARTER
"['LINDA CARTER', 'BRIAN V. HULET', 'skipped', 'skipped', 'skipped']",1764,LINDA CARTER,BRIAN V. HULET,skipped,skipped,skipped
"['DOUG WELTON', 'LINDA CARTER', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",1765,DOUG WELTON,LINDA CARTER,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['LINDA CARTER', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'DOUG WELTON']",1766,LINDA CARTER,CARY KENNETH STOCKWELL,BRIAN V. HULET,SCOTT PINKHAM,DOUG WELTON
"['DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'skipped', 'skipped']",1767,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,skipped,skipped
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'skipped', 'skipped']",1768,DOUG WELTON,CARY KENNETH STOCKWELL,LINDA CARTER,skipped,skipped
"['CARY KENNETH STOCKWELL', 'DOUG WELTON', 'LINDA CARTER', 'SCOTT PINKHAM', 'BRIAN V. HULET']",1769,CARY KENNETH STOCKWELL,DOUG WELTON,LINDA CARTER,SCOTT PINKHAM,BRIAN V. HULET
"['LINDA CARTER', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'skipped', 'skipped']",1770,LINDA CARTER,BRIAN V. HULET,CARY KENNETH STOCKWELL,skipped,skipped
"['DOUG WELTON', 'SCOTT PINKHAM', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL']",1771,DOUG WELTON,SCOTT PINKHAM,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",1772,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'SCOTT PINKHAM']",1773,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,BRIAN V. HULET,SCOTT PINKHAM
"['CARY KENNETH STOCKWELL', 'LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM']",1774,CARY KENNETH STOCKWELL,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM
"['LINDA CARTER', 'SCOTT PINKHAM', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET']",1775,LINDA CARTER,SCOTT PINKHAM,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'BRIAN V. HULET', 'LINDA CARTER']",1776,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM,BRIAN V. HULET,LINDA CARTER
"['BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'skipped', 'skipped']",1777,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,skipped,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'skipped', 'skipped']",1778,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,skipped,skipped
"['LINDA CARTER', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'SCOTT PINKHAM']",1779,LINDA CARTER,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,SCOTT PINKHAM
"['LINDA CARTER', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'skipped', 'skipped']",1780,LINDA CARTER,DOUG WELTON,CARY KENNETH STOCKWELL,skipped,skipped
"['BRIAN V. HULET', 'skipped', 'skipped', 'skipped', 'skipped']",1781,BRIAN V. HULET,skipped,skipped,skipped,skipped
"['LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'skipped', 'skipped']",1782,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,skipped,skipped
"['LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'skipped', 'skipped']",1783,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,skipped,skipped
"['LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'skipped', 'skipped']",1784,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,skipped,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'skipped', 'skipped']",1785,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,skipped,skipped
"['SCOTT PINKHAM', 'BRIAN V. HULET', 'LINDA CARTER', 'skipped', 'skipped']",1786,SCOTT PINKHAM,BRIAN V. HULET,LINDA CARTER,skipped,skipped
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'skipped', 'skipped']",1787,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,skipped,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER']",1788,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER']",1789,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'LINDA CARTER', 'SCOTT PINKHAM']",1790,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,LINDA CARTER,SCOTT PINKHAM
"['BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'DOUG WELTON', 'SCOTT PINKHAM']",1791,BRIAN V. HULET,CARY KENNETH STOCKWELL,LINDA CARTER,DOUG WELTON,SCOTT PINKHAM
"['BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'DOUG WELTON', 'SCOTT PINKHAM']",1792,BRIAN V. HULET,CARY KENNETH STOCKWELL,LINDA CARTER,DOUG WELTON,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'LINDA CARTER', 'CARY KENNETH STOCKWELL']",1793,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,LINDA CARTER,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'LINDA CARTER', 'CARY KENNETH STOCKWELL']",1794,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,LINDA CARTER,CARY KENNETH STOCKWELL
"['BRIAN V. HULET', 'LINDA CARTER', 'skipped', 'skipped', 'skipped']",1795,BRIAN V. HULET,LINDA CARTER,skipped,skipped,skipped
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",1796,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'LINDA CARTER', 'CARY KENNETH STOCKWELL']",1797,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,LINDA CARTER,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'BRIAN V. HULET', 'skipped', 'skipped', 'skipped']",1798,DOUG WELTON,BRIAN V. HULET,skipped,skipped,skipped
"['DOUG WELTON', 'LINDA CARTER', 'BRIAN V. HULET', 'skipped', 'skipped']",1799,DOUG WELTON,LINDA CARTER,BRIAN V. HULET,skipped,skipped
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'skipped', 'skipped']",1800,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,skipped,skipped
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1801,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'skipped', 'skipped', 'skipped']",1802,CARY KENNETH STOCKWELL,SCOTT PINKHAM,skipped,skipped,skipped
"['LINDA CARTER', 'BRIAN V. HULET', 'DOUG WELTON', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",1803,LINDA CARTER,BRIAN V. HULET,DOUG WELTON,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET']",1804,SCOTT PINKHAM,CARY KENNETH STOCKWELL,LINDA CARTER,DOUG WELTON,BRIAN V. HULET
"['SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET']",1805,SCOTT PINKHAM,CARY KENNETH STOCKWELL,LINDA CARTER,DOUG WELTON,BRIAN V. HULET
"['SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET']",1806,SCOTT PINKHAM,CARY KENNETH STOCKWELL,LINDA CARTER,DOUG WELTON,BRIAN V. HULET
"['SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET']",1807,SCOTT PINKHAM,CARY KENNETH STOCKWELL,LINDA CARTER,DOUG WELTON,BRIAN V. HULET
"['SCOTT PINKHAM', 'LINDA CARTER', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET']",1808,SCOTT PINKHAM,LINDA CARTER,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET
"['BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM', 'DOUG WELTON']",1809,BRIAN V. HULET,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM,DOUG WELTON
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM']",1810,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM
"['BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM', 'DOUG WELTON']",1811,BRIAN V. HULET,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM,DOUG WELTON
"['BRIAN V. HULET', 'SCOTT PINKHAM', 'DOUG WELTON', 'skipped', 'skipped']",1812,BRIAN V. HULET,SCOTT PINKHAM,DOUG WELTON,skipped,skipped
"['DOUG WELTON', 'SCOTT PINKHAM', 'LINDA CARTER', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL']",1813,DOUG WELTON,SCOTT PINKHAM,LINDA CARTER,BRIAN V. HULET,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'SCOTT PINKHAM', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL']",1814,DOUG WELTON,SCOTT PINKHAM,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'skipped', 'skipped']",1815,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,skipped,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'skipped', 'skipped']",1816,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,skipped,skipped
"['LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1817,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1818,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['BRIAN V. HULET', 'skipped', 'skipped', 'skipped', 'skipped']",1819,BRIAN V. HULET,skipped,skipped,skipped,skipped
"['BRIAN V. HULET', 'skipped', 'skipped', 'skipped', 'skipped']",1820,BRIAN V. HULET,skipped,skipped,skipped,skipped
"['DOUG WELTON', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'LINDA CARTER']",1821,DOUG WELTON,SCOTT PINKHAM,CARY KENNETH STOCKWELL,BRIAN V. HULET,LINDA CARTER
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM']",1822,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM
"['DOUG WELTON', 'skipped', 'skipped', 'skipped', 'skipped']",1823,DOUG WELTON,skipped,skipped,skipped,skipped
"['LINDA CARTER', 'BRIAN V. HULET', 'DOUG WELTON', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",1824,LINDA CARTER,BRIAN V. HULET,DOUG WELTON,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM']",1825,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM
"['DOUG WELTON', 'LINDA CARTER', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1826,DOUG WELTON,LINDA CARTER,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1827,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'skipped', 'skipped', 'skipped']",1828,CARY KENNETH STOCKWELL,SCOTT PINKHAM,skipped,skipped,skipped
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'LINDA CARTER', 'SCOTT PINKHAM']",1829,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,LINDA CARTER,SCOTT PINKHAM
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'LINDA CARTER', 'SCOTT PINKHAM']",1830,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,LINDA CARTER,SCOTT PINKHAM
"['DOUG WELTON', 'LINDA CARTER', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",1831,DOUG WELTON,LINDA CARTER,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'SCOTT PINKHAM']",1832,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,BRIAN V. HULET,SCOTT PINKHAM
"['CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'LINDA CARTER', 'DOUG WELTON', 'SCOTT PINKHAM']",1833,CARY KENNETH STOCKWELL,BRIAN V. HULET,LINDA CARTER,DOUG WELTON,SCOTT PINKHAM
"['DOUG WELTON', 'LINDA CARTER', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",1834,DOUG WELTON,LINDA CARTER,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'DOUG WELTON', 'SCOTT PINKHAM']",1835,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,DOUG WELTON,SCOTT PINKHAM
"['DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'SCOTT PINKHAM']",1836,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,BRIAN V. HULET,SCOTT PINKHAM
