ballotID,rank1,rank2,rank3,rank4
1414,Sarah A. Lucido,Larry Edwards,Harvey Curley,skipped
1415,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
1416,Larry Edwards,Mary Hall-Rayford,skipped,skipped
1417,Larry Edwards,Mary Hall-Rayford,skipped,skipped
1418,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1419,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
1420,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
1421,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
1422,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
1423,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1424,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,skipped
1425,Harvey Curley,Sarah A. Lucido,skipped,skipped
1426,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
1427,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1428,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1429,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
1430,Harvey Curley,Sarah A. Lucido,skipped,skipped
1431,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
1432,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,skipped
1433,Mary Hall-Rayford,Larry Edwards,Harvey Curley,Sarah A. Lucido
1434,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
1435,Harvey Curley,Sarah A. Lucido,skipped,skipped
1436,Harvey Curley,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido
1437,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
1438,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
1439,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
1440,Harvey Curley,skipped,skipped,skipped
1441,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
1442,skipped,skipped,skipped,skipped
1443,Sarah A. Lucido,Larry Edwards,skipped,skipped
1444,skipped,skipped,skipped,skipped
1445,Harvey Curley,Sarah A. Lucido,skipped,skipped
1446,Sarah A. Lucido,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
1447,skipped,skipped,skipped,skipped
1448,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
1449,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
1450,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
1451,Harvey Curley,skipped,skipped,skipped
1452,Larry Edwards,Harvey Curley,Larry Edwards,Larry Edwards
1453,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
1454,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
1455,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
1456,Harvey Curley,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido
1457,Harvey Curley,skipped,skipped,skipped
1458,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
1459,Mary Hall-Rayford,Harvey Curley,Harvey Curley,Harvey Curley
1460,writein,writein,writein,writein
1461,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1462,Harvey Curley,Sarah A. Lucido,writein,writein
1463,Harvey Curley,skipped,skipped,skipped
1464,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1465,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
1466,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1467,Mary Hall-Rayford,Harvey Curley,Mary Hall-Rayford,Mary Hall-Rayford
1468,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford
1469,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
1470,skipped,skipped,skipped,skipped
1471,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1472,skipped,skipped,skipped,skipped
1473,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
1474,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1475,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
1476,Harvey Curley,skipped,skipped,skipped
1477,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
1478,Sarah A. Lucido,Harvey Curley,skipped,skipped
1479,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
1480,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
1481,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
1482,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1483,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
1484,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,skipped
1485,Harvey Curley,skipped,skipped,skipped
1486,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
1487,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1488,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
1489,Mary Hall-Rayford,Larry Edwards,skipped,skipped
1490,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
1491,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1492,Harvey Curley,skipped,skipped,skipped
1493,Harvey Curley,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido
1494,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1495,Sarah A. Lucido,Larry Edwards,skipped,skipped
1496,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
1497,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1498,Sarah A. Lucido,Harvey Curley,skipped,skipped
1499,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
1500,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
1501,Harvey Curley,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
1502,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
1503,Larry Edwards,skipped,skipped,skipped
1504,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
1505,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford
1506,skipped,skipped,skipped,skipped
1507,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,skipped
1508,Harvey Curley,Sarah A. Lucido,skipped,skipped
1509,skipped,skipped,skipped,skipped
1510,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
1511,Mary Hall-Rayford,Larry Edwards,Harvey Curley,Sarah A. Lucido
1512,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
1513,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
1514,skipped,skipped,skipped,skipped
1515,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1516,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1517,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
1518,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
1519,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
1520,skipped,skipped,skipped,skipped
1521,Sarah A. Lucido,Larry Edwards,skipped,skipped
1522,Sarah A. Lucido,writein,writein,writein
1523,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1524,Harvey Curley,skipped,skipped,skipped
1525,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
1526,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
1527,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
1528,Harvey Curley,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido
1529,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
1530,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
1531,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
1532,Harvey Curley,skipped,Sarah A. Lucido,skipped
1533,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
1534,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1535,Sarah A. Lucido,Larry Edwards,skipped,skipped
1536,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
1537,Sarah A. Lucido,Harvey Curley,writein,writein
1538,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1539,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1540,Sarah A. Lucido,skipped,skipped,skipped
1541,Larry Edwards,Mary Hall-Rayford,Larry Edwards,Larry Edwards
1542,Harvey Curley,skipped,skipped,skipped
1543,overvote,Harvey Curley,skipped,skipped
1544,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
1545,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,skipped
1546,Harvey Curley,skipped,skipped,skipped
1547,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
1548,skipped,skipped,skipped,skipped
1549,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
1550,Larry Edwards,Sarah A. Lucido,skipped,skipped
1551,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
1552,Larry Edwards,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido
1553,Harvey Curley,Sarah A. Lucido,skipped,skipped
1554,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
1555,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
1556,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
1557,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1558,Harvey Curley,Sarah A. Lucido,skipped,skipped
1559,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
1560,Larry Edwards,Mary Hall-Rayford,skipped,skipped
1561,Larry Edwards,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido
1562,Harvey Curley,Sarah A. Lucido,skipped,skipped
1563,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1564,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
1565,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1566,Harvey Curley,skipped,skipped,skipped
1567,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1568,Harvey Curley,skipped,skipped,skipped
1569,skipped,skipped,skipped,skipped
1570,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1571,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
1572,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
1573,Harvey Curley,skipped,skipped,skipped
1574,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
1575,Mary Hall-Rayford,Larry Edwards,Harvey Curley,Sarah A. Lucido
1576,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
1577,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1578,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
1579,Sarah A. Lucido,Larry Edwards,skipped,skipped
1580,Harvey Curley,skipped,skipped,Harvey Curley
1581,Harvey Curley,Sarah A. Lucido,skipped,skipped
1582,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
1583,Harvey Curley,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido
1584,Harvey Curley,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido
1585,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
1586,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,writein
1587,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1588,Harvey Curley,Harvey Curley,Harvey Curley,Harvey Curley
1589,Harvey Curley,Harvey Curley,Harvey Curley,Harvey Curley
1590,Sarah A. Lucido,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
1591,Larry Edwards,Mary Hall-Rayford,Mary Hall-Rayford,Larry Edwards
1592,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,skipped
1593,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
1594,Larry Edwards,skipped,skipped,skipped
1595,Mary Hall-Rayford,Harvey Curley,skipped,skipped
1596,Sarah A. Lucido,skipped,skipped,skipped
1597,Sarah A. Lucido,Mary Hall-Rayford,Mary Hall-Rayford,Larry Edwards
1598,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
1599,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1600,Harvey Curley,skipped,skipped,skipped
1601,Harvey Curley,Sarah A. Lucido,skipped,skipped
1602,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
1603,Mary Hall-Rayford,Larry Edwards,skipped,skipped
1604,Harvey Curley,Sarah A. Lucido,skipped,skipped
1605,Harvey Curley,Sarah A. Lucido,skipped,skipped
1606,Harvey Curley,Larry Edwards,skipped,skipped
1607,Harvey Curley,skipped,skipped,skipped
1608,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
1609,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
1610,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1611,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1612,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
1613,Larry Edwards,Sarah A. Lucido,Larry Edwards,Harvey Curley
1614,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
1615,Mary Hall-Rayford,skipped,skipped,skipped
1616,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
1617,Mary Hall-Rayford,skipped,skipped,skipped
1618,Harvey Curley,skipped,skipped,skipped
1619,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1620,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1621,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
1622,Harvey Curley,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
1623,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford
1624,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
1625,Sarah A. Lucido,skipped,skipped,skipped
1626,Sarah A. Lucido,skipped,skipped,skipped
1627,Harvey Curley,Larry Edwards,skipped,skipped
1628,Harvey Curley,skipped,skipped,skipped
1629,Harvey Curley,skipped,skipped,skipped
1630,skipped,skipped,skipped,skipped
1631,Sarah A. Lucido,Harvey Curley,Larry Edwards,skipped
1632,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
1633,Sarah A. Lucido,Mary Hall-Rayford,skipped,Harvey Curley
1634,Harvey Curley,Larry Edwards,skipped,skipped
1635,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
1636,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
1637,Harvey Curley,Sarah A. Lucido,skipped,skipped
1638,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
1639,Harvey Curley,Harvey Curley,Sarah A. Lucido,Larry Edwards
1640,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
1641,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
1642,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
1643,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
1644,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
1645,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1646,Harvey Curley,skipped,skipped,skipped
1647,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
1648,Mary Hall-Rayford,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido
1649,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1650,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
1651,writein,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1652,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
1653,Harvey Curley,skipped,skipped,skipped
1654,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
1655,Larry Edwards,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido
1656,Harvey Curley,skipped,skipped,skipped
1657,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
1658,Harvey Curley,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
1659,skipped,skipped,skipped,skipped
1660,Sarah A. Lucido,skipped,skipped,skipped
1661,Harvey Curley,Mary Hall-Rayford,skipped,skipped
1662,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
1663,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
1664,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
1665,Harvey Curley,Sarah A. Lucido,skipped,skipped
1666,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
1667,Mary Hall-Rayford,writein,skipped,skipped
1668,Sarah A. Lucido,skipped,skipped,skipped
1669,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
1670,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
1671,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
1672,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
1673,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
1674,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
1675,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
1676,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
1677,Harvey Curley,Harvey Curley,Harvey Curley,Harvey Curley
1678,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1679,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
1680,Harvey Curley,Sarah A. Lucido,skipped,skipped
1681,Mary Hall-Rayford,writein,writein,writein
1682,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
1683,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
1684,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1685,Harvey Curley,Sarah A. Lucido,Harvey Curley,Harvey Curley
1686,Harvey Curley,Sarah A. Lucido,Harvey Curley,Harvey Curley
1687,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
1688,Harvey Curley,Larry Edwards,skipped,skipped
1689,Larry Edwards,skipped,skipped,skipped
1690,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
1691,Harvey Curley,Harvey Curley,Harvey Curley,skipped
1692,Mary Hall-Rayford,skipped,skipped,skipped
1693,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
1694,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,skipped
1695,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1696,Sarah A. Lucido,Harvey Curley,skipped,skipped
1697,Harvey Curley,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1698,overvote,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1699,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1700,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
1701,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1702,Harvey Curley,skipped,skipped,skipped
1703,Mary Hall-Rayford,Harvey Curley,Larry Edwards,skipped
1704,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1705,Harvey Curley,Sarah A. Lucido,Larry Edwards,skipped
1706,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
1707,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
1708,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
1709,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
1710,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1711,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
1712,skipped,skipped,skipped,skipped
1713,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
1714,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
1715,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
1716,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1717,Sarah A. Lucido,skipped,skipped,skipped
1718,Sarah A. Lucido,skipped,skipped,skipped
1719,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
1720,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford
1721,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
1722,Larry Edwards,skipped,skipped,skipped
1723,Sarah A. Lucido,Harvey Curley,skipped,skipped
1724,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1725,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
1726,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
1727,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
1728,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
1729,Sarah A. Lucido,Harvey Curley,skipped,skipped
1730,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
1731,Harvey Curley,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido
1732,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
1733,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
1734,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1735,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,skipped
1736,Mary Hall-Rayford,Larry Edwards,Harvey Curley,Sarah A. Lucido
1737,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
1738,Harvey Curley,Sarah A. Lucido,skipped,skipped
1739,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
1740,overvote,Sarah A. Lucido,skipped,skipped
1741,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
1742,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
1743,Larry Edwards,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido
1744,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1745,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
1746,Harvey Curley,Harvey Curley,Sarah A. Lucido,Sarah A. Lucido
1747,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
1748,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
1749,Sarah A. Lucido,Harvey Curley,writein,writein
1750,Mary Hall-Rayford,Harvey Curley,skipped,skipped
1751,skipped,skipped,skipped,skipped
1752,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
1753,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
1754,Harvey Curley,Harvey Curley,Larry Edwards,Sarah A. Lucido
1755,Larry Edwards,skipped,skipped,skipped
1756,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
1757,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
1758,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
1759,Mary Hall-Rayford,skipped,skipped,skipped
1760,Sarah A. Lucido,Mary Hall-Rayford,Sarah A. Lucido,Mary Hall-Rayford
1761,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
1762,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
1763,Mary Hall-Rayford,skipped,skipped,skipped
1764,Mary Hall-Rayford,Larry Edwards,writein,writein
1765,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
1766,skipped,skipped,skipped,skipped
1767,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
1768,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1769,Harvey Curley,Harvey Curley,Harvey Curley,Harvey Curley
1770,Sarah A. Lucido,Harvey Curley,skipped,skipped
1771,Harvey Curley,Mary Hall-Rayford,skipped,skipped
1772,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
1773,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
1774,Sarah A. Lucido,Larry Edwards,skipped,skipped
1775,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1776,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,skipped
1777,Larry Edwards,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
1778,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1779,Sarah A. Lucido,overvote,overvote,overvote
1780,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
1781,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
1782,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
1783,Harvey Curley,Sarah A. Lucido,skipped,skipped
1784,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
1785,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1786,Sarah A. Lucido,Larry Edwards,skipped,skipped
1787,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
1788,Mary Hall-Rayford,writein,writein,writein
1789,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
1790,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Larry Edwards
1791,Mary Hall-Rayford,Harvey Curley,writein,writein
1792,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1793,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
1794,Harvey Curley,Mary Hall-Rayford,skipped,skipped
1795,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
1796,Sarah A. Lucido,Harvey Curley,skipped,skipped
