ballotID,rank1,rank2,rank3,rank4
1797,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford
1798,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1799,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
1800,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
1801,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1802,Mary Hall-Rayford,skipped,skipped,skipped
1803,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
1804,Larry Edwards,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido
1805,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,skipped
1806,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
1807,Mary Hall-Rayford,Larry Edwards,Harvey Curley,Sarah A. Lucido
1808,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
1809,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1810,Mary Hall-Rayford,skipped,skipped,skipped
1811,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
1812,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1813,Sarah A. Lucido,skipped,skipped,skipped
1814,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
1815,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford
1816,Sarah A. Lucido,skipped,skipped,skipped
1817,Sarah A. Lucido,Larry Edwards,skipped,skipped
1818,Sarah A. Lucido,Harvey Curley,Larry Edwards,skipped
1819,Mary Hall-Rayford,skipped,skipped,skipped
1820,Harvey Curley,Harvey Curley,Harvey Curley,Harvey Curley
1821,skipped,skipped,skipped,skipped
1822,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
1823,skipped,skipped,skipped,skipped
1824,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1825,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
1826,Mary Hall-Rayford,Larry Edwards,Mary Hall-Rayford,skipped
1827,skipped,skipped,skipped,skipped
1828,Mary Hall-Rayford,skipped,skipped,skipped
1829,Harvey Curley,skipped,skipped,skipped
1830,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1831,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
1832,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
1833,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
1834,Harvey Curley,Harvey Curley,Harvey Curley,writein
1835,Harvey Curley,Sarah A. Lucido,skipped,skipped
1836,writein,writein,writein,writein
1837,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford,skipped
1838,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
1839,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
1840,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
1841,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
1842,Mary Hall-Rayford,Larry Edwards,skipped,skipped
1843,Harvey Curley,Sarah A. Lucido,skipped,skipped
1844,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
1845,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
1846,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
1847,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
1848,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
1849,Harvey Curley,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido
1850,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
1851,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
1852,Larry Edwards,Mary Hall-Rayford,skipped,skipped
1853,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
1854,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1855,Mary Hall-Rayford,skipped,skipped,skipped
1856,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
1857,skipped,skipped,skipped,skipped
1858,Larry Edwards,Mary Hall-Rayford,skipped,skipped
1859,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
1860,writein,Mary Hall-Rayford,Larry Edwards,writein
1861,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
1862,Sarah A. Lucido,Larry Edwards,Harvey Curley,skipped
1863,Mary Hall-Rayford,skipped,skipped,skipped
1864,Harvey Curley,Sarah A. Lucido,Larry Edwards,skipped
1865,Sarah A. Lucido,Harvey Curley,skipped,skipped
1866,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1867,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1868,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
1869,skipped,skipped,skipped,skipped
1870,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
1871,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
1872,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
1873,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
1874,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Mary Hall-Rayford
1875,Harvey Curley,Sarah A. Lucido,Larry Edwards,skipped
1876,Sarah A. Lucido,skipped,skipped,skipped
1877,Sarah A. Lucido,Harvey Curley,skipped,skipped
1878,Larry Edwards,skipped,skipped,skipped
1879,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
1880,Sarah A. Lucido,Harvey Curley,skipped,skipped
1881,Sarah A. Lucido,Harvey Curley,skipped,skipped
1882,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
1883,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
1884,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
1885,Sarah A. Lucido,Harvey Curley,skipped,skipped
1886,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
1887,Harvey Curley,Harvey Curley,Mary Hall-Rayford,Larry Edwards
1888,skipped,skipped,skipped,skipped
1889,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
1890,Mary Hall-Rayford,skipped,skipped,skipped
1891,Harvey Curley,Sarah A. Lucido,skipped,skipped
1892,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
1893,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1894,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
1895,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
1896,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
1897,Mary Hall-Rayford,skipped,skipped,skipped
1898,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
1899,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1900,Harvey Curley,Larry Edwards,skipped,skipped
1901,Larry Edwards,skipped,skipped,skipped
1902,Mary Hall-Rayford,Larry Edwards,Harvey Curley,skipped
1903,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1904,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
1905,Harvey Curley,Harvey Curley,Sarah A. Lucido,Harvey Curley
1906,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1907,Sarah A. Lucido,Harvey Curley,skipped,skipped
1908,Larry Edwards,Larry Edwards,Larry Edwards,Larry Edwards
1909,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1910,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
1911,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
1912,Sarah A. Lucido,Larry Edwards,skipped,skipped
1913,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
1914,Sarah A. Lucido,skipped,skipped,skipped
1915,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
1916,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
1917,skipped,skipped,skipped,skipped
1918,Harvey Curley,Sarah A. Lucido,skipped,skipped
1919,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1920,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
1921,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
1922,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,writein
1923,Sarah A. Lucido,Harvey Curley,skipped,skipped
1924,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
1925,Sarah A. Lucido,overvote,Larry Edwards,Sarah A. Lucido
1926,Harvey Curley,skipped,skipped,skipped
1927,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
1928,Mary Hall-Rayford,skipped,skipped,skipped
1929,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
1930,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
1931,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
1932,Sarah A. Lucido,Larry Edwards,skipped,skipped
1933,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
1934,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1935,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1936,Harvey Curley,Sarah A. Lucido,skipped,skipped
1937,Sarah A. Lucido,Harvey Curley,skipped,skipped
1938,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1939,Larry Edwards,Mary Hall-Rayford,skipped,skipped
1940,Mary Hall-Rayford,overvote,Larry Edwards,Harvey Curley
1941,Sarah A. Lucido,skipped,skipped,skipped
1942,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1943,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
1944,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
1945,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
1946,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1947,Sarah A. Lucido,skipped,skipped,skipped
1948,Harvey Curley,skipped,skipped,skipped
1949,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
1950,Harvey Curley,Sarah A. Lucido,skipped,skipped
1951,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
1952,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
1953,Sarah A. Lucido,Harvey Curley,skipped,skipped
1954,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
1955,Sarah A. Lucido,skipped,skipped,skipped
1956,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
1957,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
1958,Larry Edwards,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido
1959,Sarah A. Lucido,Harvey Curley,skipped,Larry Edwards
1960,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
1961,Harvey Curley,Sarah A. Lucido,skipped,skipped
1962,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
1963,Harvey Curley,Sarah A. Lucido,Larry Edwards,skipped
1964,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
1965,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
1966,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
1967,Harvey Curley,Sarah A. Lucido,skipped,skipped
1968,Sarah A. Lucido,overvote,Larry Edwards,skipped
1969,Sarah A. Lucido,Harvey Curley,skipped,skipped
1970,Harvey Curley,skipped,skipped,skipped
1971,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
1972,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1973,skipped,skipped,skipped,skipped
1974,Mary Hall-Rayford,Larry Edwards,Harvey Curley,skipped
1975,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
1976,Mary Hall-Rayford,skipped,skipped,skipped
1977,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
1978,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
1979,Harvey Curley,skipped,skipped,skipped
1980,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
1981,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
1982,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
1983,overvote,skipped,skipped,skipped
1984,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1985,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1986,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,writein
1987,overvote,Sarah A. Lucido,skipped,skipped
1988,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
1989,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
1990,Mary Hall-Rayford,Larry Edwards,Larry Edwards,Larry Edwards
1991,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
1992,Harvey Curley,skipped,skipped,skipped
1993,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
1994,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
1995,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,skipped
1996,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
1997,Harvey Curley,Mary Hall-Rayford,skipped,skipped
1998,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
1999,Sarah A. Lucido,Harvey Curley,skipped,skipped
2000,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
2001,Sarah A. Lucido,Harvey Curley,overvote,Mary Hall-Rayford
2002,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
2003,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
2004,Harvey Curley,Sarah A. Lucido,skipped,skipped
2005,Sarah A. Lucido,Larry Edwards,skipped,skipped
2006,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
2007,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
2008,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
2009,Sarah A. Lucido,skipped,skipped,skipped
2010,Sarah A. Lucido,skipped,skipped,skipped
2011,Sarah A. Lucido,skipped,skipped,skipped
2012,Larry Edwards,Mary Hall-Rayford,skipped,skipped
2013,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
2014,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,skipped
2015,Sarah A. Lucido,Harvey Curley,skipped,skipped
2016,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
2017,Harvey Curley,Sarah A. Lucido,Sarah A. Lucido,Mary Hall-Rayford
2018,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
2019,skipped,skipped,skipped,skipped
2020,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
2021,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
2022,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
2023,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
2024,Harvey Curley,skipped,skipped,skipped
2025,Mary Hall-Rayford,skipped,skipped,skipped
2026,Harvey Curley,Sarah A. Lucido,skipped,skipped
2027,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
2028,Harvey Curley,skipped,skipped,skipped
2029,Larry Edwards,Sarah A. Lucido,skipped,skipped
2030,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
2031,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
2032,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
2033,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
2034,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
2035,Harvey Curley,Sarah A. Lucido,skipped,skipped
2036,Mary Hall-Rayford,skipped,skipped,skipped
2037,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
2038,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
2039,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
2040,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
2041,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
2042,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
2043,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
2044,skipped,skipped,skipped,skipped
2045,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford,Harvey Curley
2046,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
2047,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
2048,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
2049,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
2050,Harvey Curley,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford
2051,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
2052,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
2053,skipped,skipped,skipped,Harvey Curley
2054,skipped,skipped,skipped,skipped
2055,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
2056,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
2057,Sarah A. Lucido,skipped,skipped,skipped
2058,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,writein
2059,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
2060,Harvey Curley,Mary Hall-Rayford,skipped,skipped
2061,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
2062,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
2063,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
2064,Sarah A. Lucido,Larry Edwards,skipped,skipped
2065,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
2066,Harvey Curley,Sarah A. Lucido,skipped,skipped
2067,Mary Hall-Rayford,Mary Hall-Rayford,skipped,skipped
2068,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,skipped
2069,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
2070,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
2071,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
2072,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
2073,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
2074,Harvey Curley,Sarah A. Lucido,skipped,skipped
2075,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,skipped
2076,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
2077,Mary Hall-Rayford,Larry Edwards,writein,writein
2078,Harvey Curley,Sarah A. Lucido,skipped,skipped
2079,Harvey Curley,Sarah A. Lucido,skipped,skipped
2080,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
2081,Mary Hall-Rayford,Larry Edwards,Harvey Curley,Sarah A. Lucido
2082,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
2083,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
2084,Harvey Curley,Sarah A. Lucido,skipped,skipped
2085,Mary Hall-Rayford,Sarah A. Lucido,writein,writein
2086,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
2087,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
2088,Sarah A. Lucido,skipped,skipped,skipped
2089,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
2090,Mary Hall-Rayford,skipped,skipped,skipped
2091,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
2092,Larry Edwards,Larry Edwards,Larry Edwards,Larry Edwards
2093,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
2094,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
2095,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
2096,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
2097,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
2098,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
2099,Harvey Curley,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido
2100,skipped,skipped,skipped,skipped
2101,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,skipped
2102,Larry Edwards,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido
2103,writein,writein,writein,writein
2104,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
2105,Sarah A. Lucido,skipped,skipped,skipped
2106,Harvey Curley,skipped,skipped,skipped
2107,Harvey Curley,Sarah A. Lucido,skipped,skipped
2108,Sarah A. Lucido,Harvey Curley,skipped,skipped
2109,Mary Hall-Rayford,skipped,skipped,skipped
2110,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
2111,Harvey Curley,Sarah A. Lucido,skipped,skipped
2112,Sarah A. Lucido,Harvey Curley,Larry Edwards,skipped
2113,Harvey Curley,Harvey Curley,Harvey Curley,Harvey Curley
2114,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
2115,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
2116,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
2117,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
2118,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
2119,Mary Hall-Rayford,Larry Edwards,Harvey Curley,Sarah A. Lucido
2120,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
2121,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
2122,Mary Hall-Rayford,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
2123,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
2124,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
2125,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
2126,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
2127,Harvey Curley,skipped,skipped,skipped
2128,skipped,skipped,skipped,skipped
2129,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
2130,Larry Edwards,Harvey Curley,skipped,skipped
2131,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
2132,Mary Hall-Rayford,Larry Edwards,Harvey Curley,Sarah A. Lucido
2133,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
2134,Harvey Curley,Sarah A. Lucido,skipped,skipped
2135,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
2136,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
2137,Harvey Curley,Sarah A. Lucido,Larry Edwards,skipped
2138,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
2139,Sarah A. Lucido,Larry Edwards,Harvey Curley,skipped
2140,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
2141,Harvey Curley,skipped,skipped,skipped
2142,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
2143,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
2144,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
2145,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
2146,Harvey Curley,skipped,skipped,skipped
2147,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
2148,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
2149,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
2150,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
2151,Sarah A. Lucido,skipped,skipped,skipped
2152,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
2153,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
2154,Larry Edwards,Mary Hall-Rayford,skipped,skipped
2155,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
2156,Larry Edwards,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido
2157,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
2158,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
2159,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
2160,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
2161,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
2162,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
2163,Sarah A. Lucido,Harvey Curley,skipped,skipped
2164,Mary Hall-Rayford,Larry Edwards,skipped,skipped
2165,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
2166,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
