ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
2389,"Podgers, Kathy","Cheung, Leland","Adkins, Lawrence J.","vanBeuzekom, Minka Y.","Williamson, James M.","Glick, Silvia P.","Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Ward, Larry W.","Seidel, Sam","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2390,"Seidel, Sam","Decker, Marjorie C.","Simmons, E. Denise","Davis, Henrietta","Kelley, Craig A.","Cheung, Leland","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2391,"Davis, Henrietta","Reeves, Kenneth E.","Seidel, Sam","Ward, Larry W.","Maher, David P.","vanBeuzekom, Minka Y.","Leavitt, Neal W.","Decker, Marjorie C.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2392,"Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2393,"Davis, Henrietta","Toomey, Jr., Timothy J.","Simmons, E. Denise","Decker, Marjorie C.","Seidel, Sam","Glick, Silvia P.","Moree, Gregg J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2394,"Maher, David P.","Leavitt, Neal W.","Simmons, E. Denise","Reeves, Kenneth E.","Seidel, Sam","Sullivan, Edward J.","Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2395,"Sullivan, Edward J.","Toomey, Jr., Timothy J.","Marquardt, Charles J.","Decker, Marjorie C.","Seidel, Sam","Maher, David P.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2396,"Seidel, Sam","Decker, Marjorie C.","Davis, Henrietta","Cheung, Leland","Glick, Silvia P.","Ward, Larry W.","Flanagan, Mark F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2397,"Toomey, Jr., Timothy J.","Sullivan, Edward J.","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2398,"Decker, Marjorie C.","Toomey, Jr., Timothy J.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2399,"Decker, Marjorie C.","vanBeuzekom, Minka Y.","Seidel, Sam","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2400,"Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2401,"Seidel, Sam","Decker, Marjorie C.","Maher, David P.","Davis, Henrietta","Ward, Larry W.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2402,"Davis, Henrietta","Simmons, E. Denise","Decker, Marjorie C.","Seidel, Sam","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2403,"Seidel, Sam","Davis, Henrietta","vanBeuzekom, Minka Y.","Simmons, E. Denise","Stohlman, Jr., Thomas J.","Kelley, Craig A.","Maher, David P.","Cheung, Leland","Ward, Larry W.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2404,"Seidel, Sam","Davis, Henrietta","vanBeuzekom, Minka Y.","Simmons, E. Denise","Kelley, Craig A.","Maher, David P.","Stohlman, Jr., Thomas J.","Cheung, Leland","Ward, Larry W.","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2405,"vanBeuzekom, Minka Y.","Simmons, E. Denise","Seidel, Sam","Ward, Larry W.","Stohlman, Jr., Thomas J.","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2406,"Ward, Larry W.","Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2407,"Decker, Marjorie C.","Davis, Henrietta","Cheung, Leland","Simmons, E. Denise","Maher, David P.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2408,"Simmons, E. Denise","Seidel, Sam","Davis, Henrietta","Maher, David P.","Cheung, Leland","Ward, Larry W.","Decker, Marjorie C.","vanBeuzekom, Minka Y.","Glick, Silvia P.","Reeves, Kenneth E.","Leavitt, Neal W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2409,"Ward, Larry W.","Seidel, Sam","Kelley, Craig A.","Reeves, Kenneth E.","Maher, David P.","Davis, Henrietta","Toomey, Jr., Timothy J.","Simmons, E. Denise","Cheung, Leland","Glick, Silvia P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2410,"Maher, David P.","vanBeuzekom, Minka Y.","Stohlman, Jr., Thomas J.","Glick, Silvia P.","Cheung, Leland","Decker, Marjorie C.","Seidel, Sam","Davis, Henrietta","Toomey, Jr., Timothy J.","Ward, Larry W.","Adkins, Lawrence J.","Flanagan, Mark F.","Sullivan, Edward J.","Williamson, James M.","Leavitt, Neal W.","Kelley, Craig A.","Marquardt, Charles J.","Moree, Gregg J.","Podgers, Kathy","Simmons, E. Denise"
2411,"vanBeuzekom, Minka Y.","Davis, Henrietta","Simmons, E. Denise","Leavitt, Neal W.","Glick, Silvia P.","Marquardt, Charles J.","Stohlman, Jr., Thomas J.","Decker, Marjorie C.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2412,"Reeves, Kenneth E.","Toomey, Jr., Timothy J.","Kelley, Craig A.","Decker, Marjorie C.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2413,"Seidel, Sam","Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise","Ward, Larry W.","Cheung, Leland","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2414,"Decker, Marjorie C.","vanBeuzekom, Minka Y.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2415,"Decker, Marjorie C.","Simmons, E. Denise","Davis, Henrietta","Seidel, Sam","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2416,"Davis, Henrietta","Decker, Marjorie C.","Stohlman, Jr., Thomas J.","Seidel, Sam","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2417,"Seidel, Sam","Sullivan, Edward J.","Toomey, Jr., Timothy J.","Kelley, Craig A.","Marquardt, Charles J.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2418,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2419,"Simmons, E. Denise","Sullivan, Edward J.","Toomey, Jr., Timothy J.","Ward, Larry W.","Seidel, Sam","Reeves, Kenneth E.","Maher, David P.","Kelley, Craig A.","Glick, Silvia P.","Davis, Henrietta",skipped,"Adkins, Lawrence J.","Cheung, Leland","Flanagan, Mark F.","Leavitt, Neal W.","Marquardt, Charles J.","Moree, Gregg J.","Williamson, James M.","Stohlman, Jr., Thomas J.","Podgers, Kathy"
2420,"Maher, David P.","Toomey, Jr., Timothy J.","Sullivan, Edward J.",overvote,"Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2421,"Seidel, Sam","Reeves, Kenneth E.","Sullivan, Edward J.","Podgers, Kathy","Simmons, E. Denise","Stohlman, Jr., Thomas J.","Toomey, Jr., Timothy J.","Maher, David P.","vanBeuzekom, Minka Y.","Glick, Silvia P.","Williamson, James M.",skipped,"Adkins, Lawrence J.",skipped,"Marquardt, Charles J.","Cheung, Leland","Flanagan, Mark F.","Davis, Henrietta","Leavitt, Neal W.",skipped
2422,"Seidel, Sam","Marquardt, Charles J.","Moree, Gregg J.","Simmons, E. Denise","Davis, Henrietta","Sullivan, Edward J.","Stohlman, Jr., Thomas J.","Maher, David P.","Toomey, Jr., Timothy J.",skipped,"vanBeuzekom, Minka Y.","Adkins, Lawrence J.","Reeves, Kenneth E.","Ward, Larry W.","Williamson, James M.","Flanagan, Mark F.","Glick, Silvia P.",skipped,"Kelley, Craig A.","Leavitt, Neal W."
2423,Write-In 3,"Marquardt, Charles J.","Toomey, Jr., Timothy J.","Cheung, Leland","Flanagan, Mark F.","Leavitt, Neal W.","Moree, Gregg J.","Podgers, Kathy","Williamson, James M.","Ward, Larry W.","Sullivan, Edward J.","Stohlman, Jr., Thomas J.","Simmons, E. Denise","Reeves, Kenneth E.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped
2424,"vanBeuzekom, Minka Y.","Seidel, Sam","Davis, Henrietta","Kelley, Craig A.","Ward, Larry W.","Williamson, James M.",Write-In 3,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2425,Write-In 3,"Maher, David P.","Marquardt, Charles J.","Williamson, James M.",Write-In 4,Write-In 5,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2426,"Sullivan, Edward J.","Toomey, Jr., Timothy J.","Simmons, E. Denise","Maher, David P.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2427,"Cheung, Leland",Write-In 3,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2428,"Ward, Larry W.",Write-In 3,"Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2429,"Reeves, Kenneth E.","Podgers, Kathy","Moree, Gregg J.","Marquardt, Charles J.","Maher, David P.","Leavitt, Neal W.","Seidel, Sam","Simmons, E. Denise","Stohlman, Jr., Thomas J.","Sullivan, Edward J.","Toomey, Jr., Timothy J.","vanBeuzekom, Minka Y.","Ward, Larry W.","Williamson, James M.","Adkins, Lawrence J.","Cheung, Leland","Davis, Henrietta","Glick, Silvia P.","Flanagan, Mark F.",Write-In 3
2430,"Decker, Marjorie C.","Toomey, Jr., Timothy J.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2431,"Decker, Marjorie C.","Davis, Henrietta","Seidel, Sam","Reeves, Kenneth E.","Glick, Silvia P.","Stohlman, Jr., Thomas J.","Toomey, Jr., Timothy J.","Sullivan, Edward J.","vanBeuzekom, Minka Y.","Ward, Larry W.","Williamson, James M.","Adkins, Lawrence J.","Cheung, Leland","Moree, Gregg J.","Marquardt, Charles J.","Maher, David P.","Leavitt, Neal W.","Kelley, Craig A.","Flanagan, Mark F.",skipped
2432,"Decker, Marjorie C.","Toomey, Jr., Timothy J.","Kelley, Craig A.","Sullivan, Edward J.","Seidel, Sam","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2433,"Simmons, E. Denise","Decker, Marjorie C.","Toomey, Jr., Timothy J.","Reeves, Kenneth E.","Flanagan, Mark F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2434,"Davis, Henrietta","Seidel, Sam","Decker, Marjorie C.","Simmons, E. Denise","Ward, Larry W.","Kelley, Craig A.","Stohlman, Jr., Thomas J.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2435,"Decker, Marjorie C.","Seidel, Sam","Simmons, E. Denise","Ward, Larry W.","Davis, Henrietta","Toomey, Jr., Timothy J.","Reeves, Kenneth E.","Kelley, Craig A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2436,"Decker, Marjorie C.","Sullivan, Edward J.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2437,"Decker, Marjorie C.","Davis, Henrietta","Seidel, Sam","Toomey, Jr., Timothy J.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2438,"Decker, Marjorie C.","Davis, Henrietta","Seidel, Sam","Reeves, Kenneth E.","Maher, David P.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2439,"Marquardt, Charles J.","Decker, Marjorie C.","Maher, David P.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2440,"Ward, Larry W.","Reeves, Kenneth E.","Decker, Marjorie C.","Sullivan, Edward J.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2441,"Decker, Marjorie C.","Seidel, Sam","Simmons, E. Denise","Reeves, Kenneth E.","Davis, Henrietta","Kelley, Craig A.","Maher, David P.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2442,"Decker, Marjorie C.","Sullivan, Edward J.","Williamson, James M.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2443,"Maher, David P.","Decker, Marjorie C.","Toomey, Jr., Timothy J.","Seidel, Sam","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2444,"Davis, Henrietta","Reeves, Kenneth E.","Decker, Marjorie C.","Simmons, E. Denise","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2445,"Davis, Henrietta","vanBeuzekom, Minka Y.","Glick, Silvia P.","Simmons, E. Denise","Seidel, Sam",skipped,"Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2446,"Simmons, E. Denise","Ward, Larry W.","Seidel, Sam","Davis, Henrietta","Leavitt, Neal W.","Stohlman, Jr., Thomas J.","Decker, Marjorie C.","Reeves, Kenneth E.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2447,"Glick, Silvia P.","vanBeuzekom, Minka Y.","Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise","Ward, Larry W.","Stohlman, Jr., Thomas J.","Leavitt, Neal W.","Maher, David P.","Seidel, Sam","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2448,"Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2449,"Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","vanBeuzekom, Minka Y.","Seidel, Sam","Simmons, E. Denise","Marquardt, Charles J.","Ward, Larry W.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2450,"Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2451,"Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2452,"Decker, Marjorie C.","Davis, Henrietta","Seidel, Sam","Simmons, E. Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2453,"Decker, Marjorie C.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2454,"Decker, Marjorie C.","Simmons, E. Denise","Seidel, Sam","Reeves, Kenneth E.","Davis, Henrietta","Kelley, Craig A.","Ward, Larry W.","Maher, David P.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2455,"Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2456,overvote,skipped,overvote,"Simmons, E. Denise",overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2457,"Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2458,"Decker, Marjorie C.","Maher, David P.","Sullivan, Edward J.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2459,"Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2460,"Reeves, Kenneth E.","Ward, Larry W.","Davis, Henrietta","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2461,"Sullivan, Edward J.","Toomey, Jr., Timothy J.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2462,"Sullivan, Edward J.","Toomey, Jr., Timothy J.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2463,"Glick, Silvia P.","Decker, Marjorie C.","Adkins, Lawrence J.","Reeves, Kenneth E.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2464,"Davis, Henrietta","Decker, Marjorie C.","Ward, Larry W.","Seidel, Sam","Simmons, E. Denise","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2465,"Reeves, Kenneth E.","Decker, Marjorie C.","Seidel, Sam","Kelley, Craig A.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2466,"Simmons, E. Denise","Reeves, Kenneth E.","Cheung, Leland","Seidel, Sam","Toomey, Jr., Timothy J.","Ward, Larry W.","Maher, David P.",skipped,"Decker, Marjorie C.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2467,"vanBeuzekom, Minka Y.","Simmons, E. Denise","Decker, Marjorie C.","Glick, Silvia P.","Seidel, Sam","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2468,"Cheung, Leland","Decker, Marjorie C.","Davis, Henrietta","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
2469,"Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
