Candidate 0000407ALEJANDRO SOTO-VIGIL                              0000001000007900
Candidate 0000408LINDA MAIO                                        0000002000007900
Candidate 0000409MERRILIE MITCHELL                                 0000003000007900
Candidate 0000113Write-In                                          0000004000007910
Precinct  0000687823800                                            0000687000000000
Precinct  0000688823810                                            0000688000000000
Precinct  0000689823900                                            0000689000000000
Precinct  0000690830100                                            0000690000000000
Precinct  0000691830200                                            0000691000000000
Precinct  0000692830210                                            0000692000000000
Precinct  0000693830300                                            0000693000000000
Precinct  0000694830500                                            0000694000000000
Precinct  0000695830700                                            0000695000000000
Precinct  0000696831000                                            0000696000000000
Precinct  0000697831100                                            0000697000000000
Precinct  0000698831200                                            0000698000000000
Precinct  0000699831210                                            0000699000000000
Precinct  0000700831230                                            0000700000000000
Precinct  0000701831300                                            0000701000000000
Precinct  0000702831400                                            0000702000000000
Precinct  0000703831410                                            0000703000000000
Precinct  0000704831500                                            0000704000000000
Precinct  0000705831510                                            0000705000000000
Precinct  0000706831610                                            0000706000000000
Precinct  0000707831700                                            0000707000000000
Precinct  0000708831710                                            0000708000000000
Precinct  0000709831810                                            0000709000000000
Precinct  0000710831830                                            0000710000000000
Precinct  0000711831900                                            0000711000000000
Precinct  0000712831920                                            0000712000000000
Precinct  0000713832000                                            0000713000000000
Precinct  0000714832010                                            0000714000000000
Precinct  0000715832200                                            0000715000000000
Precinct  0000716832210                                            0000716000000000
Precinct  0000717832300                                            0000717000000000
Precinct  0000718832500                                            0000718000000000
Precinct  0000719832510                                            0000719000000000
Precinct  0000720832600                                            0000720000000000
Precinct  0000721832620                                            0000721000000000
Precinct  0000722832800                                            0000722000000000
Precinct  0000723832810                                            0000723000000000
Precinct  0000724832900                                            0000724000000000
Precinct  0000725833000                                            0000725000000000
Precinct  0000726833100                                            0000726000000000
Precinct  0000727833200                                            0000727000000000
Precinct  0000728833210                                            0000728000000000
Precinct  0000729833300                                            0000729000000000
Precinct  0000730833310                                            0000730000000000
Precinct  0000731833400                                            0000731000000000
Precinct  0000732833500                                            0000732000000000
Precinct  0000733833610                                            0000733000000000
Precinct  0000734833700                                            0000734000000000
Precinct  0000735833710                                            0000735000000000
Precinct  0000736834000                                            0000736000000000
Precinct  0000737834200                                            0000737000000000
Precinct  0000738834400                                            0000738000000000
Precinct  0000739834600                                            0000739000000000
Precinct  0000740834700                                            0000740000000000
Precinct  0000741835000                                            0000741000000000
Precinct  0000742835100                                            0000742000000000
Precinct  0000743835300                                            0000743000000000
Precinct  0000744835310                                            0000744000000000
Precinct  0000745835500                                            0000745000000000
Precinct  0000746835600                                            0000746000000000
Precinct  0000747835610                                            0000747000000000
Precinct  0000748835730                                            0000748000000000
Precinct  0000749835800                                            0000749000000000
Precinct  0000750835820                                            0000750000000000
Precinct  0000751835900                                            0000751000000000
Precinct  0000752836000                                            0000752000000000
Precinct  0000753836110                                            0000753000000000
Precinct  0000754836200                                            0000754000000000
Precinct  0000755836210                                            0000755000000000
Precinct  0000756836400                                            0000756000000000
Precinct  0000757836500                                            0000757000000000
Precinct  0000758836600                                            0000758000000000
Precinct  0000759837000                                            0000759000000000
Precinct  0000760837100                                            0000760000000000
Precinct  0000761837200                                            0000761000000000
Precinct  0000762837300                                            0000762000000000
Precinct  0000763837400                                            0000763000000000
Precinct  0000764837500                                            0000764000000000
Precinct  0000765837600                                            0000765000000000
Precinct  0000766837700                                            0000766000000000
Precinct  0000767837710                                            0000767000000000
Precinct  0000768837800                                            0000768000000000
Precinct  0000769837900                                            0000769000000000
Precinct  0000770838000                                            0000770000000000
Precinct  0000771838110                                            0000771000000000
Precinct  0000772838300                                            0000772000000000
Precinct  0000773838500                                            0000773000000000
Precinct  0000774838600                                            0000774000000000
Precinct  0000775838700                                            0000775000000000
Precinct  0000776839530                                            0000776000000000
Precinct  0000777850300                                            0000777000000000
Precinct  0000778850320                                            0000778000000000
Precinct  0000779850330                                            0000779000000000
Precinct  0000780850400                                            0000780000000000
Precinct  0000781850410                                            0000781000000000
Precinct  0000782850500                                            0000782000000000
Precinct  0000783850600                                            0000783000000000
Precinct  0000784850800                                            0000784000000000
Precinct  0000785850810                                            0000785000000000
Precinct  0000786850900                                            0000786000000000
Precinct  0000787851000                                            0000787000000000
Precinct  0000788851200                                            0000788000000000
Precinct  0000789851300                                            0000789000000000
Precinct  0000790851500                                            0000790000000000
Precinct  0000791851510                                            0000791000000000
Precinct  0000792851520                                            0000792000000000
Precinct  0000793851600                                            0000793000000000
Precinct  0000794851700                                            0000794000000000
Precinct  0000795851800                                            0000795000000000
Precinct  0000796852010                                            0000796000000000
Precinct  0000797852100                                            0000797000000000
Precinct  0000798866800                                            0000798000000000
Precinct  00007999203900                                           0000799000000000
Precinct  00008009205510                                           0000800000000000
Precinct  00008019205550                                           0000801000000000
Precinct  00008029207610                                           0000802000000000
Precinct  00008039207620                                           0000803000000000
Precinct  00008049207630                                           0000804000000000
Precinct  00008059207640                                           0000805000000000
Precinct  00008069209910                                           0000806000000000
Precinct  00008079213000                                           0000807000000000
Precinct  00008089215630                                           0000808000000000
Precinct  00008099215810                                           0000809000000000
Precinct  00008109223100                                           0000810000000000
Precinct  00008119223110                                           0000811000000000
Precinct  00008129224300                                           0000812000000000
Precinct  00008139224420                                           0000813000000000
Precinct  00008149224440                                           0000814000000000
Precinct  00008159224810                                           0000815000000000
Precinct  00008169224910                                           0000816000000000
Precinct  00008179225500                                           0000817000000000
Precinct  00008189244910                                           0000818000000000
Precinct  00008199323400                                           0000819000000000
Precinct  00008209325000                                           0000820000000000
Precinct  00008219333300                                           0000821000000000
Precinct  00008229333420                                           0000822000000000
Precinct  00008239333910                                           0000823000000000
Precinct  00008249333920                                           0000824000000000
Precinct  00008259333930                                           0000825000000000
Precinct  00008269334510                                           0000826000000000
Precinct  00008279335110                                           0000827000000000
Precinct  00008289335600                                           0000828000000000
Precinct  00008299335800                                           0000829000000000
Precinct  00008309335910                                           0000830000000000
Precinct  00008319336300                                           0000831000000000
Precinct  00008329336810                                           0000832000000000
Precinct  00008339344020                                           0000833000000000
Precinct  00008349345710                                           0000834000000000
Precinct  00008359347210                                           0000835000000000
Precinct  00008369347220                                           0000836000000000
Precinct  00008379355210                                           0000837000000000
Precinct  00008389355220                                           0000838000000000
Precinct  00008399360900                                           0000839000000000
Precinct  00008409361100                                           0000840000000000
Precinct  00008419361210                                           0000841000000000
Precinct  00008429361400                                           0000842000000000
Precinct  00008439362000                                           0000843000000000
Precinct  00008449364020                                           0000844000000000
Precinct  00008459364030                                           0000845000000000
Precinct  00008469364210                                           0000846000000000
Precinct  00008479364320                                           0000847000000000
Precinct  00008489364330                                           0000848000000000
Precinct  00008499373000                                           0000849000000000
Precinct  00008509373010                                           0000850000000000
Precinct  00008519373020                                           0000851000000000
Precinct  00008529373030                                           0000852000000000
Precinct  00008539394000                                           0000853000000000
Precinct  00008549394100                                           0000854000000000
Precinct  00008559394200                                           0000855000000000
Precinct  00008569416220                                           0000856000000000
Precinct  00008579420010                                           0000857000000000
Precinct  00008589420030                                           0000858000000000
Precinct  00008599420040                                           0000859000000000
Precinct  00008609420050                                           0000860000000000
Precinct  00008619420200                                           0000861000000000
Precinct  00008629420210                                           0000862000000000
Precinct  00008639420220                                           0000863000000000
Precinct  00008649420230                                           0000864000000000
Precinct  00008659420240                                           0000865000000000
Precinct  00008669420250                                           0000866000000000
Precinct  00008679420300                                           0000867000000000
Precinct  00008689420310                                           0000868000000000
Precinct  00008699420320                                           0000869000000000
Precinct  00008709420610                                           0000870000000000
Precinct  00008719420800                                           0000871000000000
Precinct  00008729422930                                           0000872000000000
Precinct  00008739422940                                           0000873000000000
Precinct  00008749423620                                           0000874000000000
Precinct  00008759423800                                           0000875000000000
Precinct  00008769423810                                           0000876000000000
Precinct  00008779424200                                           0000877000000000
Precinct  00008789430010                                           0000878000000000
Precinct  00008799430020                                           0000879000000000
Precinct  00008809430110                                           0000880000000000
Precinct  00008819430120                                           0000881000000000
Precinct  00008829430130                                           0000882000000000
Precinct  00008839430140                                           0000883000000000
Precinct  00008849430150                                           0000884000000000
Precinct  00008859430160                                           0000885000000000
Precinct  00008869430410                                           0000886000000000
Precinct  00008879430420                                           0000887000000000
Precinct  00008889430500                                           0000888000000000
Precinct  00008899430510                                           0000889000000000
Precinct  00008909430710                                           0000890000000000
Precinct  00008919430720                                           0000891000000000
Precinct  00008929430800                                           0000892000000000
Precinct  00008939430820                                           0000893000000000
Precinct  00008949431110                                           0000894000000000
Precinct  00008959431120                                           0000895000000000
Precinct  00008969431200                                           0000896000000000
Precinct  00008979431210                                           0000897000000000
Precinct  00008989431300                                           0000898000000000
Precinct  00008999431310                                           0000899000000000
Precinct  00009009431400                                           0000900000000000
Precinct  00009019431500                                           0000901000000000
Precinct  00009029431610                                           0000902000000000
Precinct  00009039431620                                           0000903000000000
Precinct  00009049431700                                           0000904000000000
Precinct  00009059431900                                           0000905000000000
Precinct  00009069432910                                           0000906000000000
Precinct  00009079433630                                           0000907000000000
Precinct  00009089438120                                           0000908000000000
Precinct  00009099438500                                           0000909000000000
Precinct  00009109442610                                           0000910000000000
Precinct  00009119442800                                           0000911000000000
Precinct  00009129442810                                           0000912000000000
Precinct  00009139442820                                           0000913000000000
Precinct  00009149443110                                           0000914000000000
Precinct  00009159443600                                           0000915000000000
Precinct  00009169443700                                           0000916000000000
Precinct  00009179443720                                           0000917000000000
Precinct  00009189443800                                           0000918000000000
Precinct  00009199447020                                           0000919000000000
Precinct  00009209447040                                           0000920000000000
Precinct  00009219447100                                           0000921000000000
Precinct  00009229447110                                           0000922000000000
Precinct  00009239447120                                           0000923000000000
Precinct  00009249447210                                           0000924000000000
Precinct  00009259447220                                           0000925000000000
Precinct  00009269447300                                           0000926000000000
Precinct  00009279447510                                           0000927000000000
Precinct  00009289447620                                           0000928000000000
Precinct  00009299447700                                           0000929000000000
Precinct  00009309447720                                           0000930000000000
Precinct  00009319450920                                           0000931000000000
Precinct  00009329450930                                           0000932000000000
Precinct  00009339451500                                           0000933000000000
Precinct  00009349452000                                           0000934000000000
Precinct  00009359454220                                           0000935000000000
Precinct  00009369454230                                           0000936000000000
Precinct  00009379454600                                           0000937000000000
Precinct  00009389454700                                           0000938000000000
Precinct  00009399455010                                           0000939000000000
Precinct  00009409455200                                           0000940000000000
Precinct  00009419455410                                           0000941000000000
Precinct  00009429456610                                           0000942000000000
Precinct  00009439464000                                           0000943000000000
Precinct  00009449464010                                           0000944000000000
Precinct  00009459464020                                           0000945000000000
Precinct  00009469464030                                           0000946000000000
Precinct  00009479464100                                           0000947000000000
Precinct  00009489464200                                           0000948000000000
Precinct  00009499464300                                           0000949000000000
Precinct  00009509464320                                           0000950000000000
Precinct  00009519464500                                           0000951000000000
Precinct  00009529464600                                           0000952000000000
Precinct  00009539464700                                           0000953000000000
Precinct  00009549464710                                           0000954000000000
Precinct  00009559470100                                           0000955000000000
Precinct  00009569470310                                           0000956000000000
Precinct  00009579470700                                           0000957000000000
Precinct  00009589475010                                           0000958000000000
Precinct  00009599475210                                           0000959000000000
Precinct  00009609475300                                           0000960000000000
Precinct  00009619475600                                           0000961000000000
Precinct  00009629476120                                           0000962000000000
Precinct  00009639480010                                           0000963000000000
Precinct  00009649481110                                           0000964000000000
Precinct  00009659481310                                           0000965000000000
Precinct  00009669481430                                           0000966000000000
Precinct  00009679481520                                           0000967000000000
Precinct  00009689481530                                           0000968000000000
Precinct  00009699481540                                           0000969000000000
Precinct  00009709481550                                           0000970000000000
Precinct  00009719481810                                           0000971000000000
Precinct  00009729481900                                           0000972000000000
Precinct  00009739481910                                           0000973000000000
Precinct  00009749481940                                           0000974000000000
Precinct  00009759481950                                           0000975000000000
Precinct  00009769481960                                           0000976000000000
Precinct  00009779481970                                           0000977000000000
Precinct  00009789482000                                           0000978000000000
Precinct  00009799482040                                           0000979000000000
Precinct  00009809482050                                           0000980000000000
Precinct  00009819484000                                           0000981000000000
Precinct  00009829484010                                           0000982000000000
Precinct  00009839490040                                           0000983000000000
Precinct  00009849490100                                           0000984000000000
Precinct  00009859490200                                           0000985000000000
Precinct  00009869490300                                           0000986000000000
Precinct  00009879491010                                           0000987000000000
Precinct  00009889491020                                           0000988000000000
Precinct  00009899491040                                           0000989000000000
Precinct  00009909491050                                           0000990000000000
Precinct  00009919491080                                           0000991000000000
Precinct  00009929491410                                           0000992000000000
Precinct  00009939491600                                           0000993000000000
Precinct  00009949491630                                           0000994000000000
Precinct  00009959491650                                           0000995000000000
Precinct  00009969492000                                           0000996000000000
Precinct  00009979492040                                           0000997000000000
Precinct  00009989498200                                           0000998000000000
Precinct  00009999498220                                           0000999000000000
Precinct  00010009498300                                           0001000000000000
Precinct  00010019498320                                           0001001000000000
Precinct  00010029499000                                           0001002000000000
Precinct  00010039499010                                           0001003000000000
Precinct  00010049500220                                           0001004000000000
Precinct  00010059500510                                           0001005000000000
Precinct  00010069501710                                           0001006000000000
Precinct  00010079502910                                           0001007000000000
Precinct  00010089510100                                           0001008000000000
Precinct  00010099510110                                           0001009000000000
Precinct  00010109510120                                           0001010000000000
Precinct  00010119510140                                           0001011000000000
Precinct  00010129510150                                           0001012000000000
Precinct  00010139510300                                           0001013000000000
Precinct  00010149510320                                           0001014000000000
Precinct  00010159510410                                           0001015000000000
Precinct  00010169510500                                           0001016000000000
Precinct  00010179510610                                           0001017000000000
Precinct  00010189510700                                           0001018000000000
Precinct  00010199510720                                           0001019000000000
Precinct  00010209510730                                           0001020000000000
Precinct  00010219510800                                           0001021000000000
Precinct  00010229510810                                           0001022000000000
Precinct  00010239510840                                           0001023000000000
Precinct  00010249510890                                           0001024000000000
Precinct  00010259510910                                           0001025000000000
Precinct  00010269510920                                           0001026000000000
Precinct  00010279510950                                           0001027000000000
Precinct  00010289510960                                           0001028000000000
Precinct  00010299510970                                           0001029000000000
Precinct  00010309510980                                           0001030000000000
Precinct  00010319510990                                           0001031000000000
Precinct  00010329511000                                           0001032000000000
Precinct  00010339520250                                           0001033000000000
Precinct  00010349520720                                           0001034000000000
Precinct  00010359520730                                           0001035000000000
Precinct  00010369520900                                           0001036000000000
Precinct  00010379521700                                           0001037000000000
Precinct  00010389522160                                           0001038000000000
Precinct  00010399523120                                           0001039000000000
Precinct  00010409530200                                           0001040000000000
Precinct  00010419532000                                           0001041000000000
Precinct  00010429532100                                           0001042000000000
Precinct  00010439532200                                           0001043000000000
Precinct  00010449532400                                           0001044000000000
Precinct  00010459535000                                           0001045000000000
Precinct  00010469535020                                           0001046000000000
Precinct  00010479535030                                           0001047000000000
Precinct  00010489535040                                           0001048000000000
Precinct  00010499535050                                           0001049000000000
Precinct  00010509535060                                           0001050000000000
Precinct  00010519535070                                           0001051000000000
Precinct  00010529535090                                           0001052000000000
Precinct  00010539535200                                           0001053000000000
Precinct  00010549535300                                           0001054000000000
Precinct  00010559535400                                           0001055000000000
Precinct  00010569535500                                           0001056000000000
Precinct  00010579535600                                           0001057000000000
Precinct  00010589535700                                           0001058000000000
Precinct  00010599535900                                           0001059000000000
Precinct  00010609540400                                           0001060000000000
Precinct  00010619547720                                           0001061000000000
Precinct  00010629547770                                           0001062000000000
Precinct  00010639810900                                           0001063000000000
Precinct  00010649815110                                           0001064000000000
Precinct  00010659819020                                           0001065000000000
Precinct  00010669819110                                           0001066000000000
Precinct  00010679820000                                           0001067000000000
Precinct  00010689821010                                           0001068000000000
Precinct  00010699821020                                           0001069000000000
Precinct  00010709821310                                           0001070000000000
Precinct  00010719821720                                           0001071000000000
Precinct  00010729822020                                           0001072000000000
Precinct  00010739823030                                           0001073000000000
Precinct  00010749823040                                           0001074000000000
Precinct  00010759831220                                           0001075000000000
Precinct  00010769834020                                           0001076000000000
Precinct  00010779835700                                           0001077000000000
Precinct  00010789837020                                           0001078000000000
Precinct  00010799837030                                           0001079000000000
Precinct  00010809837410                                           0001080000000000
Precinct  00010819839000                                           0001081000000000
Precinct  00010829839030                                           0001082000000000
Precinct  00010839839060                                           0001083000000000
Precinct  00010849839120                                           0001084000000000
Precinct  00010859839200                                           0001085000000000
Precinct  00010869839210                                           0001086000000000
Precinct  00010879839220                                           0001087000000000
Precinct  00010889839230                                           0001088000000000
Precinct  00010899839240                                           0001089000000000
Precinct  00010909839300                                           0001090000000000
Precinct  00010919839310                                           0001091000000000
Precinct  00010929839330                                           0001092000000000
Precinct  00010939839350                                           0001093000000000
Precinct  00010949839360                                           0001094000000000
Precinct  00010959839400                                           0001095000000000
Precinct  00010969839500                                           0001096000000000
Precinct  00010979839510                                           0001097000000000
Precinct  00010989839520                                           0001098000000000
Precinct  00010999866900                                           0001099000000000
Precinct  00011009866910                                           0001100000000000
Precinct  00011019866920                                           0001101000000000
Precinct  00011029866930                                           0001102000000000
Precinct  00011039867100                                           0001103000000000
Precinct  00011049867110                                           0001104000000000
Precinct  00011059867200                                           0001105000000000
Precinct  00011069867320                                           0001106000000000
Precinct  00011079867330                                           0001107000000000
Precinct  00011089867400                                           0001108000000000
Precinct  00011099867410                                           0001109000000000
Precinct  00011109870000                                           0001110000000000
Precinct  00011119870010                                           0001111000000000
Precinct  00011129870100                                           0001112000000000
Precinct  00011139870110                                           0001113000000000
Precinct  00011149870120                                           0001114000000000
Precinct  00011159870150                                           0001115000000000
Precinct  00011169880200                                           0001116000000000
Precinct  00011179880400                                           0001117000000000
Precinct  00011189880500                                           0001118000000000
Tally Type0000001Election Day - Insight                            0000001000000000
Tally Type0000002Election Day - 400C                               0000002000000000
Tally Type0000003Vote by Mail - 400C                               0000003000000000
Tally Type0000004Provisional - 400C                                0000004000000000
Tally Type0000005Election Day - Edge                               0000005000000000
Tally Type0000006MVBM - 400C                                       0000006000000000
Tally Type0000007Election Day - External                           0000007000000000
Tally Type0000008Election Day Edge - 400C                          0000008000000000
Tally Type0000009Early Vote Edge - 400C                            0000009000000000
